Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
108;832;2;832;T-P13246;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;15;1997;-2.758844096;42.63093277;4 - UTM10x10 + Centroid;510;V33
109;392;2;392;S-P15118;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;1967;-2.212078809;43.04632731;1 - UTM1x1 + Elevation;160;V33
110;995;2;995;U-P06052;V15;V15;Ruderal;V37;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Centaureetum cyani;;NA;30;1988;-5.331672032;42.8794066;3 - UTM10x10 + Elevation;1080;V33
111;1514;2;1514;T-P12297;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Secalietalia cerealis;;NA;2;1988;-6.28474577;42.93524784;3 - UTM10x10 + Elevation;1000;V33
112;1513;2;1513;T-P12296;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Secalietalia cerealis;;NA;2;1988;-6.210470786;42.96797132;3 - UTM10x10 + Elevation;1270;V33
113;811;2;811;T-P12305;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;8;1988;-6.354923358;42.96382416;3 - UTM10x10 + Elevation;1120;V33
114;729;2;729;T-P11855;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;3;1988;-6.266854553;42.92135376;3 - UTM10x10 + Elevation;1320;V33
115;807;2;807;T-P12301;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;3;1988;-6.290841398;42.91166187;3 - UTM10x10 + Elevation;1320;V33
116;731;2;731;T-P11857;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;8;1988;-6.355314663;42.9710159;3 - UTM10x10 + Elevation;1120;V33
117;967;2;967;U-P00593;V37;V37;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum duriaei;;NA;40;2002;-4.913500197;42.97721112;1 - UTM1x1 + Elevation;1150;V33
118;984;2;984;U-P00629;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;10;2002;-5.123147981;42.79701874;1 - UTM1x1 + Elevation;940;V33
119;48;2;48;Q-P08744;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;18;1990;-4.946753488;42.86499029;3 - UTM10x10 + Elevation;1200;V33
120;810;2;810;T-P12304;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;4;1988;-6.198438827;42.92508856;3 - UTM10x10 + Elevation;1390;V33
121;986;2;986;U-P00631;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;2002;-5.127381636;42.84916849;1 - UTM1x1 + Elevation;960;V33
122;46;2;46;Q-P08742;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1990;-4.646560297;42.80846808;3 - UTM10x10 + Elevation;1120;V33
123;734;2;734;T-P11860;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;5;1988;-5.16733654;42.87183135;3 - UTM10x10 + Elevation;980;V33
124;47;2;47;Q-P08743;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;12;1990;-4.741715289;42.79985585;3 - UTM10x10 + Elevation;1100;V33
125;728;2;728;T-P11691;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1988;-5.630301604;42.81890376;3 - UTM10x10 + Elevation;1000;V33
126;732;2;732;T-P11858;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1988;-5.612890353;42.81209893;3 - UTM10x10 + Elevation;1000;V33
127;961;2;961;U-P00115;V37;V37;Ruderal;V37;0;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;70;2001;-5.040006392;43.02004898;1 - UTM1x1 + Elevation;1100;V33
128;382;3;382;S-P12118;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;;NA;20;1975;-6.999259579;43.55712554;3 - UTM10x10 + Elevation;20;V38b
129;408;3;408;S-P15142;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;50;1967;-1.979371956;43.30742628;1 - UTM1x1 + Elevation;20;V38b
130;386;3;386;S-P12122;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;E;10;15;1975;-7.054020897;43.52458326;3 - UTM10x10 + Elevation;30;V38b
131;384;3;384;S-P12120;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;15;15;1975;-6.145593991;43.56762876;3 - UTM10x10 + Elevation;10;V38b
132;466;3;466;S-P20407;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;10;1972;-8.717336264;42.28847845;3 - UTM10x10 + Elevation;20;V38b
133;325;3;325;R-P27102;V38;R;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;12;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48;V38b
134;912;3;912;T-P33584;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;S;NA;NA;1959;-8.488215567;42.82904219;1 - UTM1x1 + Elevation;200;V38b
135;327;3;327;R-P27105;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;3;1985;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71;V38b
136;945;3;945;T-P36815;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;0;9;1993;-7.631960626;42.46723974;2 - UTM1x1 + Centroid;220;V38b
137;483;3;483;S-P20426;V37;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;NA;7;1972;-8.746870682;42.34641016;3 - UTM10x10 + Elevation;70;V38b
138;843;3;843;T-P17219;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;10;1975;-8.813848245;42.33582066;3 - UTM10x10 + Elevation;20;V38b
139;310;3;310;R-P27074;V38;V;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;5;1985;-6.949739134;43.54130303;4 - UTM10x10 + Centroid;47;V38b
140;387;3;387;S-P12123;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;20;15;1975;-7.003961648;43.55335946;3 - UTM10x10 + Elevation;10;V38b
141;489;3;489;S-P20433;V39;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;10;1972;-8.649416338;42.39627972;3 - UTM10x10 + Elevation;120;V38b
142;315;3;315;R-P27080;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NW;NA;20;1985;-8.084451059;43.65436324;3 - UTM10x10 + Elevation;5;V38b
143;487;3;487;S-P20431;V37;Sa;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;E;NA;10;1972;-8.677976939;42.44347517;3 - UTM10x10 + Elevation;50;V38b
144;328;3;328;R-P27106;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;20;1985;-5.982601798;43.44749749;4 - UTM10x10 + Centroid;325;V38b
145;383;3;383;S-P12119;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;15;20;1975;-6.663215521;43.5684033;3 - UTM10x10 + Elevation;5;V38b
146;464;3;464;S-P20364;V39;R22;Ruderal;V37;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;E;NA;10;1972;-8.695258067;42.23196771;3 - UTM10x10 + Elevation;80;V38b
147;388;3;388;S-P12124;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;15;20;1975;-6.945734907;43.57159262;3 - UTM10x10 + Elevation;15;V38b
148;319;3;319;R-P27093;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;12;1985;-8.02739789;43.62448443;3 - UTM10x10 + Elevation;170;V38b
149;320;3;320;R-P27095;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;25;1985;-7.847236582;42.31138127;4 - UTM10x10 + Centroid;305;V38b
150;486;3;486;S-P20430;V39;R54;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;N;NA;10;1972;-8.748958932;42.34270434;3 - UTM10x10 + Elevation;20;V38b
151;314;3;314;R-P27079;V37;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;W;NA;8;1985;-7.616743442;43.66705507;3 - UTM10x10 + Elevation;40;V38b
152;390;3;390;S-P12126;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;NE;5;15;1975;-7.019259908;43.56002427;3 - UTM10x10 + Elevation;20;V38b
153;385;3;385;S-P12121;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;;NA;15;1975;-6.034755943;43.57963101;3 - UTM10x10 + Elevation;10;V38b
154;381;3;381;S-P12117;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;;NA;20;1975;-6.940918116;43.53574652;3 - UTM10x10 + Elevation;30;V38b
155;309;3;309;R-P27073;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48;V38b
156;481;3;481;S-P20422;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;E;NA;4;1972;-8.821048616;42.25623789;3 - UTM10x10 + Elevation;60;V38b
157;909;3;909;T-P33581;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;W;NA;NA;1959;-8.609336997;42.84295901;3 - UTM10x10 + Elevation;150;V38b
158;329;3;329;R-P27107;V38;V32;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;8;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48;V38b
159;321;3;321;R-P27096;V38;V33;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-7.492084004;41.94706717;4 - UTM10x10 + Centroid;515;V38b
160;380;3;380;S-P12116;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;NE;10;20;1975;-6.621196556;43.56974371;3 - UTM10x10 + Elevation;5;V38b
161;908;3;908;T-P33580;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;W;NA;NA;1959;-8.498595973;42.83574443;1 - UTM1x1 + Elevation;250;V38b
162;914;3;914;T-P33586;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;NA;NA;1959;-8.52324208;42.86516205;1 - UTM1x1 + Elevation;250;V38b
163;389;3;389;S-P12125;V38;V38;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;;NA;10;1975;-6.962087663;43.55662122;3 - UTM10x10 + Elevation;15;V38b
164;484;3;484;S-P20427;V37;?;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;SE;NA;7;1972;-8.679197579;42.29578098;3 - UTM10x10 + Elevation;80;V38b
165;1826;3;1826;Q-P10409;R36;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Trifolion maritimi;Trifolio fragiferi-Cynodontetum dactyli;W;4.5;4;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600;V38b
166;153;3;153;R-P07581;V38;R;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V38b
167;159;3;159;R-P07587;V15;H25;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V38b
168;158;3;158;R-P07586;V38;R;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V38b
169;34;3;34;NEW-OMAR-NI05;V39;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.701143268;43.31266459;10;203;V38b
170;915;3;915;T-P35967;V38;R;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;54;10;1983;-5.831939783;42.89513125;1 - UTM1x1 + Elevation;1500;V38b
171;682;3;682;T-P11636;V38;R;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;54;10;1988;-5.830234263;42.91138143;3 - UTM10x10 + Elevation;1550;V38b
172;36;3;36;NEW-OMAR-NI07;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.700902534;43.31307545;10;202;V38b
173;157;3;157;R-P07585;V38;V;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V38b
174;12;3;12;NEW-OMAR-CA05;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673593878;43.27829566;10;257;V38b
175;154;3;154;R-P07582;V38;R;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V38b
176;17;3;17;NEW-OMAR-CA10;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.674394578;43.27800681;10;257;V38b
177;32;3;32;NEW-OMAR-NI03;V39;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.702204227;43.31295465;10;203;V38b
178;26;3;26;NEW-OMAR-MO07;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.678678368;43.29080929;10;227;V38b
179;13;3;13;NEW-OMAR-CA06;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673457181;43.27855097;10;254;V38b
180;15;3;15;NEW-OMAR-CA08;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673131087;43.27870267;10;255;V38b
181;10;3;10;NEW-OMAR-CA03;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.672872063;43.27897884;10;254;V38b
182;8;3;8;NEW-OMAR-CA01;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673083717;43.27902792;10;252;V38b
183;20;3;20;NEW-OMAR-MO01;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.680778937;43.29204762;10;224;V38b
184;23;3;23;NEW-OMAR-MO04;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.678167126;43.29095633;10;224;V38b
185;14;3;14;NEW-OMAR-CA07;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673290343;43.27868093;10;254;V38b
186;9;3;9;NEW-OMAR-CA02;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.67282991;43.2791419;10;252;V38b
187;33;3;33;NEW-OMAR-NI04;V39;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.701880334;43.31260214;10;204;V38b
188;16;3;16;NEW-OMAR-CA09;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.6741795;43.27872316;10;256;V38b
189;22;3;22;NEW-OMAR-MO03;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.679180719;43.29130174;10;223;V38b
190;11;3;11;NEW-OMAR-CA04;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.673663223;43.27875325;10;255;V38b
191;39;3;39;NEW-OMAR-PA104;V38;NA;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;SE;15;80;1981;-5.654043577;43.23651311;500;250;V38b
192;27;3;27;NEW-OMAR-MO08;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.67961729;43.29113844;10;226;V38b
193;24;3;24;NEW-OMAR-MO05;V38;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.676976812;43.29051601;10;225;V38b
194;267;3;267;R-P24633;V37;V37;Ruderal;V37;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Setario verticillatae-Echinochloetum crus-galli;;NA;80;2012;-6.828515861;42.41411;1 - UTM1x1 + Elevation;353;V38b
195;761;3;761;T-P11936;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;40;1988;-2.245079764;42.95830047;3 - UTM10x10 + Elevation;520;V38b
196;546;3;546;T-P05186;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1995;-3.444830308;43.3921557;1 - UTM1x1 + Elevation;6;V38b
197;394;3;394;S-P15123;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;100;1967;-1.79821425;43.36509548;1 - UTM1x1 + Elevation;2;V38b
198;776;3;776;T-P11951;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;30;1988;-2.327175779;43.29919562;3 - UTM10x10 + Elevation;10;V38b
199;461;3;461;S-P19649;V37;V37;Ruderal;V37;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1972;-8.119661845;43.16305414;3 - UTM10x10 + Elevation;480;V38b
200;79;3;79;Q-P09506;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.290880571;41.59419853;3 - UTM10x10 + Elevation;190;V38b
201;84;3;84;Q-P09511;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.625035142;41.1605866;3 - UTM10x10 + Elevation;80;V38b
202;1;3;1;NEW-OMAR-BA02;V38;NA;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Picridi echioides-Melilotetum albi;;0;200;1981;-5.707241301;43.32530597;500;190;V38b
203;40;3;40;NEW-OMAR-PA97;V38;NA;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Picridi echioides-Melilotetum albi;S;0;40;1981;-5.654043577;43.23651311;500;360;V38b
204;778;3;778;T-P11953;V38;V33;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;25;1988;-2.406809509;43.22399729;3 - UTM10x10 + Elevation;40;V38b
205;1791;3;1791;NEW-OMAR-RE27;V35;NA;Trampled;V35;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Comunidad de Poa annua;O;5;3;1981;-5.669491805;43.30818588;500;225;V38b
206;344;3;344;R-P33439;V38;V32;Ruderal;V37;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;2003;-2.527514949;42.57798446;3 - UTM10x10 + Elevation;540;V38b
207;81;3;81;Q-P09508;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.642217634;41.77188901;3 - UTM10x10 + Elevation;10;V38b
208;85;3;85;Q-P09512;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.637550131;41.22298792;3 - UTM10x10 + Elevation;70;V38b
209;41;3;41;NEW-OMAR-PA98;V37;NA;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;0;15;1981;-5.654043577;43.23651311;500;360;V38b
210;88;3;88;Q-P09952;V38;V33;Ruderal;V37;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;;NA;10;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;560;V38b
211;756;3;756;T-P11931;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;40;1988;-2.623897266;43.16368453;3 - UTM10x10 + Elevation;130;V38b
212;777;3;777;T-P11952;V38;V;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;15;1988;-2.344492805;43.29389342;3 - UTM10x10 + Elevation;130;V38b
213;164;3;164;R-P12749;V38;V33;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;70;1997;-3.144630223;42.79502702;4 - UTM10x10 + Centroid;520;V38b
214;549;3;549;T-P05189;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;60;1995;-3.434182013;43.28414213;1 - UTM1x1 + Elevation;40;V38b
215;774;3;774;T-P11949;V38;V11;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;25;1988;-2.593534522;42.91864443;3 - UTM10x10 + Elevation;600;V38b
216;547;3;547;T-P05187;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;50;1995;-3.492142772;43.44058572;2 - UTM1x1 + Centroid;8;V38b
217;161;3;161;R-P12727;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;50;1997;-3.095655307;42.7680364;3 - UTM10x10 + Elevation;550;V38b
218;416;3;416;S-P15150;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Balloto-Conion maculati;;NA;20;1967;-1.710895694;42.94092363;1 - UTM1x1 + Elevation;530;V38b
219;767;3;767;T-P11942;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.317221109;43.08662466;3 - UTM10x10 + Elevation;360;V38b
220;19;3;19;NEW-OMAR-LF95;V39;NA;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;S;0;40;1981;-5.682204615;43.31689226;500;230;V38b
221;545;3;545;T-P05185;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;25;1995;-3.43730551;43.37597667;3 - UTM10x10 + Elevation;8;V38b
