Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
197;65;2;65;Q-P08765;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Cirsium richterianum;;NA;100;1990;-4.69316451;42.81319133;3 - UTM10x10 + Elevation;1080
202;66;2;66;Q-P08766;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Cirsium richterianum;;NA;50;1990;-4.648957603;42.80663255;3 - UTM10x10 + Elevation;1120
203;67;2;67;Q-P08767;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Cirsium richterianum;;NA;40;1990;-4.668372809;42.80094819;3 - UTM10x10 + Elevation;1120
196;68;2;68;Q-P08768;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Cirsium richterianum;;NA;60;1990;-4.491578057;42.87362795;3 - UTM10x10 + Elevation;1020
1512;1793;4;1793;Q-P08769;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1990;-4.575170475;42.88691619;3 - UTM10x10 + Elevation;1030
1529;1794;4;1794;Q-P08770;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1990;-4.761486489;42.8932054;3 - UTM10x10 + Elevation;1240
1208;1795;4;1795;Q-P08771;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1990;-4.609727536;42.8972414;3 - UTM10x10 + Elevation;1300
1412;1796;4;1796;Q-P08772;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;10;1990;-4.550506646;42.88004893;3 - UTM10x10 + Elevation;1040
1515;1797;4;1797;Q-P08773;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1990;-4.805345737;42.88531803;3 - UTM10x10 + Elevation;1330
1462;1798;4;1798;Q-P08774;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;5;1990;-4.518195682;42.86067093;3 - UTM10x10 + Elevation;990
807;69;3;69;Q-P09152;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.040051389;42.06645631;3 - UTM10x10 + Elevation;1030
794;70;3;70;Q-P09153;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.125972742;41.84117573;2 - UTM1x1 + Centroid;1120
650;71;3;71;Q-P09154;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.142281322;42.04570422;3 - UTM10x10 + Elevation;1050
861;72;3;72;Q-P09155;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.062724337;42.07805993;3 - UTM10x10 + Elevation;990
767;73;3;73;Q-P09156;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-7.906153316;41.9282218;3 - UTM10x10 + Elevation;850
639;74;3;74;Q-P09157;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-7.890158938;41.81366373;3 - UTM10x10 + Elevation;980
841;75;3;75;Q-P09158;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.223140863;41.76475744;3 - UTM10x10 + Elevation;650
627;76;3;76;Q-P09159;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.109776323;41.06042424;3 - UTM10x10 + Elevation;550
798;77;3;77;Q-P09160;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.043883733;42.08429349;3 - UTM10x10 + Elevation;1000
513;78;3;78;Q-P09505;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.843430513;41.81580832;3 - UTM10x10 + Elevation;30
552;79;3;79;Q-P09506;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.290880571;41.59419853;3 - UTM10x10 + Elevation;190
499;80;3;80;Q-P09507;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.19947904;41.65059694;3 - UTM10x10 + Elevation;170
525;81;3;81;Q-P09508;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.642217634;41.77188901;3 - UTM10x10 + Elevation;10
501;82;3;82;Q-P09509;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.86443276;41.78232801;3 - UTM10x10 + Elevation;10
521;83;3;83;Q-P09510;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.559760071;41.14936218;3 - UTM10x10 + Elevation;70
522;84;3;84;Q-P09511;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.625035142;41.1605866;3 - UTM10x10 + Elevation;80
516;85;3;85;Q-P09512;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.637550131;41.22298792;3 - UTM10x10 + Elevation;70
502;86;3;86;Q-P09513;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.631537195;42.06048304;2 - UTM1x1 + Centroid;70
2159;1046;5;1046;Q-P09810;R55;V;Weed;V15B;0;Bidentetea;Bidentetalia;Bidention tripartitae;Bidenti tripartitae-Polygonetum lapathifolii;;NA;4;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;580
966;2169;3;2169;Q-P09917;V39;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;SE;90;4;2000;-6.614058215;41.93663371;1 - UTM1x1 + Elevation;750
63;2170;1;2170;Q-P09918;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;W;90;3;2000;-6.902707464;41.96319006;3 - UTM10x10 + Elevation;800
64;2171;1;2171;Q-P09919;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;NW;90;2;2000;-7.068164578;41.83317711;3 - UTM10x10 + Elevation;830
67;2172;1;2172;Q-P09920;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;Cymbalarietum muralis;NW;90;2;2000;-6.883145708;41.79997091;3 - UTM10x10 + Elevation;840
65;2173;1;2173;Q-P09921;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;S;90;1;2000;-6.860724682;41.86736218;3 - UTM10x10 + Elevation;850
382;87;3;87;Q-P09946;V37;V32;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Carduus carpetanus;;NA;6;2000;-6.830072255;41.71711066;3 - UTM10x10 + Elevation;900
1559;1047;5;1047;Q-P09947;V38;V38;Weed;V15C;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Carduus carpetanus;;NA;8;2000;-6.7732351;41.89548738;3 - UTM10x10 + Elevation;990
1649;1048;5;1048;Q-P09948;V37;V32;Weed;V15C;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Carduus carpetanus;S;9;10;2000;-6.611594935;41.85026448;3 - UTM10x10 + Elevation;870
1572;1049;5;1049;Q-P09949;V39;R1R;Weed;V15C;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Carduus carpetanus;;NA;4;2000;-6.833092387;41.84847887;3 - UTM10x10 + Elevation;910
1561;1050;5;1050;Q-P09950;V38;V38;Weed;V15C;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Comunidad de Carduus carpetanus;;NA;12;2000;-7.079603721;41.89940303;3 - UTM10x10 + Elevation;780
1679;1051;5;1051;Q-P09951;V38;V33;Weed;V15C;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;W;54;4;2000;-6.80628046;41.80254728;3 - UTM10x10 + Elevation;680
532;88;3;88;Q-P09952;V38;V33;Ruderal;V37;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;;NA;10;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;560
288;89;2;89;Q-P09953;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;SE;36;6;2000;-7.018834242;41.85292547;3 - UTM10x10 + Elevation;760
186;1052;2;1052;Q-P09954;V38;V33;Weed;V15C;0;Artemisietea vulgaris;Carthametalia lanati;Onopordion castellani;Carlino corymbosae-Carthametum lanati;S;4.5;4;2000;-6.607392805;41.86120262;3 - UTM10x10 + Elevation;790
395;90;3;90;Q-P09967;V37;V32;Ruderal;V37;0;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Comunidad de Silybum marianum y Carduus tenuiflorus;SW;9;16;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600
428;91;3;91;Q-P09968;V37;V32;Ruderal;V37;0;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Comunidad de Silybum marianum y Carduus tenuiflorus;;NA;6;2000;-6.788335231;41.82475275;3 - UTM10x10 + Elevation;640
1177;1799;4;1799;Q-P09982;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;4;2000;-7.182960705;41.96578556;2 - UTM1x1 + Centroid;750
1297;1800;4;1800;Q-P09983;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;5;2000;-7.053959534;41.87510045;3 - UTM10x10 + Elevation;790
1476;1801;4;1801;Q-P09984;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;SE;9;1;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;600
1293;1802;4;1802;Q-P09985;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;2;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;620
1345;1803;4;1803;Q-P09986;V34;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.827197264;41.74962379;3 - UTM10x10 + Elevation;840
1344;1804;4;1804;Q-P09987;V35;C35b;Trampled;V34;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600
1347;1805;4;1805;Q-P09988;V35;C35b;Trampled;V34;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.929258382;41.88484435;3 - UTM10x10 + Elevation;700
1336;1806;4;1806;Q-P09989;V34;V34;Trampled;V34;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.766626048;41.8650886;3 - UTM10x10 + Elevation;640
1364;1807;4;1807;Q-P09990;V35;C35b;Trampled;V34;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;NA;2000;-6.637126403;41.83324893;3 - UTM10x10 + Elevation;850
1172;1808;4;1808;Q-P09991;V34;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;2;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;620
1365;1809;4;1809;Q-P09992;V35;C35b;Trampled;V34;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.727000541;41.88799461;3 - UTM10x10 + Elevation;650
1366;1810;4;1810;Q-P09993;V34;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;3;2000;-6.632766489;41.88381447;3 - UTM10x10 + Elevation;640
1367;1811;4;1811;Q-P09994;V35;R1D;Trampled;V34;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;620
1175;1812;4;1812;Q-P09995;V34;V34;Trampled;V34;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;4;2000;-6.613956586;41.93483594;1 - UTM1x1 + Elevation;770
1454;1813;4;1813;Q-P09996;V34;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;4;2000;-7.056833538;41.84438384;3 - UTM10x10 + Elevation;750
1455;1814;4;1814;Q-P09997;V34;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;2;2000;-6.755024052;41.87267286;3 - UTM10x10 + Elevation;640
1352;1815;4;1815;Q-P09998;V34;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli;Crassulo tillaeae-Saginetum apetalae;;NA;1;2000;-6.730139245;41.90049921;3 - UTM10x10 + Elevation;670
1245;1816;4;1816;Q-P09999;V15;V;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;1;2000;-6.736622917;41.88768148;3 - UTM10x10 + Elevation;640
1349;1817;4;1817;Q-P10000;V15;R1D;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;3;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600
1150;1818;4;1818;Q-P10001;V37;V32;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;1;2000;-6.604765258;41.81445954;3 - UTM10x10 + Elevation;780
1353;1819;4;1819;Q-P10002;V15;V;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;1;2000;-6.891229027;41.77448393;3 - UTM10x10 + Elevation;800
1341;1820;4;1820;Q-P10003;V35;V35;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;1;2000;-6.75941207;41.86532531;3 - UTM10x10 + Elevation;670
1340;1821;4;1821;Q-P10004;V37;V32;Trampled;V34;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Spergularia purpurea y Plantago coronopus;;NA;1;2000;-6.929148103;41.88304723;3 - UTM10x10 + Elevation;680
1217;1822;4;1822;Q-P10021;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;8;2000;-6.928752015;41.95509681;3 - UTM10x10 + Elevation;800
1274;1823;4;1823;Q-P10022;V37;R;Trampled;V35;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;NE;9;8;2000;-6.961072646;41.77569525;3 - UTM10x10 + Elevation;820
1144;1824;4;1824;Q-P10023;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;4;2000;-7.006255233;41.84436117;3 - UTM10x10 + Elevation;720
1179;1825;4;1825;Q-P10024;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;4;2000;-6.761816739;41.86524646;3 - UTM10x10 + Elevation;650
405;92;3;92;Q-P10027;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;SE;25;6;2000;-6.725117844;41.89706054;3 - UTM10x10 + Elevation;660
2128;93;5;93;Q-P10028;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;2;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;520
393;94;3;94;Q-P10029;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;2;2000;-6.803064813;41.91071034;3 - UTM10x10 + Elevation;1000
321;95;3;95;Q-P10030;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;5;2000;-6.695830527;41.89080433;3 - UTM10x10 + Elevation;660
1537;96;4;96;Q-P10031;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;8;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;600
389;97;3;97;Q-P10032;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;6;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;600
438;98;3;98;Q-P10033;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;6;2000;-7.038993386;41.82880563;3 - UTM10x10 + Elevation;740
1541;99;4;99;Q-P10034;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;16;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;500
1539;100;4;100;Q-P10035;V37;V32;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum;;NA;4;2000;-6.584742758;41.84390284;3 - UTM10x10 + Elevation;900
1548;1053;5;1053;Q-P10036;V15;V15;Weed;V15C;0;NA;NA;NA;;SW;4.5;12;NA;-6.594360057;41.84360189;3 - UTM10x10 + Elevation;940
1565;1054;5;1054;Q-P10037;V15;V15;Weed;V15C;0;NA;NA;NA;;S;5;6;NA;-6.589350209;41.84015678;3 - UTM10x10 + Elevation;920
1650;1055;5;1055;Q-P10038;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;8;NA;-6.570114655;41.88398082;3 - UTM10x10 + Elevation;900
1563;1056;5;1056;Q-P10040;V15;V15;Weed;V15C;0;NA;NA;NA;;W;4.5;25;NA;-6.844864028;41.8841034;3 - UTM10x10 + Elevation;900
1566;1057;5;1057;Q-P10041;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;30;NA;-7.163941607;41.93598928;3 - UTM10x10 + Elevation;780
1599;1058;5;1058;Q-P10042;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;20;NA;-7.128977716;41.91744476;3 - UTM10x10 + Elevation;780
1576;1059;5;1059;Q-P10043;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;4;NA;-7.159197525;41.90014462;3 - UTM10x10 + Elevation;820
1581;1060;5;1060;Q-P10045;V15;V15;Weed;V15C;0;NA;NA;NA;;S;4.5;25;NA;-6.813546977;41.92476961;3 - UTM10x10 + Elevation;1030
1640;1061;5;1061;Q-P10046;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;20;NA;-6.602866544;41.82352414;3 - UTM10x10 + Elevation;880
1579;1062;5;1062;Q-P10047;V15;V15;Weed;V15C;0;NA;NA;NA;;SW;4.5;16;NA;-6.596850701;41.80210099;3 - UTM10x10 + Elevation;750
1582;1063;5;1063;Q-P10048;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;16;NA;-6.628056888;41.88576452;3 - UTM10x10 + Elevation;680
1577;1064;5;1064;Q-P10049;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;25;NA;-7.0318689;41.86867586;3 - UTM10x10 + Elevation;760
1602;1065;5;1065;Q-P10050;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;25;NA;-6.956713676;41.78304936;3 - UTM10x10 + Elevation;880
1586;1066;5;1066;Q-P10051;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;20;NA;-6.962255002;41.75584432;3 - UTM10x10 + Elevation;850
1585;1067;5;1067;Q-P10052;V15;V15;Weed;V15C;0;NA;NA;NA;;W;4.5;25;NA;-6.951235016;41.88949185;3 - UTM10x10 + Elevation;790
1605;1068;5;1068;Q-P10053;V15;V15;Weed;V15C;0;NA;NA;NA;;;NA;15;NA;-7.067007472;41.89084622;3 - UTM10x10 + Elevation;860
1600;1069;5;1069;Q-P10054;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Catapodietum patentis;NNE;9;16;2000;-6.597757147;41.81828152;3 - UTM10x10 + Elevation;830
1601;1070;5;1070;Q-P10055;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Catapodietum patentis;SE;4.5;9;2000;-7.059109571;41.88032087;3 - UTM10x10 + Elevation;840
1580;1071;5;1071;Q-P10060;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Chrysanthemum segetum y Lolium rigidum;W;4.5;12;2000;-6.635274238;41.88553598;3 - UTM10x10 + Elevation;640
1639;1072;5;1072;Q-P10061;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Chrysanthemum segetum y Lolium rigidum;;NA;10;2000;-6.76432699;41.86696504;3 - UTM10x10 + Elevation;630
2299;1073;5;1073;Q-P10062;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;;NA;4;2000;-6.592963053;41.86165553;3 - UTM10x10 + Elevation;840
1867;1074;5;1074;Q-P10064;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;NW;13.5;4;2000;-6.724490367;41.88627521;3 - UTM10x10 + Elevation;650
1644;1075;5;1075;Q-P10065;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;S;13.5;1;2000;-6.736518026;41.88588395;3 - UTM10x10 + Elevation;630
2295;1076;5;1076;Q-P10066;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;;NA;3;2000;-6.684422129;41.90197718;3 - UTM10x10 + Elevation;680
2285;1077;5;1077;Q-P10067;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;SE;45;10;2000;-6.939459901;41.9331186;3 - UTM10x10 + Elevation;780
1657;1078;5;1078;Q-P10068;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;;NA;6;2000;-7.182540579;41.88849023;3 - UTM10x10 + Elevation;700
2177;1079;5;1079;Q-P10069;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;ESE;4.5;4;2000;-6.639224308;41.82777945;3 - UTM10x10 + Elevation;830
1652;1080;5;1080;Q-P10070;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;E;9;4;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;560
2157;1081;5;1081;Q-P10071;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Echinochloa crus-galli y Setaria Verticillata;;NA;16;2000;-6.724490367;41.88627521;3 - UTM10x10 + Elevation;640
