"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"25","Q-P09156","Rumex obtusifolius","Rumex obtusifolius","2",15
"25","Q-P09156","Urtica dioica","Urtica dioica","3",37.5
"26","Q-P09157","Bromus sterilis","Anisantha sterilis","+",1
"26","Q-P09157","Ballota foetida","Ballota nigra","3",37.5
"26","Q-P09157","Chaerophyllum temulentum","Chaerophyllum temulum","1",5
"26","Q-P09157","Dactylis glomerata subsp. lusitanica","Dactylis glomerata","1",5
"26","Q-P09157","Digitalis purpurea","Digitalis purpurea","+",1
"26","Q-P09157","Echium lusitanicum","Echium lusitanicum","+",1
"26","Q-P09157","Galium aparine","Galium aparine","1",5
"26","Q-P09157","Geranium lucidum","Geranium lucidum","+",1
"26","Q-P09157","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","2",15
"26","Q-P09157","Malva neglecta","Malva neglecta","1",5
"26","Q-P09157","Mentha suaveolens","Mentha suaveolens","2",15
"26","Q-P09157","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"26","Q-P09157","Plantago major","Plantago major","+",1
"26","Q-P09157","Urtica dioica","Urtica dioica","3",37.5
"27","Q-P09158","Centaurea rivularis","Centaurea nigra","+",1
"27","Q-P09158","Chelidonium majus","Chelidonium majus","1",5
"27","Q-P09158","Dactylis glomerata subsp. lusitanica","Dactylis glomerata","1",5
"27","Q-P09158","Digitalis purpurea","Digitalis purpurea","1",5
"27","Q-P09158","Echium lusitanicum","Echium lusitanicum","2",15
"27","Q-P09158","Erodium cicutarium","Erodium cicutarium","+",1
"27","Q-P09158","Lamium maculatum","Lamium maculatum","1",5
"27","Q-P09158","Mentha suaveolens","Mentha suaveolens","2",15
"27","Q-P09158","Senecio lividus","Senecio lividus","+",1
"27","Q-P09158","Sonchus asper","Sonchus asper","+",1
"27","Q-P09158","Sonchus oleraceus","Sonchus oleraceus","+",1
"27","Q-P09158","Stellaria media","Stellaria media","+",1
"27","Q-P09158","Tanacetum parthenium","Tanacetum parthenium","1",5
"27","Q-P09158","Trifolium repens","Trifolium repens","2",15
"27","Q-P09158","Verbascum crassifolium","Verbascum thapsus","1",5
"27","Q-P09158","Verbena officinalis","Verbena officinalis","2",15
"28","Q-P09159","Ballota foetida","Ballota nigra","2",15
"28","Q-P09159","Chaerophyllum temulentum","Chaerophyllum temulum","1",5
"28","Q-P09159","Chelidonium majus","Chelidonium majus","1",5
"28","Q-P09159","Dactylis glomerata subsp. lusitanica","Dactylis glomerata","2",15
"28","Q-P09159","Echium rosulatum","Echium rosulatum","1",5
"28","Q-P09159","Conyza albida","Erigeron sumatrensis","1",5
"28","Q-P09159","Erodium cicutarium","Erodium cicutarium","1",5
"28","Q-P09159","Erodium moschatum","Erodium moschatum","1",5
"28","Q-P09159","Geranium lucidum","Geranium lucidum","1",5
"28","Q-P09159","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","3",37.5
"28","Q-P09159","Lamium maculatum","Lamium maculatum","1",5
"28","Q-P09159","Lavatera cretica","Malva multiflora","2",15
"28","Q-P09159","Mercurialis ambigua","Mercurialis annua","2",15
"28","Q-P09159","Scrophularia scorodonia","Scrophularia scorodonia","1",5
"28","Q-P09159","Silene latifolia","Silene latifolia","1",5
"28","Q-P09159","Sonchus oleraceus","Sonchus oleraceus","1",5
"28","Q-P09159","Tanacetum parthenium","Tanacetum parthenium","1",5
"28","Q-P09159","Urtica dioica","Urtica dioica","1",5
"29","Q-P09160","Achillea millefolium","Achillea millefolium","+",1
"29","Q-P09160","Chamaemelum nobile","Chamaemelum nobile","1",5
"29","Q-P09160","Cirsium vulgare","Cirsium vulgare","1",5
"29","Q-P09160","Dactylis glomerata subsp. lusitanica","Dactylis glomerata","1",5
"29","Q-P09160","Echium lusitanicum","Echium lusitanicum","1",5
"29","Q-P09160","Echium plantagineum","Echium plantagineum","1",5
"29","Q-P09160","Conyza albida","Erigeron sumatrensis","1",5
"29","Q-P09160","Galium aparine","Galium aparine","+",1
"29","Q-P09160","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","2",15
"29","Q-P09160","Hypochoeris radicata","Hypochaeris radicata","1",5
"29","Q-P09160","Lactuca virosa","Lactuca serriola","2",15
"29","Q-P09160","Lamium maculatum","Lamium maculatum","1",5
"29","Q-P09160","Malva neglecta","Malva neglecta","1",5
"29","Q-P09160","Mentha suaveolens","Mentha suaveolens","+",1
"29","Q-P09160","Ranunculus repens","Ranunculus repens","+",1
"29","Q-P09160","Silene latifolia","Silene latifolia","+",1
"29","Q-P09160","Sisymbrium officinale","Sisymbrium officinale","+",1
"29","Q-P09160","Sonchus oleraceus","Sonchus oleraceus","1",5
"29","Q-P09160","Tanacetum parthenium","Tanacetum parthenium","2",15
"29","Q-P09160","Taraxacum officinale","Taraxacum","+",1
"29","Q-P09160","Urtica dioica","Urtica dioica","1",5
"29","Q-P09160","Verbascum crassifolium","Verbascum thapsus","+",1
"30","Q-P10089","Bryonia dioica","Bryonia dioica","1",5
"30","Q-P10089","Chaerophyllum temulum","Chaerophyllum temulum","e",15
"30","Q-P10089","Dactylis glomerata","Dactylis glomerata","+",1
"30","Q-P10089","Digitalis purpurea","Digitalis purpurea","e",15
"30","Q-P10089","Echium plantagineum","Echium plantagineum","1",5
"30","Q-P10089","Echium vulgare","Echium vulgare","1",5
"30","Q-P10089","Galium aparine","Galium aparine","1",5
"30","Q-P10089","Lapsana communis","Lapsana communis","1",5
"30","Q-P10089","Reseda luteola","Reseda luteola","1",5
"30","Q-P10089","Rubus ulmifolius","Rubus ulmifolius","o",62.5
"30","Q-P10089","Rumex crispus","Rumex crispus","1",5
"30","Q-P10089","Scrophularia scorodonia","Scrophularia scorodonia","+",1
"30","Q-P10089","Torilis purpurea","Torilis africana","1",5
"30","Q-P10089","Trifolium pratense","Trifolium pratense","+",1
"30","Q-P10089","Urtica dioica","Urtica dioica","i",37.5
"31","Q-P10090","Bromus diandrus","Anisantha diandra","+",1
"31","Q-P10090","Avena lusitanica","Avena barbata","1",5
"31","Q-P10090","Bromus hordeaceus","Bromus hordeaceus","+",1
"31","Q-P10090","Chaerophyllum temulum","Chaerophyllum temulum","2",15
"31","Q-P10090","Hordeum leporinum","Hordeum murinum","1",5
"31","Q-P10090","Hypochaeris radicata","Hypochaeris radicata","+",1
"31","Q-P10090","Lapsana communis","Lapsana communis","e",15
"31","Q-P10090","Rubus ulmifolius","Rubus ulmifolius","i",37.5
"31","Q-P10090","Sanguisorba minor","Sanguisorba minor","+",1
"31","Q-P10090","Tordylium maximum","Tordylium maximum","+",1
"31","Q-P10090","Torilis purpurea","Torilis africana","1",5
"31","Q-P10090","Trifolium pratense","Trifolium pratense","1",5
"31","Q-P10090","Urtica dioica","Urtica dioica","i",37.5
"31","Q-P10090","Vicia angustifolia","Vicia sativa","1",5
"32","Q-P10091","Bromus diandrus","Anisantha diandra","3",37.5
"32","Q-P10091","Bromus sterilis","Anisantha sterilis","1",5
"32","Q-P10091","Centranthus calcitrapae","Centranthus calcitrapae","1",5
"32","Q-P10091","Chaerophyllum temulum","Chaerophyllum temulum","3",37.5
"32","Q-P10091","Crepis capillaris","Crepis capillaris","+",1
"32","Q-P10091","Fumaria officinalis","Fumaria officinalis","1",5
"32","Q-P10091","Galium aparine","Galium aparine","e",15
"32","Q-P10091","Galium mollugo","Galium mollugo","e",15
"32","Q-P10091","Geranium lucidum","Geranium lucidum","2",15
"32","Q-P10091","Holcus lanatus","Holcus lanatus","e",15
"32","Q-P10091","Lactuca viminea","Lactuca viminea","1",5
"32","Q-P10091","Ornithopus compressus","Ornithopus compressus","1",5
"32","Q-P10091","Rubus ulmifolius","Rubus ulmifolius","e",15
"32","Q-P10091","Sonchus tenerrimus","Sonchus tenerrimus","e",15
"32","Q-P10091","Urtica dioica","Urtica dioica","e",15
"32","Q-P10091","Vicia angustifolia","Vicia sativa","1",5
"33","Q-P10092","Bromus diandrus","Anisantha diandra","e",15
"33","Q-P10092","Anthemis arvensis","Anthemis arvensis","1",5
"33","Q-P10092","Avena lusitanica","Avena barbata","1",5
"33","Q-P10092","Chaerophyllum temulum","Chaerophyllum temulum","i",37.5
"33","Q-P10092","Eupatorium cannabinum","Eupatorium cannabinum","e",15
"33","Q-P10092","Galium aparine","Galium aparine","e",15
"33","Q-P10092","Geranium robertianum","Geranium robertianum","1",5
"33","Q-P10092","Lapsana communis","Lapsana communis","1",5
"33","Q-P10092","Lotus pedunculatus","Lotus pedunculatus","1",5
"33","Q-P10092","Mentha suaveolens","Mentha suaveolens","i",37.5
"33","Q-P10092","Poa trivialis","Poa trivialis","1",5
"33","Q-P10092","Rubus ulmifolius","Rubus ulmifolius","e",15
"33","Q-P10092","Rumex crispus","Rumex crispus","1",5
"33","Q-P10092","Sisymbrium officinale","Sisymbrium officinale","e",15
"34","Q-P10093","Bromus diandrus","Anisantha diandra","e",15
"34","Q-P10093","Avena lusitanica","Avena barbata","1",5
"34","Q-P10093","Chaerophyllum temulum","Chaerophyllum temulum","i",37.5
"34","Q-P10093","Galium aparine","Galium aparine","1",5
"34","Q-P10093","Lapsana communis","Lapsana communis","1",5
"34","Q-P10093","Mentha suaveolens","Mentha suaveolens","1",5
"34","Q-P10093","Rubus ulmifolius","Rubus ulmifolius","i",37.5
"34","Q-P10093","Teucrium scorodonia","Teucrium scorodonia","1",5
"34","Q-P10093","Tordylium maximum","Tordylium maximum","+",1
"34","Q-P10093","Umbilicus rupestris","Umbilicus rupestris","+",1
"34","Q-P10093","Urtica dioica","Urtica dioica","h",37.5
"35","Q-P10094","Andryala integrifolia","Andryala integrifolia","1",5
"35","Q-P10094","Avena lusitanica","Avena barbata","1",5
"35","Q-P10094","Chaerophyllum temulum","Chaerophyllum temulum","o",62.5
"35","Q-P10094","Convolvulus arvensis","Convolvulus arvensis","1",5
"35","Q-P10094","Dactylis glomerata","Dactylis glomerata","+",1
"35","Q-P10094","Digitalis purpurea","Digitalis purpurea","1",5
"35","Q-P10094","Lapsana communis","Lapsana communis","e",15
"35","Q-P10094","Mentha suaveolens","Mentha suaveolens","+",1
"35","Q-P10094","Rubus ulmifolius","Rubus ulmifolius","+",1
"35","Q-P10094","Rumex crispus","Rumex crispus","+",1
"35","Q-P10094","Scrophularia scorodonia","Scrophularia scorodonia","+",1
"35","Q-P10094","Torilis purpurea","Torilis africana","i",37.5
"35","Q-P10094","Trifolium repens","Trifolium repens","1",5
"36","Q-P10095","Bromus diandrus","Anisantha diandra","1",5
"36","Q-P10095","Bryonia dioica","Bryonia dioica","+",1
"36","Q-P10095","Chaerophyllum temulum","Chaerophyllum temulum","i",37.5
"36","Q-P10095","Chelidonium majus","Chelidonium majus","e",15
"36","Q-P10095","Galium aparine","Galium aparine","e",15
"36","Q-P10095","Geranium lucidum","Geranium lucidum","e",15
"36","Q-P10095","Geranium purpureum","Geranium purpureum","e",15
"36","Q-P10095","Rubus ulmifolius","Rubus ulmifolius","i",37.5
"36","Q-P10095","Urtica dioica","Urtica dioica","i",37.5
"37","Q-P10096","Andryala integrifolia","Andryala integrifolia","+",1
"37","Q-P10096","Avena lusitanica","Avena barbata","1",5
"37","Q-P10096","Briza maxima","Briza maxima","1",5
"37","Q-P10096","Bromus hordeaceus","Bromus hordeaceus","1",5
"37","Q-P10096","Carduus tenuiflorus","Carduus tenuiflorus","+",1
"37","Q-P10096","Chaerophyllum temulum","Chaerophyllum temulum","5",87.5
"37","Q-P10096","Crepis capillaris","Crepis capillaris","1",5
"37","Q-P10096","Dactylis hispanica","Dactylis glomerata","1",5
"37","Q-P10096","Digitalis purpurea","Digitalis purpurea","1",5
"37","Q-P10096","Echium vulgare","Echium vulgare","e",15
"37","Q-P10096","Galium mollugo","Galium mollugo","+",1
"37","Q-P10096","Lactuca viminea","Lactuca viminea","+",1
"37","Q-P10096","Lapsana communis","Lapsana communis","+",1
"37","Q-P10096","Papaver rhoeas","Papaver rhoeas","1",5
"37","Q-P10096","Plantago lanceolata","Plantago lanceolata","+",1
"37","Q-P10096","Rubus ulmifolius","Rubus ulmifolius","e",15
"37","Q-P10096","Sonchus glaucescens","Sonchus asper","+",1
"37","Q-P10096","Trifolium repens","Trifolium repens","+",1
"37","Q-P10096","Urtica dioica","Urtica dioica","+",1
"38","Q-P10097","Bromus diandrus","Anisantha diandra","e",15
"38","Q-P10097","Chaerophyllum temulum","Chaerophyllum temulum","i",37.5
"38","Q-P10097","Galium aparine","Galium aparine","i",37.5
"38","Q-P10097","Lapsana communis","Lapsana communis","1",5
"38","Q-P10097","Medicago lupulina","Medicago lupulina","+",1
"38","Q-P10097","Poa trivialis","Poa trivialis","1",5
"38","Q-P10097","Rubus ulmifolius","Rubus ulmifolius","2",15
"38","Q-P10097","Scrophularia scorodonia","Scrophularia scorodonia","1",5
"38","Q-P10097","Trifolium pratense","Trifolium pratense","1",5
"38","Q-P10097","Urtica dioica","Urtica dioica","i",37.5
"39","Q-P10098","Bromus diandrus","Anisantha diandra","1",5
"39","Q-P10098","Carduus tenuiflorus","Carduus tenuiflorus","1",5
"39","Q-P10098","Chaerophyllum temulum","Chaerophyllum temulum","i",37.5
"39","Q-P10098","Echium vulgare","Echium vulgare","1",5
"39","Q-P10098","Galium aparine","Galium aparine","2",15
"39","Q-P10098","Hordeum leporinum","Hordeum murinum","1",5
"39","Q-P10098","Lapsana communis","Lapsana communis","+",1
"39","Q-P10098","Lolium rigidum","Lolium rigidum","+",1
"39","Q-P10098","Mentha suaveolens","Mentha suaveolens","1",5
"39","Q-P10098","Papaver rhoeas","Papaver rhoeas","+",1
"39","Q-P10098","Rubus ulmifolius","Rubus ulmifolius","i",37.5
"39","Q-P10098","Scrophularia scorodonia","Scrophularia scorodonia","1",5
"39","Q-P10098","Sonchus tenerrimus","Sonchus tenerrimus","+",1
"39","Q-P10098","Urtica dioica","Urtica dioica","i",37.5
"40","Q-P10099","Alliaria petiolata","Alliaria petiolata","1",5
"40","Q-P10099","Cardamine hirsuta","Cardamine hirsuta","1",5
"40","Q-P10099","Conium maculatum","Conium maculatum","o",62.5
"40","Q-P10099","Galium aparine","Galium aparine","2",15
"40","Q-P10099","Lamium purpureum","Lamium purpureum","+",1
"40","Q-P10099","Stellaria media","Stellaria media","e",15
"40","Q-P10099","Urtica dioica","Urtica dioica","1",5
"41","Q-P10100","Agrostis castellana","Agrostis castellana","1",5
"41","Q-P10100","Ballota foetida","Ballota nigra","1",5
"41","Q-P10100","Cirsium arvense","Cirsium arvense","+",1
"41","Q-P10100","Cirsium vulgare","Cirsium vulgare","1",5
"41","Q-P10100","Conium maculatum","Conium maculatum","o",62.5
"41","Q-P10100","Dactylis glomerata","Dactylis glomerata","1",5
"41","Q-P10100","Digitalis purpurea","Digitalis purpurea","1",5
"41","Q-P10100","Conyza sumatrensis","Erigeron sumatrensis","1",5
"41","Q-P10100","Galium aparine","Galium aparine","2",15
"41","Q-P10100","Galium mollugo","Galium mollugo","1",5
"41","Q-P10100","Holcus lanatus","Holcus lanatus","1",5
"41","Q-P10100","Malva sylvestris","Malva sylvestris","1",5
"41","Q-P10100","Mentha suaveolens","Mentha suaveolens","1",5
"41","Q-P10100","Rumex conglomeratus","Rumex conglomeratus","2",15
"41","Q-P10100","Rumex crispus","Rumex crispus","a",5
"41","Q-P10100","Scrophularia scorodonia","Scrophularia scorodonia","1",5
"41","Q-P10100","Sonchus glaucescens","Sonchus asper","+",1
"41","Q-P10100","Urtica dioica","Urtica dioica","i",37.5
"41","Q-P10100","Verbascum crassifolium","Verbascum thapsus","1",5
"42","Q-P10101","Bromus diandrus","Anisantha diandra","1",5
"42","Q-P10101","Brachypodium rupestre","Brachypodium rupestre","1",5
"42","Q-P10101","Bryonia dioica","Bryonia dioica","1",5
"42","Q-P10101","Conium maculatum","Conium maculatum","4",62.5
"42","Q-P10101","Echium vulgare","Echium vulgare","2",15
"42","Q-P10101","Galium aparine","Galium aparine","2",15
"42","Q-P10101","Hypericum undulatum","Hypericum undulatum","1",5
"42","Q-P10101","Rubus ulmifolius","Rubus ulmifolius","2",15
"42","Q-P10101","Urtica dioica","Urtica dioica","2",15
"43","Q-P10102","Bromus diandrus","Anisantha diandra","1",5
"43","Q-P10102","Carduus tenuiflorus","Carduus tenuiflorus","e",15
"43","Q-P10102","Conium maculatum","Conium maculatum","5",87.5
"43","Q-P10102","Galium aparine","Galium aparine","e",15
"43","Q-P10102","Geranium dissectum","Geranium dissectum","+",1
"43","Q-P10102","Poa trivialis","Poa trivialis","1",5
"43","Q-P10102","Rumex conglomeratus","Rumex conglomeratus","1",5
"43","Q-P10102","Trifolium repens","Trifolium repens","+",1
"43","Q-P10102","Urtica dioica","Urtica dioica","1",5
"44","Q-P10103","Bromus diandrus","Anisantha diandra","i",37.5
"44","Q-P10103","Chaerophyllum temulum","Chaerophyllum temulum","1",5
"44","Q-P10103","Conium maculatum","Conium maculatum","i",37.5
"44","Q-P10103","Galium aparine","Galium aparine","h",37.5
"44","Q-P10103","Lolium perenne","Lolium perenne","1",5
"44","Q-P10103","Papaver rhoeas","Papaver rhoeas","+",1
"44","Q-P10103","Poa trivialis","Poa trivialis","+",1
"44","Q-P10103","Sisymbrium officinale","Sisymbrium officinale","1",5
"44","Q-P10103","Sonchus tenerrimus","Sonchus tenerrimus","+",1
"44","Q-P10103","Urtica dioica","Urtica dioica","2",15
"45","Q-P10104","Bromus diandrus","Anisantha diandra","1",5
"45","Q-P10104","Arctium minus","Arctium minus","1",5
"45","Q-P10104","Conium maculatum","Conium maculatum","o",62.5
"45","Q-P10104","Galium aparine","Galium aparine","e",15
"45","Q-P10104","Geranium dissectum","Geranium dissectum","+",1
"45","Q-P10104","Holcus lanatus","Holcus lanatus","1",5
"45","Q-P10104","Malva sylvestris","Malva sylvestris","1",5
"45","Q-P10104","Mentha suaveolens","Mentha suaveolens","1",5
"45","Q-P10104","Papaver rhoeas","Papaver rhoeas","+",1
"45","Q-P10104","Rumex conglomeratus","Rumex conglomeratus","2",15
"45","Q-P10104","Rumex crispus","Rumex crispus","e",15
"45","Q-P10104","Urtica dioica","Urtica dioica","e",15
"46","Q-P10105","Alliaria petiolata","Alliaria petiolata","h",37.5
"46","Q-P10105","Bromus sterilis","Anisantha sterilis","1",5
"46","Q-P10105","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"46","Q-P10105","Brachypodium sylvaticum","Brachypodium sylvaticum","+",1
"46","Q-P10105","Bryonia dioica","Bryonia dioica","+",1
"46","Q-P10105","Echium vulgare","Echium vulgare","1",5
"46","Q-P10105","Elymus caninus","Elymus caninus","+",1
"46","Q-P10105","Euphorbia amygdaloides","Euphorbia amygdaloides","+",1
"46","Q-P10105","Galium mollugo","Galium mollugo","+",1
"46","Q-P10105","Geranium molle","Geranium molle","1",5
"46","Q-P10105","Geranium robertianum","Geranium robertianum","2",15
"46","Q-P10105","Geum urbanum","Geum urbanum","+",1
"46","Q-P10105","Holcus lanatus","Holcus lanatus","+",1
"46","Q-P10105","Lamium maculatum","Lamium maculatum","a",5
"46","Q-P10105","Lapsana communis","Lapsana communis","+",1
"46","Q-P10105","Lepidium heterophyllum","Lepidium heterophyllum","+",1
"46","Q-P10105","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"46","Q-P10105","Rubus ulmifolius","Rubus ulmifolius","e",15
"46","Q-P10105","Saponaria officinalis","Saponaria officinalis","2",15
"46","Q-P10105","Trifolium pratense","Trifolium pratense","+",1
"46","Q-P10105","Vicia hirsuta","Vicia hirsuta","+",1
"46","Q-P10105","Viola riviniana","Viola reichenbachiana s.l.","1",5
"47","Q-P10106","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"47","Q-P10106","Bryonia dioica","Bryonia dioica","+",1
"47","Q-P10106","Equisetum arvense","Equisetum arvense","1",5
"47","Q-P10106","Filipendula ulmaria","Filipendula ulmaria","i",37.5
"47","Q-P10106","Galium aparine","Galium aparine","e",15
"47","Q-P10106","Geranium robertianum","Geranium robertianum","e",15
"47","Q-P10106","Holcus lanatus","Holcus lanatus","+",1
"47","Q-P10106","Holcus mollis","Holcus mollis","+",1
"47","Q-P10106","Lapsana communis","Lapsana communis","+",1
"47","Q-P10106","Pentaglottis sempervirens","Pentaglottis sempervirens","e",15
"47","Q-P10106","Stellaria graminea","Stellaria graminea","+",1
"47","Q-P10106","Teucrium scorodonia","Teucrium scorodonia","+",1
"47","Q-P10106","Urtica dioica","Urtica dioica","e",15
"48","Q-P10107","Alliaria petiolata","Alliaria petiolata","1",5
"48","Q-P10107","Bromus diandrus","Anisantha diandra","e",15
"48","Q-P10107","Calepina irregularis","Calepina irregularis","1",5
"48","Q-P10107","Cruciata laevipes","Cruciata laevipes","+",1
"48","Q-P10107","Galium aparine","Galium aparine","e",15
"48","Q-P10107","Humulus lupulus","Humulus lupulus","+",1
"48","Q-P10107","Lepidium heterophyllum","Lepidium heterophyllum","+",1
"48","Q-P10107","Pentaglottis sempervirens","Pentaglottis sempervirens","3",37.5
"48","Q-P10107","Urtica dioica","Urtica dioica","e",15
"49","Q-P10108","Cerastium vulgare","Cerastium fontanum","+",1
"49","Q-P10108","Ceratocapnos claviculata","Ceratocapnos claviculata","1",5
"49","Q-P10108","Cirsium vulgare","Cirsium vulgare","e",15
"49","Q-P10108","Galium aparine","Galium aparine","e",15
