"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"18","NEW-OMAR-BA58","Anisantha madritensis","Anisantha madritensis","1",5
"18","NEW-OMAR-BA58","Solidago virgaurea","Solidago virgaurea","+",1
"18","NEW-OMAR-BA58","Hirschfeldia incana ","Hirschfeldia incana","3",37.5
"18","NEW-OMAR-BA58","Hordeum murinum","Hordeum murinum","+",1
"19","NEW-OMAR-BA80","Rumex conglomeratus","Rumex conglomeratus","+",1
"19","NEW-OMAR-BA80","Alisma plantago-aquatica","Alisma plantago-aquatica","1",5
"19","NEW-OMAR-BA80","Limniris pseudacorus","Iris pseudacorus","+",1
"19","NEW-OMAR-BA80","Urtica dioica","Urtica dioica","+",1
"19","NEW-OMAR-BA80","Helosciadium nodiflorum","Helosciadium nodiflorum","2",15
"19","NEW-OMAR-BA80","Lycopus europaeus","Lycopus europaeus","1",5
"19","NEW-OMAR-BA80","Solanum dulcamara","Solanum dulcamara","+",1
"19","NEW-OMAR-BA80","Angelica sylvestris","Angelica sylvestris","1",5
"19","NEW-OMAR-BA80","Rubus ulmifolius ","Rubus ulmifolius","+",1
"19","NEW-OMAR-BA80","Equisetum telmateia","Equisetum telmateia","+",1
"19","NEW-OMAR-BA80","Salix caprea","Salix caprea","+",1
"19","NEW-OMAR-BA80","Hypericum perforatum","Hypericum perforatum","+",1
"19","NEW-OMAR-BA80","Galium palustre","Galium palustre","1",5
"19","NEW-OMAR-BA80","Ranunculus repens","Ranunculus repens","1",5
"19","NEW-OMAR-BA80","Salix atrocinerea","Salix cinerea subsp. oleifolia","1",5
"19","NEW-OMAR-BA80","Mentha aquatica","Mentha aquatica","2",15
"19","NEW-OMAR-BA80","Lythrum salicaria","Lythrum salicaria","2",15
"19","NEW-OMAR-BA80","Juncus inflexus","Juncus inflexus","2",15
"20","NEW-OMAR-BA82","Lycopus europaeus","Lycopus europaeus","1",5
"20","NEW-OMAR-BA82","Carex pendula","Carex pendula","1",5
"20","NEW-OMAR-BA82","Urtica dioica","Urtica dioica","1",5
"20","NEW-OMAR-BA82","Ranunculus tuberosus","Ranunculus polyanthemos","1",5
"20","NEW-OMAR-BA82","Mentha aquatica","Mentha aquatica","3",37.5
"20","NEW-OMAR-BA82","Carex pilulifera","Carex pilulifera","+",1
"20","NEW-OMAR-BA82","Dactylis glomerata","Dactylis glomerata","+",1
"20","NEW-OMAR-BA82","Lythrum salicaria","Lythrum salicaria","2",15
"20","NEW-OMAR-BA82","Galium palustre","Galium palustre","1",5
"20","NEW-OMAR-BA82","Persicaria hidropiper","Persicaria hydropiper","+",1
"20","NEW-OMAR-BA82","Solanum dulcamara","Solanum dulcamara","+",1
"20","NEW-OMAR-BA82","Rumex crispus","Rumex crispus","+",1
"20","NEW-OMAR-BA82","Juncus effusus","Juncus effusus","1",5
"20","NEW-OMAR-BA82","Salix caprea","Salix caprea","1",5
"20","NEW-OMAR-BA82","Juncus inflexus","Juncus inflexus","2",15
"20","NEW-OMAR-BA82","Angelica sylvestris","Angelica sylvestris","1",5
"20","NEW-OMAR-BA82","Calystegia sepium","Calystegia sepium","1",5
"20","NEW-OMAR-BA82","Epilobium parviflorum","Epilobium parviflorum","+",1
"21","NEW-OMAR-BA84","Lycopus europaeus","Lycopus europaeus","2",15
"21","NEW-OMAR-BA84","Lythrum salicaria","Lythrum salicaria","1",5
"21","NEW-OMAR-BA84","Ranunculus tuberosus","Ranunculus polyanthemos","1",5
"21","NEW-OMAR-BA84","Galium palustre","Galium palustre","1",5
"21","NEW-OMAR-BA84","Calystegia sepium","Calystegia sepium","+",1
"21","NEW-OMAR-BA84","Alisma plantago-aquatica","Alisma plantago-aquatica","+",1
"21","NEW-OMAR-BA84","Carex cuprina","Carex cuprina","1",5
"21","NEW-OMAR-BA84","Angelica sylvestris","Angelica sylvestris","1",5
"21","NEW-OMAR-BA84","Carex pendula","Carex pendula","+",1
"21","NEW-OMAR-BA84","Mentha aquatica","Mentha aquatica","2",15
"21","NEW-OMAR-BA84","Pycreus flavescens","Cyperus flavescens","1",5
"21","NEW-OMAR-BA84","Rumex crispus","Rumex crispus","1",5
"21","NEW-OMAR-BA84","Cirsium palustre","Cirsium palustre","1",5
"21","NEW-OMAR-BA84","Persicaria maculosa","Persicaria maculosa","+",1
"21","NEW-OMAR-BA84","Epilobium parviflorum","Epilobium parviflorum","1",5
"21","NEW-OMAR-BA84","Rubus gr. silvaticus","Rubus ulmifolius","1",5
"21","NEW-OMAR-BA84","Juncus inflexus","Juncus inflexus","3",37.5
"21","NEW-OMAR-BA84","Holcus lanatus ","Holcus lanatus","+",1
"22","NEW-OMAR-BA85","Carex cuprina","Carex cuprina","+",1
"22","NEW-OMAR-BA85","Agrostis stolonifera","Agrostis stolonifera","2",15
"22","NEW-OMAR-BA85","Holcus lanatus ","Holcus lanatus","+",1
"22","NEW-OMAR-BA85","Lotus pedunculatus","Lotus pedunculatus","+",1
"22","NEW-OMAR-BA85","Angelica sylvestris","Angelica sylvestris","1",5
"22","NEW-OMAR-BA85","Festuca rubra","Festuca rubra","+",1
"22","NEW-OMAR-BA85","Mentha aquatica","Mentha aquatica","1",5
"22","NEW-OMAR-BA85","Trifolium repens","Trifolium repens","+",1
"22","NEW-OMAR-BA85","Anagallis arvensis","Anagallis arvensis","2",15
"22","NEW-OMAR-BA85","Salix caprea","Salix caprea","1",5
"22","NEW-OMAR-BA85","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","1",5
"22","NEW-OMAR-BA85","Epilobium parviflorum","Epilobium parviflorum","1",5
"22","NEW-OMAR-BA85","Sonchus asper","Sonchus asper","+",1
"22","NEW-OMAR-BA85","Juncus inflexus","Juncus inflexus","2",15
"22","NEW-OMAR-BA85","Daucus carota","Daucus carota","1",5
"22","NEW-OMAR-BA85","Cirsium palustre","Cirsium palustre","+",1
"22","NEW-OMAR-BA85","Verbena officinalis","Verbena officinalis","2",15
"22","NEW-OMAR-BA85","Plantago media","Plantago media","+",1
"22","NEW-OMAR-BA85","Persicaria hidropiper","Persicaria hydropiper","1",5
"22","NEW-OMAR-BA85","Limniris pseudacorus","Iris pseudacorus","1",5
"22","NEW-OMAR-BA85","Juncus bufonius","Juncus bufonius","1",5
"22","NEW-OMAR-BA85","Calystegia sepium","Calystegia sepium","+",1
"22","NEW-OMAR-BA85","Picris hieracioides","Picris hieracioides","+",1
"22","NEW-OMAR-BA85","Pycreus flavescens","Cyperus flavescens","+",1
"22","NEW-OMAR-BA85","Trifolium dubium","Trifolium dubium","1",5
"22","NEW-OMAR-BA85","Euphorbia helioscopia","Euphorbia helioscopia","2",15
"22","NEW-OMAR-BA85","Helosciadium nodiflorum","Helosciadium nodiflorum","1",5
"23","NEW-OMAR-CA01","Dactylis glomerata","Dactylis glomerata","0,5",0.5
"23","NEW-OMAR-CA01","Verbena officinalis","Verbena officinalis","0,5",0.5
"23","NEW-OMAR-CA01","Trifolium campestre ","Trifolium campestre","50",50
"23","NEW-OMAR-CA01","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","15",15
"23","NEW-OMAR-CA01","Melilotus albus","Melilotus albus","30",30
"23","NEW-OMAR-CA01","Plantago lanceolata ","Plantago lanceolata","0,5",0.5
"23","NEW-OMAR-CA01","Rubus ulmifolius ","Rubus ulmifolius","40",40
"23","NEW-OMAR-CA01","Dipsacus fullonum","Dipsacus fullonum","0,5",0.5
"23","NEW-OMAR-CA01","Helminthotheca echioides ","Helminthotheca echioides","0,5",0.5
"24","NEW-OMAR-CA02","Potentilla reptans","Potentilla reptans","15",15
"24","NEW-OMAR-CA02","Schedonorus arundinaceus","Schedonorus arundinaceus","3",3
"24","NEW-OMAR-CA02","Lactuca serriola ","Lactuca serriola","0,5",0.5
"24","NEW-OMAR-CA02","Juncus inflexus","Juncus inflexus","25",25
"24","NEW-OMAR-CA02","Dactylis glomerata","Dactylis glomerata","40",40
"24","NEW-OMAR-CA02","Geranium dissectum ","Geranium dissectum","0,5",0.5
"24","NEW-OMAR-CA02","Linum bienne ","Linum bienne","0,5",0.5
"24","NEW-OMAR-CA02","Daucus carota","Daucus carota","0,5",0.5
"24","NEW-OMAR-CA02","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","0,5",0.5
"24","NEW-OMAR-CA02","Dipsacus fullonum","Dipsacus fullonum","1",1
"24","NEW-OMAR-CA02","Plantago lanceolata ","Plantago lanceolata","5",5
"24","NEW-OMAR-CA02","Leucanthemum vulgare ","Leucanthemum vulgare s.l.","0,5",0.5
"24","NEW-OMAR-CA02","Carex cuprina","Carex cuprina","1",1
"24","NEW-OMAR-CA02","Rubus ulmifolius ","Rubus ulmifolius","0,5",0.5
"24","NEW-OMAR-CA02","Poa trivialis","Poa trivialis","1",1
"24","NEW-OMAR-CA02","Holcus lanatus ","Holcus lanatus","5",5
"25","NEW-OMAR-CA03","Juncus inflexus","Juncus inflexus","25",25
"25","NEW-OMAR-CA03","Carex pendula","Carex pendula","5",5
"25","NEW-OMAR-CA03","Trifolium pratense ","Trifolium pratense","0,5",0.5
"25","NEW-OMAR-CA03","Holcus lanatus ","Holcus lanatus","5",5
"25","NEW-OMAR-CA03","Poa trivialis","Poa trivialis","0,5",0.5
"25","NEW-OMAR-CA03","Schedonorus arundinaceus","Schedonorus arundinaceus","0,5",0.5
"25","NEW-OMAR-CA03","Dactylis glomerata","Dactylis glomerata","5",5
"25","NEW-OMAR-CA03","Daucus carota","Daucus carota","0,5",0.5
"25","NEW-OMAR-CA03","Potentilla reptans","Potentilla reptans","20",20
"25","NEW-OMAR-CA03","Plantago lanceolata ","Plantago lanceolata","10",10
"25","NEW-OMAR-CA03","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","40",40
"26","NEW-OMAR-CA04","Plantago lanceolata ","Plantago lanceolata","0,5",0.5
"26","NEW-OMAR-CA04","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","0,5",0.5
"26","NEW-OMAR-CA04","Trifolium campestre ","Trifolium campestre","0,5",0.5
"26","NEW-OMAR-CA04","Prunella vulgaris ","Prunella vulgaris","0,5",0.5
"26","NEW-OMAR-CA04","Daucus carota","Daucus carota","0,5",0.5
"26","NEW-OMAR-CA04","Picris hieracioides","Picris hieracioides","0,5",0.5
"26","NEW-OMAR-CA04","Melilotus albus","Melilotus albus","50",50
"26","NEW-OMAR-CA04","Brachypodium rupestre","Brachypodium rupestre","0,5",0.5
"26","NEW-OMAR-CA04","Blackstonia perfoliata ","Blackstonia perfoliata","3",3
"26","NEW-OMAR-CA04","Rubus ulmifolius ","Rubus ulmifolius","5",5
"27","NEW-OMAR-CA05","Plantago lanceolata ","Plantago lanceolata","0,5",0.5
"27","NEW-OMAR-CA05","Dipsacus fullonum","Dipsacus fullonum","3",3
"27","NEW-OMAR-CA05","Mentha suaveolens","Mentha suaveolens","3",3
"27","NEW-OMAR-CA05","Juncus inflexus","Juncus inflexus","40",40
"27","NEW-OMAR-CA05","Poa trivialis","Poa trivialis","2",2
"27","NEW-OMAR-CA05","Holcus lanatus ","Holcus lanatus","25",25
"27","NEW-OMAR-CA05","Carex cuprina","Carex cuprina","2",2
"27","NEW-OMAR-CA05","Salix atrocinerea","Salix cinerea subsp. oleifolia","0,5",0.5
"27","NEW-OMAR-CA05","Schedonorus arundinaceus","Schedonorus arundinaceus","5",5
"27","NEW-OMAR-CA05","Potentilla reptans","Potentilla reptans","2",2
"27","NEW-OMAR-CA05","Dactylis glomerata","Dactylis glomerata","30",30
"28","NEW-OMAR-CA06","Holcus lanatus ","Holcus lanatus","20",20
"28","NEW-OMAR-CA06","Mentha suaveolens","Mentha suaveolens","5",5
"28","NEW-OMAR-CA06","Schedonorus arundinaceus","Schedonorus arundinaceus","0,5",0.5
"28","NEW-OMAR-CA06","Centaurea nigra ","Centaurea nigra","60",60
"28","NEW-OMAR-CA06","Juncus inflexus","Juncus inflexus","10",10
"28","NEW-OMAR-CA06","Dactylis glomerata","Dactylis glomerata","5",5
"28","NEW-OMAR-CA06","Poa trivialis","Poa trivialis","0,5",0.5
"28","NEW-OMAR-CA06","Plantago lanceolata ","Plantago lanceolata","10",10
"29","NEW-OMAR-CA07","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","0,5",0.5
"29","NEW-OMAR-CA07","Brachypodium rupestre","Brachypodium rupestre","20",20
"29","NEW-OMAR-CA07","Potentilla reptans","Potentilla reptans","1",1
"29","NEW-OMAR-CA07","Rubus ulmifolius ","Rubus ulmifolius","10",10
"29","NEW-OMAR-CA07","Daucus carota","Daucus carota","0,5",0.5
"29","NEW-OMAR-CA07","Buddleja davidii ","Buddleja davidii","5",5
"29","NEW-OMAR-CA07","Salix atrocinerea","Salix cinerea subsp. oleifolia","60",60
"29","NEW-OMAR-CA07","Dipsacus fullonum","Dipsacus fullonum","0,5",0.5
"30","NEW-OMAR-CA08","Vicia cordata","Vicia sativa","0,5",0.5
"30","NEW-OMAR-CA08","Salix atrocinerea","Salix cinerea subsp. oleifolia","30",30
"30","NEW-OMAR-CA08","Brachypodium rupestre","Brachypodium rupestre","20",20
"30","NEW-OMAR-CA08","Mentha suaveolens","Mentha suaveolens","0,5",0.5
"30","NEW-OMAR-CA08","Carex pendula","Carex pendula","0,5",0.5
"30","NEW-OMAR-CA08","Juncus inflexus","Juncus inflexus","10",10
"30","NEW-OMAR-CA08","Plantago lanceolata ","Plantago lanceolata","0,5",0.5
"30","NEW-OMAR-CA08","Rubus ulmifolius ","Rubus ulmifolius","0,5",0.5
"30","NEW-OMAR-CA08","Alnus glutinosa","Alnus glutinosa","60",60
"30","NEW-OMAR-CA08","Potentilla reptans","Potentilla reptans","10",10
"31","NEW-OMAR-CA09","Trifolium campestre ","Trifolium campestre","0,5",0.5
"31","NEW-OMAR-CA09","Vicia cordata","Vicia sativa","0,5",0.5
"31","NEW-OMAR-CA09","Juncus inflexus","Juncus inflexus","5",5
"31","NEW-OMAR-CA09","Mentha suaveolens","Mentha suaveolens","0,5",0.5
"31","NEW-OMAR-CA09","Hypericum perforatum","Hypericum perforatum","0,5",0.5
"31","NEW-OMAR-CA09","Alnus glutinosa","Alnus glutinosa","25",25
"31","NEW-OMAR-CA09","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","0,5",0.5
"31","NEW-OMAR-CA09","Potentilla reptans","Potentilla reptans","10",10
"31","NEW-OMAR-CA09","Salix atrocinerea","Salix cinerea subsp. oleifolia","60",60
"31","NEW-OMAR-CA09","Daucus carota","Daucus carota","0,5",0.5
"31","NEW-OMAR-CA09","Carex pendula","Carex pendula","0,5",0.5
"32","NEW-OMAR-CA10","Trifolium pratense ","Trifolium pratense","5",5
"32","NEW-OMAR-CA10","Brachypodium rupestre","Brachypodium rupestre","95",95
"32","NEW-OMAR-CA10","Daucus carota","Daucus carota","0,5",0.5
"32","NEW-OMAR-CA10","Trifolium campestre ","Trifolium campestre","0,5",0.5
"32","NEW-OMAR-CA10","Leontodon saxatilis subsp. saxatilis","Leontodon saxatilis","0,5",0.5
"32","NEW-OMAR-CA10","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","0,5",0.5
"32","NEW-OMAR-CA10","Plantago lanceolata ","Plantago lanceolata","0,5",0.5
"33","NEW-OMAR-CC23","Anagallis arvensis","Anagallis arvensis","+",1
"33","NEW-OMAR-CC23","Agrostis capillaris","Agrostis capillaris","2",15
"33","NEW-OMAR-CC23","Leontodon gr. taraxacoides","Leontodon saxatilis","2",15
"33","NEW-OMAR-CC23","Dactylis glomerata","Dactylis glomerata","1",5
"33","NEW-OMAR-CC23","Plantago major","Plantago major","2",15
"33","NEW-OMAR-CC23","Cirsium vulgare ","Cirsium vulgare","+",1
"33","NEW-OMAR-CC23","Plantago lanceolata ","Plantago lanceolata","2",15
"33","NEW-OMAR-CC23","Erigeron canadensis","Erigeron canadensis","+",1
"33","NEW-OMAR-CC23","Bellis perennis","Bellis perennis","+",1
"33","NEW-OMAR-CC23","Trifolium pratense ","Trifolium pratense","+",1
"33","NEW-OMAR-CC23","Ochlopoa annua","Ochlopoa annua","1",5
"33","NEW-OMAR-CC23","Holcus lanatus ","Holcus lanatus","1",5
"33","NEW-OMAR-CC23","Prunella vulgaris ","Prunella vulgaris","+",1
"33","NEW-OMAR-CC23","Verbena officinalis","Verbena officinalis","1",5
"34","NEW-OMAR-CC86","Asplenium trichomanes","Asplenium trichomanes","1",5
"34","NEW-OMAR-CC86","Calystegia sepium","Calystegia sepium","+",1
"34","NEW-OMAR-CC86","Hedera helix ","Hedera helix s.l.","1",5
"34","NEW-OMAR-CC86","Sonchus asper","Sonchus asper","+",1
"34","NEW-OMAR-CC86","Dactylis glomerata","Dactylis glomerata","+",1
"34","NEW-OMAR-CC86","Cymbalaria muralis","Cymbalaria muralis","1",5
"34","NEW-OMAR-CC86","Catapodium rigidum","Catapodium rigidum","+",1
"34","NEW-OMAR-CC86","Taraxacum gr. officinale","Taraxacum","+",1
"34","NEW-OMAR-CC86","Anisantha madritensis","Anisantha madritensis","+",1
"35","NEW-OMAR-LF10","Polygonum arenastrum","Polygonum aviculare","1",5
"35","NEW-OMAR-LF10","Lolium perenne ","Lolium perenne","1",5
"35","NEW-OMAR-LF10","Plantago major","Plantago major","3",37.5
"35","NEW-OMAR-LF10","Sisymbrium officinale","Sisymbrium officinale","1",5
"35","NEW-OMAR-LF10","Ochlopoa annua","Ochlopoa annua","2",15
"35","NEW-OMAR-LF10","Ceratochloa cathartica","Ceratochloa cathartica","+",1
"35","NEW-OMAR-LF10","Hordeum murinum","Hordeum murinum","2",15
"35","NEW-OMAR-LF10","Capsella bursa-pastoris subsp. rubella","Capsella bursa-pastoris","+",1
"35","NEW-OMAR-LF10","Taraxacum gr. officinale","Taraxacum","1",5
"36","NEW-OMAR-LF109","Lactuca serriola ","Lactuca serriola","+",1
"36","NEW-OMAR-LF109","Agrostis capillaris","Agrostis capillaris","+",1
"36","NEW-OMAR-LF109","Torilis japonica","Torilis japonica","+",1
"36","NEW-OMAR-LF109","Rumex obtusifolius","Rumex obtusifolius","+",1
"36","NEW-OMAR-LF109","Conium maculatum","Conium maculatum","3",37.5
"36","NEW-OMAR-LF109","Lapsana communis","Lapsana communis","+",1
"36","NEW-OMAR-LF109","Urtica dioica","Urtica dioica","+",1
"36","NEW-OMAR-LF109","Bidens aurea","Bidens aureus","1",5
"36","NEW-OMAR-LF109","Malva multiflora","Malva multiflora","1",5
"36","NEW-OMAR-LF109","Calystegia sepium","Calystegia sepium","1",5
"36","NEW-OMAR-LF109","Chelidonium majus","Chelidonium majus","+",1
"36","NEW-OMAR-LF109","Arctium minus","Arctium minus","3",37.5
"36","NEW-OMAR-LF109","Avena barbata","Avena barbata","1",5
"37","NEW-OMAR-LF95","Centaurea nigra ","Centaurea nigra","+",1
"37","NEW-OMAR-LF95","Urtica dioica","Urtica dioica","2",15
"37","NEW-OMAR-LF95","Torilis japonica","Torilis japonica","1",5
"37","NEW-OMAR-LF95","Cyperus eragrostis","Cyperus eragrostis","+",1
"37","NEW-OMAR-LF95","Piptatherum miliaceum ","Piptatherum miliaceum","+",1
"37","NEW-OMAR-LF95","Cirsium vulgare ","Cirsium vulgare","+",1
"37","NEW-OMAR-LF95","Calystegia sepium","Calystegia sepium","+",1
"37","NEW-OMAR-LF95","Picris hieracioides","Picris hieracioides","+",1
"37","NEW-OMAR-LF95","Dactylis glomerata","Dactylis glomerata","+",1
"37","NEW-OMAR-LF95","Galium aparine","Galium aparine","+",1
"37","NEW-OMAR-LF95","Plantago lanceolata ","Plantago lanceolata","+",1
"37","NEW-OMAR-LF95","Malva multiflora","Malva multiflora","+",1
"37","NEW-OMAR-LF95","Verbena officinalis","Verbena officinalis","+",1
"37","NEW-OMAR-LF95","Inula montana","Inula montana","1",5
"37","NEW-OMAR-LF95","Poa trivialis","Poa trivialis","+",1
"37","NEW-OMAR-LF95","Hypericum perforatum","Hypericum perforatum","+",1
"37","NEW-OMAR-LF95","Holcus lanatus ","Holcus lanatus","+",1
"37","NEW-OMAR-LF95","Erigeron canadensis","Erigeron canadensis","+",1
"37","NEW-OMAR-LF95","Dipsacus fullonum","Dipsacus fullonum","1",5
"37","NEW-OMAR-LF95","Anisantha madritensis","Anisantha madritensis","1",5
"37","NEW-OMAR-LF95","Arctium minus","Arctium minus","4",62.5
"37","NEW-OMAR-LF95","Taraxacum gr. officinale","Taraxacum","+",1
"38","NEW-OMAR-MO01","Melilotus officinalis ","Melilotus officinalis","20",20
"38","NEW-OMAR-MO01","Helminthotheca echioides ","Helminthotheca echioides","1",1
"38","NEW-OMAR-MO01","Buddleja davidii ","Buddleja davidii","5",5
"38","NEW-OMAR-MO01","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","60",60
"38","NEW-OMAR-MO01","Hypochaeris radicata ","Hypochaeris radicata","1",1
"38","NEW-OMAR-MO01","Medicago sativa ","Medicago sativa","3",3
"38","NEW-OMAR-MO01","Trifolium pratense ","Trifolium pratense","15",15
"38","NEW-OMAR-MO01","Trifolium campestre ","Trifolium campestre","10",10
"38","NEW-OMAR-MO01","Holcus lanatus ","Holcus lanatus","10",10
"38","NEW-OMAR-MO01","Daucus carota","Daucus carota","0,5",0.5
"38","NEW-OMAR-MO01","Dittrichia viscosa ","Dittrichia viscosa","5",5
"39","NEW-OMAR-MO02","Centaurium erythraea","Centaurium erythraea","0,5",0.5
"39","NEW-OMAR-MO02","Medicago sativa ","Medicago sativa","10",10
"39","NEW-OMAR-MO02","Dittrichia viscosa ","Dittrichia viscosa","20",20
"39","NEW-OMAR-MO02","Helminthotheca echioides ","Helminthotheca echioides","2",2
"39","NEW-OMAR-MO02","Linum bienne ","Linum bienne","0,5",0.5
"39","NEW-OMAR-MO02","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","40",40
"39","NEW-OMAR-MO02","Holcus lanatus ","Holcus lanatus","5",5
"39","NEW-OMAR-MO02","Trifolium pratense ","Trifolium pratense","30",30
"40","NEW-OMAR-MO03","Trifolium pratense ","Trifolium pratense","5",5
"40","NEW-OMAR-MO03","Melilotus albus","Melilotus albus","10",10
"40","NEW-OMAR-MO03","Daucus carota","Daucus carota","0,5",0.5
"40","NEW-OMAR-MO03","Dittrichia viscosa ","Dittrichia viscosa","10",10
"40","NEW-OMAR-MO03","Plantago lanceolata ","Plantago lanceolata","30",30
"40","NEW-OMAR-MO03","Holcus lanatus ","Holcus lanatus","2",2
"40","NEW-OMAR-MO03","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","40",40
"40","NEW-OMAR-MO03","Dactylis glomerata","Dactylis glomerata","1",1
"40","NEW-OMAR-MO03","Helminthotheca echioides ","Helminthotheca echioides","3",3
"40","NEW-OMAR-MO03","Plantago major","Plantago major","3",3
"41","NEW-OMAR-MO04","Plantago lanceolata ","Plantago lanceolata","30",30
"41","NEW-OMAR-MO04","Trifolium pratense ","Trifolium pratense","20",20
"41","NEW-OMAR-MO04","Medicago sativa ","Medicago sativa","1",1
"41","NEW-OMAR-MO04","Dactylis glomerata","Dactylis glomerata","1",1
"41","NEW-OMAR-MO04","Bromus hordeaceus ","Bromus hordeaceus","1",1
"41","NEW-OMAR-MO04","Prunella vulgaris ","Prunella vulgaris","1",1
"41","NEW-OMAR-MO04","Dittrichia viscosa ","Dittrichia viscosa","1",1
"41","NEW-OMAR-MO04","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","30",30
"41","NEW-OMAR-MO04","Helminthotheca echioides ","Helminthotheca echioides","1",1
"41","NEW-OMAR-MO04","Daucus carota","Daucus carota","0,5",0.5
"41","NEW-OMAR-MO04","Leucanthemum vulgare ","Leucanthemum vulgare s.l.","10",10
"42","NEW-OMAR-MO05","Trifolium pratense ","Trifolium pratense","1",1
"42","NEW-OMAR-MO05","Hypochaeris radicata ","Hypochaeris radicata","5",5
"42","NEW-OMAR-MO05","Holcus lanatus ","Holcus lanatus","1",1
"42","NEW-OMAR-MO05","Daucus carota","Daucus carota","1",1
"42","NEW-OMAR-MO05","Helminthotheca echioides ","Helminthotheca echioides","5",5
"42","NEW-OMAR-MO05","Dactylis glomerata","Dactylis glomerata","1",1
"42","NEW-OMAR-MO05","Robinia pseudoacacia ","Robinia pseudoacacia","20",20
"42","NEW-OMAR-MO05","Lotus corniculatus subsp. corniculatus","Lotus corniculatus","30",30
"42","NEW-OMAR-MO05","Dittrichia viscosa ","Dittrichia viscosa","10",10
"42","NEW-OMAR-MO05","Melilotus albus","Melilotus albus","10",10
"42","NEW-OMAR-MO05","Plantago lanceolata ","Plantago lanceolata","10",10
