"Releve.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
208738,"Q-P08738","Trifolium arvense","Trifolium arvense","1",5
208738,"Q-P08738","Trifolium campestre","Trifolium campestre","a",5
208739,"Q-P08739","Brassica nigra","Brassica nigra","1",5
208739,"Q-P08739","Chenopodium album","Chenopodium album","3",37.5
208739,"Q-P08739","Centaurea cyanus","Cyanus segetum","1",5
208739,"Q-P08739","Rumex acetosella","Rumex acetosella","+",1
208739,"Q-P08739","Scleranthus annuus","Scleranthus annuus","2",15
208739,"Q-P08739","Spergula arvensis","Spergula arvensis","a",5
208739,"Q-P08739","Trifolium arvense","Trifolium arvense","a",5
208739,"Q-P08739","Trifolium campestre","Trifolium campestre","+",1
208739,"Q-P08739","Viola arvensis","Viola arvensis","1",5
208740,"Q-P08740","Bromus sterilis","Anisantha sterilis","2",15
208740,"Q-P08740","Anthemis arvensis","Anthemis arvensis","2",15
208740,"Q-P08740","Brassica nigra","Brassica nigra","1",5
208740,"Q-P08740","Camelina microcarpa","Camelina microcarpa","+",1
208740,"Q-P08740","Galium aparine","Galium aparine","2",15
208740,"Q-P08740","Lepidium heterophyllum","Lepidium heterophyllum","2",15
208740,"Q-P08740","Medicago sativa","Medicago sativa","1",5
208740,"Q-P08740","Melilotus officinalis","Melilotus officinalis","2",15
208740,"Q-P08740","Papaver rhoeas","Papaver rhoeas","2",15
208740,"Q-P08740","Polygonum arenastrum","Polygonum aviculare","+",1
208740,"Q-P08740","Rapistrum rugosum","Rapistrum rugosum","+",1
208740,"Q-P08740","Thlaspi alliaceum","Thlaspi alliaceum","1",5
208741,"Q-P08741","Alopecurus myosuroides","Alopecurus myosuroides","+",1
208741,"Q-P08741","Anagallis arvensis","Anagallis arvensis","+",1
208741,"Q-P08741","Anthemis arvensis","Anthemis arvensis","a",5
208741,"Q-P08741","Brassica nigra","Brassica nigra","1",5
208741,"Q-P08741","Buglossoides arvensis","Buglossoides arvensis","+",1
208741,"Q-P08741","Camelina microcarpa","Camelina microcarpa","1",5
208741,"Q-P08741","Chenopodium album","Chenopodium album","a",5
208741,"Q-P08741","Chondrilla juncea","Chondrilla juncea","+",1
208741,"Q-P08741","Convolvulus arvensis","Convolvulus arvensis","+",1
208741,"Q-P08741","Centaurea cyanus","Cyanus segetum","2",15
208741,"Q-P08741","Euphorbia serrata","Euphorbia serrata","+",1
208741,"Q-P08741","Fumaria vaillantii","Fumaria vaillantii","a",5
208741,"Q-P08741","Galium tricornutum","Galium tricornutum","+",1
208741,"Q-P08741","Heliotropium europaeum","Heliotropium europaeum","+",1
208741,"Q-P08741","Lamium amplexicaule","Lamium amplexicaule","+",1
208741,"Q-P08741","Lolium temulentum","Lolium temulentum","+",1
208741,"Q-P08741","Papaver rhoeas","Papaver rhoeas","f",15
208741,"Q-P08741","Polygonum arenastrum","Polygonum aviculare","+",1
208741,"Q-P08741","Senecio gallicus","Senecio gallicus","+",1
208741,"Q-P08741","Senecio vulgaris","Senecio vulgaris","+",1
208742,"Q-P08742","Anacyclus clavatus","Anacyclus clavatus","1",5
208742,"Q-P08742","Bromus sterilis","Anisantha sterilis","a",5
208742,"Q-P08742","Arctium minus","Arctium atlanticum","1",5
208742,"Q-P08742","Avena fatua","Avena fatua","a",5
208742,"Q-P08742","Centaurea cyanus","Cyanus segetum","1",5
208742,"Q-P08742","Dactylis glomerata","Dactylis glomerata","+",1
208742,"Q-P08742","Dipsacus fullonum","Dipsacus fullonum","+",1
208742,"Q-P08742","Hirschfeldia incana","Hirschfeldia incana","+",1
208742,"Q-P08742","Hordeum murinum subsp. murinum","Hordeum murinum","2",15
208742,"Q-P08742","Lactuca virosa","Lactuca serriola","+",1
208742,"Q-P08742","Lapsana communis","Lapsana communis","1",5
208742,"Q-P08742","Malva neglecta","Malva neglecta","+",1
208742,"Q-P08742","Marrubium vulgare","Marrubium vulgare","+",1
208742,"Q-P08742","Medicago sativa","Medicago sativa","1",5
208742,"Q-P08742","Papaver rhoeas","Papaver rhoeas","2",15
208742,"Q-P08742","Phleum bertolonii","Phleum nodosum","1",5
208742,"Q-P08742","Reseda luteola","Reseda luteola","+",1
208742,"Q-P08742","Rumex crispus","Rumex crispus","+",1
208742,"Q-P08742","Sisymbrium officinale","Sisymbrium officinale","4",62.5
208742,"Q-P08742","Torilis arvensis subsp. purpurea","Torilis africana","1",5
208743,"Q-P08743","Anacyclus clavatus","Anacyclus clavatus","1",5
208743,"Q-P08743","Bromus sterilis","Anisantha sterilis","1",5
208743,"Q-P08743","Arctium minus","Arctium atlanticum","+",1
208743,"Q-P08743","Dipsacus fullonum","Dipsacus fullonum","+",1
208743,"Q-P08743","Hirschfeldia incana","Hirschfeldia incana","+",1
208743,"Q-P08743","Hordeum murinum subsp. murinum","Hordeum murinum","2",15
208743,"Q-P08743","Lactuca virosa","Lactuca serriola","+",1
208743,"Q-P08743","Lapsana communis","Lapsana communis","+",1
208743,"Q-P08743","Papaver rhoeas","Papaver rhoeas","1",5
208743,"Q-P08743","Reseda luteola","Reseda luteola","+",1
208743,"Q-P08743","Sisymbrium officinale","Sisymbrium officinale","3",37.5
208743,"Q-P08743","Torilis arvensis subsp. purpurea","Torilis africana","1",5
208744,"Q-P08744","Bromus sterilis","Anisantha sterilis","a",5
208744,"Q-P08744","Arctium minus","Arctium atlanticum","+",1
208744,"Q-P08744","Avena fatua","Avena fatua","+",1
208744,"Q-P08744","Centaurea cyanus","Cyanus segetum","+",1
208744,"Q-P08744","Dipsacus fullonum","Dipsacus fullonum","+",1
208744,"Q-P08744","Hirschfeldia incana","Hirschfeldia incana","1",5
208744,"Q-P08744","Hordeum murinum subsp. murinum","Hordeum murinum","f",15
208744,"Q-P08744","Lactuca virosa","Lactuca serriola","+",1
208744,"Q-P08744","Lapsana communis","Lapsana communis","1",5
208744,"Q-P08744","Papaver rhoeas","Papaver rhoeas","+",1
208744,"Q-P08744","Rumex crispus","Rumex crispus","+",1
208744,"Q-P08744","Sisymbrium officinale","Sisymbrium officinale","f",15
208747,"Q-P08747","Arctium minus","Arctium atlanticum","1",5
208747,"Q-P08747","Chaerophyllum hirsutum","Chaerophyllum hirsutum","3",37.5
208747,"Q-P08747","Convolvulus arvensis","Convolvulus arvensis","1",5
208747,"Q-P08747","Elytrigia repens","Elytrigia repens","1",5
208747,"Q-P08747","Lactuca virosa","Lactuca serriola","+",1
208747,"Q-P08747","Malva sylvestris","Malva sylvestris","2",15
208747,"Q-P08747","Rumex crispus","Rumex crispus","+",1
208747,"Q-P08747","Sambucus ebulus","Sambucus ebulus","4",62.5
208747,"Q-P08747","Saponaria officinalis","Saponaria officinalis","+",1
208747,"Q-P08747","Urtica dioica","Urtica dioica","f",15
208747,"Q-P08747","Verbena officinalis","Verbena officinalis","1",5
208750,"Q-P08750","Alliaria petiolata","Alliaria petiolata","1",5
208750,"Q-P08750","Bromus sterilis","Anisantha sterilis","a",5
208750,"Q-P08750","Bryonia cretica subsp. dioica","Bryonia dioica","+",1
208750,"Q-P08750","Chaerophyllum hirsutum","Chaerophyllum hirsutum","2",15
208750,"Q-P08750","Cirsium arvense","Cirsium arvense","+",1
208750,"Q-P08750","Conium maculatum","Conium maculatum","3",37.5
208750,"Q-P08750","Dipsacus fullonum","Dipsacus fullonum","+",1
208750,"Q-P08750","Fumaria wirtgenii","Fumaria officinalis","+",1
208750,"Q-P08750","Galium aparine","Galium aparine","4",62.5
208750,"Q-P08750","Geranium pyrenaicum","Geranium pyrenaicum","1",5
208750,"Q-P08750","Hirschfeldia incana","Hirschfeldia incana","+",1
208750,"Q-P08750","Lamium purpureum","Lamium purpureum","1",5
208750,"Q-P08750","Lathyrus aphaca","Lathyrus aphaca","1",5
208750,"Q-P08750","Muscari comosum","Leopoldia comosa","+",1
208750,"Q-P08750","Lepidium heterophyllum","Lepidium heterophyllum","1",5
208750,"Q-P08750","Lithospermum officinale","Lithospermum officinale","+",1
208750,"Q-P08750","Malva sylvestris","Malva sylvestris","+",1
208750,"Q-P08750","Medicago lupulina","Medicago lupulina","+",1
208750,"Q-P08750","Poa pratensis","Poa pratensis","1",5
208750,"Q-P08750","Silene vulgaris","Silene vulgaris","+",1
208750,"Q-P08750","Stellaria media subsp. media","Stellaria media","1",5
208750,"Q-P08750","Urtica dioica","Urtica dioica","3",37.5
208750,"Q-P08750","Valerianella locusta","Valerianella locusta","+",1
208750,"Q-P08750","Veronica chamaedrys","Veronica chamaedrys","+",1
208751,"Q-P08751","Agrimonia eupatoria","Agrimonia eupatoria","1",5
208751,"Q-P08751","Chaerophyllum hirsutum","Chaerophyllum hirsutum","2",15
208751,"Q-P08751","Cirsium vulgare","Cirsium vulgare","+",1
208751,"Q-P08751","Conium maculatum","Conium maculatum","3",37.5
208751,"Q-P08751","Daucus carota","Daucus carota","1",5
208751,"Q-P08751","Dipsacus fullonum","Dipsacus fullonum","1",5
208751,"Q-P08751","Galium aparine","Galium aparine","1",5
208751,"Q-P08751","Galium verum","Galium verum","1",5
208751,"Q-P08751","Rumex crispus","Rumex crispus","1",5
208751,"Q-P08751","Tordylium maximum","Tordylium maximum","1",5
208751,"Q-P08751","Urtica dioica","Urtica dioica","2",15
208752,"Q-P08752","Alliaria petiolata","Alliaria petiolata","a",5
208752,"Q-P08752","Alopecurus pratensis","Alopecurus pratensis","+",1
208752,"Q-P08752","Bromus sterilis","Anisantha sterilis","1",5
208752,"Q-P08752","Anthriscus caucalis","Anthriscus caucalis","a",5
208752,"Q-P08752","Arctium minus","Arctium atlanticum","+",1
208752,"Q-P08752","Barbarea intermedia","Barbarea intermedia","+",1
208752,"Q-P08752","Bromus hordeaceus","Bromus hordeaceus","+",1
208752,"Q-P08752","Chaerophyllum hirsutum","Chaerophyllum hirsutum","2",15
208752,"Q-P08752","Cynoglossum officinale","Cynoglossum creticum","1",5
208752,"Q-P08752","Dactylis glomerata","Dactylis glomerata","+",1
208752,"Q-P08752","Galium aparine","Galium aparine","1",5
208752,"Q-P08752","Geranium pyrenaicum","Geranium pyrenaicum","1",5
208752,"Q-P08752","Glechoma hederacea","Glechoma hederacea","a",5
208752,"Q-P08752","Hirschfeldia incana","Hirschfeldia incana","+",1
208752,"Q-P08752","Lamium album","Lamium album","3",37.5
208752,"Q-P08752","Pentaglottis sempervirens","Pentaglottis sempervirens","f",15
208752,"Q-P08752","Poa pratensis","Poa pratensis","2",15
208752,"Q-P08752","Stellaria media","Stellaria media","a",5
208752,"Q-P08752","Taraxacum officinale","Taraxacum","+",1
208752,"Q-P08752","Torilis arvensis subsp. purpurea","Torilis africana","1",5
208752,"Q-P08752","Urtica dioica","Urtica dioica","f",15
208754,"Q-P08754","Carduus carpetanus","Carduus carpetanus","a",5
208754,"Q-P08754","Carduus nigrescens subsp. assoi","Carduus nigrescens","1",5
208754,"Q-P08754","Cirsium arvense","Cirsium arvense","2",15
208754,"Q-P08754","Cirsium chodati","Cirsium eriophorum","f",15
208754,"Q-P08754","Echium vulgare","Echium vulgare","1",5
208754,"Q-P08754","Senecio jacobaea","Jacobaea vulgaris","a",5
208754,"Q-P08754","Verbascum thapsus","Verbascum thapsus","+",1
208755,"Q-P08755","Achillea millefolium","Achillea millefolium","a",5
208755,"Q-P08755","Arctium minus","Arctium atlanticum","1",5
208755,"Q-P08755","Artemisia absinthium","Artemisia absinthium","a",5
208755,"Q-P08755","Ballota nigra subsp. foetida","Ballota nigra","+",1
208755,"Q-P08755","Carduus carpetanus","Carduus carpetanus","1",5
208755,"Q-P08755","Cirsium arvense","Cirsium arvense","f",15
208755,"Q-P08755","Cirsium chodati","Cirsium eriophorum","j",37.5
208755,"Q-P08755","Cirsium vulgare","Cirsium vulgare","2",15
208755,"Q-P08755","Cynoglossum officinale","Cynoglossum creticum","1",5
208755,"Q-P08755","Dipsacus fullonum","Dipsacus fullonum","+",1
208755,"Q-P08755","Galium verum","Galium verum","+",1
208755,"Q-P08755","Senecio jacobaea","Jacobaea vulgaris","2",15
208755,"Q-P08755","Lactuca serriola","Lactuca serriola","+",1
208755,"Q-P08755","Malva neglecta","Malva neglecta","1",5
208755,"Q-P08755","Marrubium vulgare","Marrubium vulgare","a",5
208755,"Q-P08755","Onopordum acanthium","Onopordum acanthium","a",5
208755,"Q-P08755","Reseda luteola","Reseda luteola","1",5
208755,"Q-P08755","Rumex crispus","Rumex crispus","+",1
208755,"Q-P08755","Urtica dioica","Urtica dioica","1",5
208755,"Q-P08755","Verbascum lychnitis","Verbascum lychnitis","2",15
208756,"Q-P08756","Achillea millefolium","Achillea millefolium","1",5
208756,"Q-P08756","Carduus carpetanus","Carduus carpetanus","a",5
208756,"Q-P08756","Carduus nigrescens subsp. assoi","Carduus nigrescens","j",37.5
208756,"Q-P08756","Cirsium arvense","Cirsium arvense","f",15
208756,"Q-P08756","Cirsium chodati","Cirsium eriophorum","4",62.5
208756,"Q-P08756","Cynoglossum officinale","Cynoglossum creticum","a",5
208756,"Q-P08756","Echium vulgare","Echium vulgare","+",1
208756,"Q-P08756","Galium verum","Galium verum","1",5
208756,"Q-P08756","Senecio jacobaea","Jacobaea vulgaris","+",1
208756,"Q-P08756","Onopordum acanthium","Onopordum acanthium","f",15
208758,"Q-P08758","Carduus carpetanus","Carduus carpetanus","a",5
208758,"Q-P08758","Carduus nigrescens subsp. assoi","Carduus nigrescens","1",5
208758,"Q-P08758","Carduus platypus","Carduus nutans","2",15
208758,"Q-P08758","Centaurea calcitrapa","Centaurea calcitrapa","a",5
208758,"Q-P08758","Cirsium arvense","Cirsium arvense","3",37.5
208758,"Q-P08758","Cirsium odontolepis","Cirsium odontolepis","f",15
208758,"Q-P08758","Cirsium vulgare","Cirsium vulgare","a",5
208758,"Q-P08758","Dipsacus fullonum","Dipsacus fullonum","+",1
208758,"Q-P08758","Conyza canadensis","Erigeron canadensis","1",5
208758,"Q-P08758","Senecio jacobaea","Jacobaea vulgaris","2",15
208758,"Q-P08758","Lactuca virosa","Lactuca serriola","2",15
208758,"Q-P08758","Lepidium heterophyllum","Lepidium heterophyllum","+",1
208758,"Q-P08758","Reseda luteola","Reseda luteola","+",1
208758,"Q-P08758","Thlaspi alliaceum","Thlaspi alliaceum","+",1
208760,"Q-P08760","Arctium minus","Arctium atlanticum","+",1
208760,"Q-P08760","Carduus carpetanus","Carduus carpetanus","2",15
208760,"Q-P08760","Carduus nigrescens subsp. assoi","Carduus nigrescens","1",5
208760,"Q-P08760","Carduus tenuiflorus","Carduus tenuiflorus","+",1
208760,"Q-P08760","Centaurea calcitrapa","Centaurea calcitrapa","a",5
208760,"Q-P08760","Centaurea cephalariifolia","Centaurea scabiosa","1",5
208760,"Q-P08760","Cirsium arvense","Cirsium arvense","1",5
208760,"Q-P08760","Cirsium giraudiasii","Cirsium richterianum","3",37.5
208760,"Q-P08760","Conium maculatum","Conium maculatum","+",1
208760,"Q-P08760","Cynoglossum officinale","Cynoglossum creticum","+",1
208760,"Q-P08760","Dipsacus fullonum","Dipsacus fullonum","1",5
208760,"Q-P08760","Echium vulgare","Echium vulgare","1",5
208760,"Q-P08760","Eryngium campestre","Eryngium campestre","1",5
208760,"Q-P08760","Senecio jacobaea","Jacobaea vulgaris","1",5
208760,"Q-P08760","Lactuca virosa","Lactuca serriola","+",1
208760,"Q-P08760","Onopordum acanthium","Onopordum acanthium","2",15
208760,"Q-P08760","Pastinaca sativa","Pastinaca sativa","2",15
208761,"Q-P08761","Ballota nigra subsp. foetida","Ballota nigra","1",5
208761,"Q-P08761","Carduus carpetanus","Carduus carpetanus","1",5
208761,"Q-P08761","Carduus nigrescens subsp. assoi","Carduus nigrescens","3",37.5
208761,"Q-P08761","Carduus tenuiflorus","Carduus tenuiflorus","2",15
208761,"Q-P08761","Carthamus lanatus","Carthamus lanatus","2",15
208761,"Q-P08761","Centaurea calcitrapa","Centaurea calcitrapa","+",1
208761,"Q-P08761","Cirsium arvense","Cirsium arvense","1",5
208761,"Q-P08761","Cirsium giraudiasii","Cirsium richterianum","+",1
208761,"Q-P08761","Cirsium vulgare","Cirsium vulgare","+",1
208761,"Q-P08761","Echium vulgare","Echium vulgare","+",1
208761,"Q-P08761","Eryngium campestre","Eryngium campestre","+",1
208761,"Q-P08761","Senecio jacobaea","Jacobaea vulgaris","1",5
208761,"Q-P08761","Lactuca virosa","Lactuca serriola","1",5
208761,"Q-P08761","Malva sylvestris","Malva sylvestris","1",5
208761,"Q-P08761","Onopordum acanthium","Onopordum acanthium","+",1
208762,"Q-P08762","Ballota nigra subsp. foetida","Ballota nigra","+",1
208762,"Q-P08762","Carduus carpetanus","Carduus carpetanus","2",15
208762,"Q-P08762","Cirsium giraudiasii","Cirsium richterianum","2",15
208762,"Q-P08762","Cirsium vulgare","Cirsium vulgare","1",5
208762,"Q-P08762","Dipsacus fullonum","Dipsacus fullonum","1",5
208762,"Q-P08762","Eryngium campestre","Eryngium campestre","1",5
208762,"Q-P08762","Senecio jacobaea","Jacobaea vulgaris","2",15
208762,"Q-P08762","Reseda luteola","Reseda luteola","+",1
208763,"Q-P08763","Arctium minus","Arctium atlanticum","1",5
208763,"Q-P08763","Carduus carpetanus","Carduus carpetanus","+",1
208763,"Q-P08763","Cichorium intybus","Cichorium intybus","+",1
208763,"Q-P08763","Cirsium arvense","Cirsium arvense","1",5
208763,"Q-P08763","Cirsium giraudiasii","Cirsium richterianum","3",37.5
208763,"Q-P08763","Cirsium vulgare","Cirsium vulgare","f",15
208763,"Q-P08763","Echium vulgare","Echium vulgare","2",15
208763,"Q-P08763","Lactuca virosa","Lactuca serriola","2",15
208763,"Q-P08763","Pastinaca sativa","Pastinaca sativa","1",5
208763,"Q-P08763","Sonchus asper","Sonchus asper","+",1
208763,"Q-P08763","Torilis purpurea","Torilis africana","1",5
208764,"Q-P08764","Carduus carpetanus","Carduus carpetanus","f",15
208764,"Q-P08764","Carduus nigrescens subsp. assoi","Carduus nigrescens","+",1
208764,"Q-P08764","Carduus tenuiflorus","Carduus tenuiflorus","1",5
208764,"Q-P08764","Centaurea cephalariifolia","Centaurea scabiosa","1",5
208764,"Q-P08764","Cirsium arvense","Cirsium arvense","4",62.5
208764,"Q-P08764","Cirsium giraudiasii","Cirsium richterianum","1",5
208764,"Q-P08764","Cirsium vulgare","Cirsium vulgare","1",5
208764,"Q-P08764","Echium vulgare","Echium vulgare","a",5
208764,"Q-P08764","Eryngium campestre","Eryngium campestre","+",1
208764,"Q-P08764","Galium verum","Galium verum","1",5
208764,"Q-P08764","Senecio jacobaea","Jacobaea vulgaris","1",5
208764,"Q-P08764","Lactuca virosa","Lactuca serriola","2",15
208764,"Q-P08764","Reseda luteola","Reseda luteola","1",5
208765,"Q-P08765","Carduus carpetanus","Carduus carpetanus","f",15
208765,"Q-P08765","Carduus nigrescens subsp. assoi","Carduus nigrescens","1",5
208765,"Q-P08765","Carduus tenuiflorus","Carduus tenuiflorus","1",5
208765,"Q-P08765","Cichorium intybus","Cichorium intybus","+",1
208765,"Q-P08765","Cirsium arvense","Cirsium arvense","j",37.5
208765,"Q-P08765","Cirsium giraudiasii","Cirsium richterianum","f",15
208765,"Q-P08765","Cirsium vulgare","Cirsium vulgare","2",15
208765,"Q-P08765","Dipsacus fullonum","Dipsacus fullonum","1",5
208765,"Q-P08765","Echium vulgare","Echium vulgare","a",5
208765,"Q-P08765","Eryngium campestre","Eryngium campestre","1",5
208765,"Q-P08765","Senecio jacobaea","Jacobaea vulgaris","a",5
208765,"Q-P08765","Lactuca virosa","Lactuca serriola","2",15
208765,"Q-P08765","Onopordum acanthium","Onopordum acanthium","a",5
208765,"Q-P08765","Pastinaca sativa","Pastinaca sativa","1",5
208765,"Q-P08765","Reseda luteola","Reseda luteola","1",5
208765,"Q-P08765","Rumex papillaris","Rumex papillaris","+",1
208766,"Q-P08766","Arctium minus","Arctium atlanticum","+",1
208766,"Q-P08766","Carduus carpetanus","Carduus carpetanus","f",15
208766,"Q-P08766","Carduus nigrescens subsp. assoi","Carduus nigrescens","2",15
