"SIVIMID","Sintaxon","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","Twinspan"
"R-P15120","Cymbalario-Trachelietum caerulei",315120,134,15182,"30TWN47","30TWN4774",25341,150,"Bergara","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"1582","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-2.410295221,43.1177588,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P15121","Cymbalario-Trachelietum caerulei",315121,135,14859,"30TWN47","30TWN4774",25342,150,"Bergara","ES","ATL_COAST","N_DUNES",NA,"",NA,30,"1582","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P15122","Cymbalarietum muralis",315122,132,16988,"30TWN89","30TWN8296",25343,10,"San Sebastián","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"770","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P15123","Cymbalarietum muralis",315123,134,17006,"30TWN89","30TWN8296",25344,10,"San Sebastián","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"770","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-1.979221273,43.31642945,"1 - UTM1x1 + Elevation",10,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P15124","Cymbalarietum muralis",315124,137,17172,"30TWN89","30TWN8296",25345,10,"San Sebastián","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"770","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-1.986649325,43.3146946,"1 - UTM1x1 + Elevation",10,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P15125","Cymbalarietum muralis",315125,134,14767,"30TWN47","30TWN4774",25346,150,"Bergara","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"770","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","      ?","No forest",-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P22336","Parietarietum judaicae",322336,133,11248,"29TNG73","29TNG7539",11799,390,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",20,"N",90,2,"771","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," H     ","No forest",-8.092434214,41.90568603,"1 - UTM1x1 + Elevation",390,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P22337","Parietarietum judaicae",322337,132,11771,"29TNG73","29TNG7539",11800,370,"Muro separación fincas, Fondevila. Lobios","ES","ATL_COAST","N_DUNES",45,"NW",90,2,"771","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",370,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P22338","Parietarietum judaicae",322338,132,11809,"29TNG73","29TNG7739",11801,340,"Requeixo, Lobios","ES","ATL_COAST","N_DUNES",40,"NE",90,2,"771","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.068130508,41.90316286,"1 - UTM1x1 + Elevation",340,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P22339","Parietarietum judaicae",322339,134,11636,"29TNG73","29TNG7539",11802,380,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",30,"NW",90,3,"771","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P22340","Parietarietum judaicae",322340,127,11742,"29TNG74","",11803,480,"A fila, Entrimo","ES","ATL_COAST","N_DUNES",20,"SE",90,2,"771","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.101645234,41.93048438,"3 - UTM10x10 + Elevation",480,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P23777","Cymbalarietum muralis",323777,112,12492,"29TPG79","29TPG7693",25724,NA,"Casoio","ES","ATL_COAST","N_DUNES",80,"W",90,4,"770","Ortiz, S.","1986","Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-6.855415177,42.37359619,"2 - UTM1x1 + Centroid",663,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"R-P24468","Parietarietum judaicae",324468,128,9162,"29TPH70","29TPH7900",12010,376,"Salas de la Ribera","ES","ATL_COAST","N_DUNES",40,"NW",100,8,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V     ","No forest",-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P24471","Parietarietum judaicae",324471,119,11267,"29TPG89","29TPG8899",12013,470,"Pombriego","ES","ATL_COAST","N_DUNES",100,"S",90,20,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V     ","No forest",-6.714726725,42.42146086,"1 - UTM1x1 + Elevation",470,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P24472","Parietarietum judaicae",324472,106,9078,"29TPG99","29TPG9597",12014,876,"Llamas de Cabrera","ES","ATL_COAST","N_DUNES",30,"",100,4,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," H32d  ","No forest",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",876,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P24473","Parietarietum judaicae",324473,124,9322,"29TPG89","29TPG8999",12015,522,"Pombriego","ES","ATL_COAST","N_DUNES",60,"SW",100,6,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," H32d  ","No forest",-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"R-P24474","Cymbalarietum muralis",324474,125,9877,"29TPG89","29TPG8999",12016,477,"Pombriego","ES","ATL_COAST","N_DUNES",70,"SW",100,4,"770","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","      ?","No forest",-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P12040","Oxali-Parietarietum diffusae",412040,NA,NA,"29TPJ92","",597,5,"Muros de la villa de Luarca","ES","ATL_COAST","N_DUNES",60,"NE",100,20,"5742","Díaz González, T.E.","1975","La vegetación del litoral occidental asturiano."," Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):"," V     ","No forest",-6.541250758,43.55784587,"3 - UTM10x10 + Elevation",5,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P12041","Oxali-Parietarietum diffusae",412041,137,10537,"29TPJ52","",598,30,"Muros de Castropol","ES","ATL_COAST","N_DUNES",80,"NE",100,15,"5742","Díaz González, T.E.","1975","La vegetación del litoral occidental asturiano."," Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):","      ?","No forest",-7.020773027,43.54556605,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P12042","Oxali-Parietarietum diffusae",412042,NA,NA,"29TPJ92","",599,5,"Muros de la villa de Luarca","ES","ATL_COAST","N_DUNES",70,"SW",100,15,"5742","Díaz González, T.E.","1975","La vegetación del litoral occidental asturiano."," Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):","      ?","No forest",-6.641078956,43.57091204,"3 - UTM10x10 + Elevation",5,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P17950","Cymbalario-Trachelietum caerulei",417950,112,13746,"30TWN26","30TWN2368",27433,600,"Puerto de Barazar","ES","ATL_COAST","N_DUNES",60,"",NA,10,"1582","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398","      ?","No forest",-2.715385597,43.06489476,"1 - UTM1x1 + Elevation",600,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P17951","Cymbalario-Trachelietum caerulei",417951,129,14396,"30TWN37","30TWN3079",27434,150,"Durango, Plaza del mercado","ES","ATL_COAST","N_DUNES",60,"",NA,10,"1582","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," H     ","No forest",-2.618965627,43.16546917,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P17952","Cymbalario-Trachelietum caerulei",417952,129,14260,"30TWN37","30TWN3079",27435,150,"Durango, Plaza del mercado","ES","ATL_COAST","N_DUNES",70,"",NA,8,"1582","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," H     ","No forest",-2.621437042,43.16367641,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P17953","Cymbalario-Trachelietum caerulei",417953,133,14015,"30TWN28","30TWN2881",27436,150,"Durango, Muros de Sta. Maria","ES","ATL_COAST","N_DUNES",60,"",NA,10,"1582","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," H     ","No forest",-2.648375586,43.1853739,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P17954","Cymbalario-Trachelietum caerulei",417954,134,13854,"30TWN28","30TWN2881",27463,150,"Durango, Muros de Sta. Maria","ES","ATL_COAST","N_DUNES",70,"",NA,6,"1582","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," H     ","No forest",-2.650846951,43.18358051,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"S-P20227","Oxali-Parietarietum diffusae",420227,146,16436,"29TNG18","",3130,50,"Cementerio de Hio. Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,5,"5742","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," H32d  ","No forest",-8.835928453,42.28608529,"3 - UTM10x10 + Elevation",50,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P20228","Oxali-Parietarietum diffusae",420228,144,15965,"29TNG18","",3131,70,"Iglesia de Hio. Cangas","ES","ATL_COAST","N_DUNES",NA,"SW",NA,10,"5742","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," H32d  ","No forest",-8.810109025,42.32160787,"3 - UTM10x10 + Elevation",70,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P20229","Oxali-Parietarietum diffusae",420229,NA,NA,"29TNG28","",3119,10,"Moaña, cerca del muelle","ES","ATL_COAST","N_DUNES",NA,"E",NA,10,"5742","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V     ","No forest",-8.680480713,42.28311436,"3 - UTM10x10 + Elevation",10,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P20230","Oxali-Parietarietum diffusae",420230,146,15591,"29TNG17","",3133,50,"Nerga. Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,10,"5742","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V15   ","No forest",-8.82620396,42.25957595,"3 - UTM10x10 + Elevation",50,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P20231","Oxali-Parietarietum diffusae",420231,145,15932,"29TNG27","",3134,50,"Tirán. Moaña","ES","ATL_COAST","N_DUNES",NA,"E",NA,10,"5742","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V     ","No forest",-8.69927276,42.22276562,"3 - UTM10x10 + Elevation",50,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"S-P35337","Polygonum capitatum community",435337,146,13938,"29TNG11","29TNG1817",6113,50,"Tabagón, A Guarda, Pontevedra","ES","ATL_COAST","N_DUNES",60,"SW",90,1,"a812","Ortiz, S.; Rodríguez-Oubiña, J.","1993","Synopsis of the rupicolous vegetation of Galicia (North-Western Iberian Peninsula)","Folia geobotanica & phytotaxonomica 28:","      ?","No forest",-8.760950768,41.72816917,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","U37 Walls"
"S-P35338","Polygonum capitatum community",435338,151,13626,"29TNG11","29TNG1817",6114,50,"Tabagón, A Guarda, Pontevedra","ES","ATL_COAST","N_DUNES",70,"SW",90,1,"a812","Ortiz, S.; Rodríguez-Oubiña, J.","1993","Synopsis of the rupicolous vegetation of Galicia (North-Western Iberian Peninsula)","Folia geobotanica & phytotaxonomica 28:","      ?","No forest",-8.775100888,41.67164473,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","U37 Walls"
"S-P35339","Polygonum capitatum community",435339,142,14673,"29TNG24","29TNG2143",6115,50,"Vilanova da Cerveira, Minho, Portugal","ES","ATL_COAST","N_DUNES",30,"N",90,2,"a812","Ortiz, S.; Rodríguez-Oubiña, J.","1993","Synopsis of the rupicolous vegetation of Galicia (North-Western Iberian Peninsula)","Folia geobotanica & phytotaxonomica 28:"," H     ","No forest",-8.739202656,41.94170734,"1 - UTM1x1 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","U37 Walls"
"S-P35340","Polygonum capitatum community",435340,135,14525,"29TNG50","29TNG5200",6116,300,"Braga, Minho, Portugal","ES","ATL_COAST","N_DUNES",25,"W",90,1,"a812","Ortiz, S.; Rodríguez-Oubiña, J.","1993","Synopsis of the rupicolous vegetation of Galicia (North-Western Iberian Peninsula)","Folia geobotanica & phytotaxonomica 28:"," H25   ","No forest",-8.344797284,41.57909378,"3 - UTM10x10 + Elevation",300,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","U37 Walls"
"S-P35341","Polygonum capitatum community",435341,143,12918,"29TNG50","29TNG5200",6117,300,"Braga, Minho, Portugal","ES","ATL_COAST","N_DUNES",30,"W",90,1,"a812","Ortiz, S.; Rodríguez-Oubiña, J.","1993","Synopsis of the rupicolous vegetation of Galicia (North-Western Iberian Peninsula)","Folia geobotanica & phytotaxonomica 28:","      ?","No forest",-8.287358739,41.55114777,"3 - UTM10x10 + Elevation",300,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","U37 Walls"
"T-P02582","Cymbalarietum muralis",502582,98,7084,"29TQH20","",14245,1000,"Stª Colomba de Somoza","","ATL_COAST","N_DUNES",10,"S",90,20,"770","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273."," H32d  ","No forest",-6.212046888,42.47808839,"3 - UTM10x10 + Elevation",1000,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","U37 Walls"
"T-P03088","Parietarietum judaicae",503088,137,13034,"30TVN99","",14677,150,"Las Carreras","","ATL_COAST","N_DUNES",80,"NW",NA,8,"1289","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","      ?","No forest",-3.084170257,43.31014811,"3 - UTM10x10 + Elevation",150,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
"T-P03089","Parietarietum judaicae",503089,140,13304,"30TVN89","",14678,80,"Pobeña","","ATL_COAST","N_DUNES",75,"W",NA,10,"1289","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","      ?","No forest",-3.168104395,43.3406711,"3 - UTM10x10 + Elevation",80,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","U37 Walls"
