"Relevé number","SIVIMID","EUNIS_REVISED","EUNIS2020","PCluster","Class","Order","Alliance","Sintaxon","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"454","T-P13198","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Oxalido acetosellae-Geranietum robertiani","",NA,15,1997,-1.103909513,42.9901076,"1 - UTM1x1 + Elevation",890
"455","T-P13199","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Oxalido acetosellae-Geranietum robertiani","",NA,15,1997,-1.106472059,42.98654814,"1 - UTM1x1 + Elevation",890
"456","T-P13200","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,150,1997,-2.892541738,42.89229986,"1 - UTM1x1 + Elevation",580
"457","T-P13201","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Chaerophyllo aurei-Anthriscetum sylvestris","",NA,30,1997,-1.138754059,42.96924932,"4 - UTM10x10 + Centroid",800
"458","T-P13202","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Chaerophyllo aurei-Anthriscetum sylvestris","",NA,30,1997,-1.245422045,42.93113216,"1 - UTM1x1 + Elevation",800
"459","T-P13204","V39"," R22   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Comunidad de Pastinaca sylvestris y Heracleum sphondylium","",NA,30,1997,-2.627862517,42.91515908,"1 - UTM1x1 + Elevation",520
"460","T-P13205","V38"," V33   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Comunidad de Pastinaca sylvestris y Heracleum sphondylium","",NA,12,1997,-1.67676298,42.70279721,"3 - UTM10x10 + Elevation",620
"461","T-P23955","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1982,-2.368763365,43.09232354,"3 - UTM10x10 + Elevation",300
"462","T-P23956","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1982,-2.412805187,43.11236878,"3 - UTM10x10 + Elevation",140
"463","T-P23957","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1982,-2.286053424,43.01979776,"3 - UTM10x10 + Elevation",400
"464","T-P23958","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1982,-2.445949796,43.25300855,"3 - UTM10x10 + Elevation",360
"465","T-P27869","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Asociación de Malva mauritanica-Rumex obtusifolius","",NA,NA,1958,-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950
"466","T-P27870","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Asociación de Malva mauritanica-Rumex obtusifolius","",NA,NA,1958,-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960
"467","T-P33580","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","W",NA,NA,1959,-8.498595973,42.83574443,"1 - UTM1x1 + Elevation",250
"468","T-P33581","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","W",NA,NA,1959,-8.609336997,42.84295901,"3 - UTM10x10 + Elevation",150
"469","T-P33582","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","S",NA,NA,1959,-8.622505331,42.88011985,"1 - UTM1x1 + Elevation",200
"470","T-P33583","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","W",NA,NA,1959,-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300
"471","T-P33584","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","S",NA,NA,1959,-8.488215567,42.82904219,"1 - UTM1x1 + Elevation",200
"472","T-P33585","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","NW",NA,NA,1959,-8.583838387,42.85861274,"1 - UTM1x1 + Elevation",200
"473","T-P33586","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","SE",NA,NA,1959,-8.52324208,42.86516205,"1 - UTM1x1 + Elevation",250
"474","T-P35967","V38"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",54,10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500
"475","T-P35968","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",36,10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500
"476","T-P35969","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",36,20,1983,-5.834551268,42.89866834,"2 - UTM1x1 + Centroid",1650
"477","T-P35970","V35"," V35   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,15,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600
"478","T-P35971","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",18,10,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650
"479","T-P35972","V35"," V35   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","NE",9,15,1983,-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670
"480","T-P35973","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","NE",7.2,10,1983,-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800
"481","T-P35974","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",9,10,1983,-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800
"482","T-P36741","V38"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,25,1993,-7.493380493,42.53579211,"1 - UTM1x1 + Elevation",310
"483","T-P36742","V38"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,16,1993,-7.553086558,42.55323795,"1 - UTM1x1 + Elevation",350
"484","T-P36743","V38"," V33   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,30,1993,-7.550788816,42.55513008,"1 - UTM1x1 + Elevation",350
"485","T-P36744","V37"," V32   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,40,1993,-7.558539154,42.5278113,"1 - UTM1x1 + Elevation",330
"486","T-P36745","V37"," V32   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,40,1993,-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290
"487","T-P36746","V37"," V32   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,20,1993,-7.554151701,42.50097598,"1 - UTM1x1 + Elevation",280
"488","T-P36747","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",0,18,1993,-7.614367414,42.52557217,"1 - UTM1x1 + Elevation",440
"489","T-P36750","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","S",NA,12,1993,-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600
"490","T-P36751","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",0,15,1993,-7.47602842,42.59949657,"1 - UTM1x1 + Elevation",370
"491","T-P36752","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,20,1993,-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330
"492","T-P36753","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",0,12,1993,-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320
"493","T-P36754","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",0,15,1993,-7.476012833,42.56528419,"1 - UTM1x1 + Elevation",330
"494","T-P36755","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",0,25,1993,-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380
"495","T-P36756","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",0,15,1993,-7.587462991,42.49064127,"1 - UTM1x1 + Elevation",280
"496","T-P36757","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,16,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
"497","T-P36758","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","",0,18,1993,-7.623373982,42.54861694,"1 - UTM1x1 + Elevation",500
"498","T-P36759","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","SE",5,12,1993,-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",380
"499","T-P36760","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","",0,5,1993,-7.608540829,42.54561442,"1 - UTM1x1 + Elevation",440
"500","T-P36761","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","",0,15,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
"501","U-P00592","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","",NA,8,2002,-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270
"502","U-P00593","V37"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","",NA,40,2002,-4.913500197,42.97721112,"1 - UTM1x1 + Elevation",1150
"503","U-P00594","V39"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum duriaei","E",5,10,2002,-5.065268572,42.82149052,"1 - UTM1x1 + Elevation",1340
"504","U-P00647","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,15,2002,-5.001749362,42.97570125,"1 - UTM1x1 + Elevation",1140
"505","U-P00649","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis","",NA,10,2002,-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370
"506","U-P00651","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","NW",15,20,2002,-5.120104993,42.85110449,"1 - UTM1x1 + Elevation",980
"507","U-P05018","V39"," R     ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Oxalido acetosellae-Geranietum robertiani","",NA,6,2005,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",740
"508","U-P05024","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,2005,-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850
"509","U-P06048","V37"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,10,1988,-5.397736603,42.87804133,"3 - UTM10x10 + Elevation",1050
"510","U-P13628","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Malvo mauritiani-Rumicetum obtusifolii","",NA,NA,1994,-5.806829798,42.98939579,"3 - UTM10x10 + Elevation",950
"511","U-P16707","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,40,2009,-5.117097905,43.04926399,"2 - UTM1x1 + Centroid",1120
"512","U-P16708","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,2009,-5.180900469,43.04806538,"1 - UTM1x1 + Elevation",1240
