"Releve number","Twinspan2","Class","EUNIS","Sintaxon","SIVIMID","Plant.Cover","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
210067,"Weeds (V15)",4,"V15","Miboro minimae-Arabidopsietum thalianae","Q-P10067",20,"SE",45,10,"2000",-6.939459901,41.9331186,"3 - UTM10x10 + Elevation",780
210068,"Weeds (V15)",4,"V15","Miboro minimae-Arabidopsietum thalianae","Q-P10068",40,"",NA,6,"2000",-7.182540579,41.88849023,"3 - UTM10x10 + Elevation",700
210069,"Weeds (V15)",4,"V15","Miboro minimae-Arabidopsietum thalianae","Q-P10069",70,"ESE",4.5,4,"2000",-6.639224308,41.82777945,"3 - UTM10x10 + Elevation",830
210070,"Weeds (V15)",4,"V15","Miboro minimae-Arabidopsietum thalianae","Q-P10070",70,"E",9,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",560
210071,"Weeds (V15)",4,"V15","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10071",70,"",NA,16,"2000",-6.724490367,41.88627521,"3 - UTM10x10 + Elevation",640
210072,"Weeds (V15)",9,"V","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10072",80,"",NA,12,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",670
210073,"Weeds (V15)",4,"V15","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10073",100,"",NA,20,"2000",-6.630258874,41.88209289,"3 - UTM10x10 + Elevation",660
210074,"Trampled (V35)",7,"V34","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10074",100,"",NA,6,"2000",-6.866908731,41.86536384,"4 - UTM10x10 + Centroid",550
210075,"Weeds (V15)",9,"V37","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10075",60,"",NA,4,"2000",-6.963473393,41.77561233,"3 - UTM10x10 + Elevation",760
210077,"Weeds (V15)",4,"V15","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10077",100,"",NA,20,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",530
210078,"Weeds (V15)",4,"V15","Comunidad de Echinochloa crus-galli y Setaria Verticillata","Q-P10078",79,"",NA,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",540
210081,"Weeds (V15)",4,"V15","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10081",90,"",NA,4,"2000",-6.727942574,41.90417254,"3 - UTM10x10 + Elevation",660
210082,"Weeds (V15)",4,"V","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10082",100,"",NA,2,"2000",-6.800658553,41.91079012,"3 - UTM10x10 + Elevation",1000
210083,"Weeds (V15)",4,"V15","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10083",80,"",NA,2,"2000",-6.761711225,41.86344897,"3 - UTM10x10 + Elevation",630
210084,"Weeds (V15)",4,"V","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10084",60,"",NA,6,"2000",-6.731706991,41.88604061,"3 - UTM10x10 + Elevation",650
210085,"Weeds (V15)",4,"V15","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10085",100,"",NA,4,"2000",-6.632890883,41.80096541,"3 - UTM10x10 + Elevation",870
210086,"Weeds (V15)",4,"V15","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10086",100,"",NA,4,"2000",-7.07582557,41.87792696,"3 - UTM10x10 + Elevation",700
210087,"Weeds (V15)",4,"V","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10087",100,"",NA,4,"2000",-6.899963984,41.72015921,"3 - UTM10x10 + Elevation",900
210088,"Weeds (V15)",4,"V15","Comunidad de Lamium amplexicaule y Stellaria media","Q-P10088",100,"",NA,4,"2000",-6.614058215,41.93663371,"1 - UTM1x1 + Elevation",750
210090,"Mesic ruderals (V39)",11,"?","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10090",100,"SW",54,6,"2000",-6.84862466,41.82634749,"3 - UTM10x10 + Elevation",900
210091,"Mesic ruderals (V39)",5,"V32","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10091",100,"SW",63,6,"2000",-7.182960705,41.96578556,"2 - UTM1x1 + Centroid",730
210093,"Mesic ruderals (V39)",11,"?","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10093",100,"S",63,4,"2000",-7.039080911,41.86842203,"3 - UTM10x10 + Elevation",740
210095,"Mesic ruderals (V39)",11,"?","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10095",100,"W",81,5,"2000",-6.850539008,41.89832036,"3 - UTM10x10 + Elevation",800
210097,"Mesic ruderals (V39)",11,"V","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10097",100,"SW",72,6,"2000",-6.935699959,41.87201709,"3 - UTM10x10 + Elevation",800
210098,"Mesic ruderals (V39)",11,"?","Comunidad de Chaerophyllum temulum y Urtica dioica","Q-P10098",100,"W",63,4,"2000",-6.836679525,41.86816917,"3 - UTM10x10 + Elevation",880
210099,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10099",90,"",NA,2,"2000",-6.807617165,41.78449342,"3 - UTM10x10 + Elevation",680
210100,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10100",100,"",NA,8,"2000",-6.795969738,41.83170412,"3 - UTM10x10 + Elevation",820
210101,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10101",100,"",NA,6,"2000",-6.49272956,41.87915943,"3 - UTM10x10 + Elevation",630
210102,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10102",100,"",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600
210103,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10103",100,"",NA,12,"2000",-6.61694175,41.90232436,"3 - UTM10x10 + Elevation",660
210104,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","Q-P10104",100,"",NA,4,"2000",-7.01838365,41.8457377,"3 - UTM10x10 + Elevation",790
210107,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","Q-P10107",100,"",NA,5,"2000",-6.94308629,41.95280375,"3 - UTM10x10 + Elevation",840
210123,"Mesic ruderals (V39)",11,"V39","Galio aparinellae-Anthriscetum caucalidis","Q-P10123",90,"E",45,4,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",520
210124,"Mesic ruderals (V39)",5,"V32","Galio aparinellae-Anthriscetum caucalidis","Q-P10124",100,"",NA,2,"2000",-6.764221399,41.86516756,"3 - UTM10x10 + Elevation",630
210126,"Mesic ruderals (V39)",11,"V","Galio aparinellae-Anthriscetum caucalidis","Q-P10126",100,"E",63,6,"2000",-6.618840008,41.89325961,"3 - UTM10x10 + Elevation",670
210127,"Mesic ruderals (V39)",5,"V32","Galio aparinellae-Anthriscetum caucalidis","Q-P10127",80,"N",36,6,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600
210128,"Mesic ruderals (V39)",5,"V32","Galio aparinellae-Anthriscetum caucalidis","Q-P10128",90,"SE",54,6,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580
210129,"Mesic ruderals (V39)",5,"V32","Galio aparinellae-Anthriscetum caucalidis","Q-P10129",100,"NNE",72,2,"2000",-6.657940453,41.81817926,"3 - UTM10x10 + Elevation",680
210151,"Weeds (V15)",4,"V15","Comunidad de Ornithogalum concinnum y Agrostis truncatula subps. commista","Q-P10151",60,"",NA,12,"2000",-6.746470029,41.93238379,"3 - UTM10x10 + Elevation",1020
210231,"Weeds (V15)",4,"V15","Agrostio truncatulae-Sedetum lusitanici","Q-P10231",50,"",NA,1,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",1300
210327,"Weeds (V15)",4,"V15","Comunidad de Agrostis x fouilladei y Arrhenatherum elatius subsp. bulbosus","Q-P10327",100,"S",4.5,16,"2000",-6.805684907,41.91422527,"3 - UTM10x10 + Elevation",1040
210329,"Weeds (V15)",5,"V32","Comunidad de Agrostis x fouilladei y Arrhenatherum elatius subsp. bulbosus","Q-P10329",100,"SW",18,20,"2000",-6.880932239,41.92250847,"3 - UTM10x10 + Elevation",1010
210340,"Weeds (V15)",4,"V15","Comunidad de Agrostis x fouilladei y Hypericum linarifolium","Q-P10340",100,"",NA,16,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",1220
210409,"Mesic ruderals (V39)",7,"V","Trifolio fragiferi-Cynodontetum dactyli","Q-P10409",100,"W",4.5,4,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600
210411,"Trampled (V35)",7,"V","Trifolio fragiferi-Cynodontetum dactyli","Q-P10411",80,"",NA,4,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",590
210416,"Trampled (V35)",8,"V35","Lolio perennis-Plantaginetum maioris","Q-P10416",70,"",NA,4,"2000",-6.616567662,41.93835555,"1 - UTM1x1 + Elevation",770
211853,"Trampled (V35)",7,"V34","Comunidade de Plantago coronopus e Catapodium marinum","Q-P11853",NA,"",NA,NA,"2003",-8.681068468,41.2388078,"4 - UTM10x10 + Centroid",46
211857,"Trampled (V35)",7,"V34","Comunidade de Plantago coronopus e Catapodium marinum","Q-P11857",NA,"",NA,NA,"2003",-8.808796947,41.86186237,"4 - UTM10x10 + Centroid",92
212632,"Trampled (V35)",7,"V","Scrophulario-Vulpietum alopecuroris","Q-P12632",70,"",NA,100,"1972",-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38
213511,"Trampled (V35)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13511",NA,"",NA,NA,"2003",-8.560248488,41.2393617,"3 - UTM10x10 + Elevation",100
213512,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13512",NA,"",NA,NA,"2003",-8.634095047,41.21055453,"3 - UTM10x10 + Elevation",100
213513,"Mesic ruderals (V39)",5,"V","Allio triquetri-Urticetum membranaceae","Q-P13513",NA,"",NA,NA,"2003",-8.629594569,41.24138274,"3 - UTM10x10 + Elevation",120
213514,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13514",NA,"",NA,NA,"2003",-8.612696465,41.76433749,"3 - UTM10x10 + Elevation",15
213515,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13515",NA,"",NA,NA,"2003",-8.57665353,41.20795808,"3 - UTM10x10 + Elevation",90
213516,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13516",NA,"",NA,NA,"2003",-8.586394188,41.12646408,"3 - UTM10x10 + Elevation",115
213517,"Trampled (V35)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13517",NA,"",NA,NA,"2003",-8.579791927,41.21680786,"3 - UTM10x10 + Elevation",70
213518,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13518",NA,"",NA,NA,"2003",-8.255182038,41.86232255,"3 - UTM10x10 + Elevation",110
213519,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13519",NA,"",NA,NA,"2003",-8.860919048,41.84912089,"3 - UTM10x10 + Elevation",5
213520,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13520",NA,"",NA,NA,"2003",-8.572921413,41.77708254,"3 - UTM10x10 + Elevation",10
213521,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13521",NA,"",NA,NA,"2003",-8.622931239,41.24711069,"3 - UTM10x10 + Elevation",120
213522,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13522",NA,"",NA,NA,"2003",-8.645241517,41.33963775,"3 - UTM10x10 + Elevation",80
213523,"Trampled (V35)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13523",NA,"",NA,NA,"2003",-8.63279612,41.77415324,"3 - UTM10x10 + Elevation",5
213524,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13524",NA,"",NA,NA,"2003",-8.783882159,41.68920542,"3 - UTM10x10 + Elevation",5
213525,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13525",NA,"",NA,NA,"2003",-8.264632808,41.86008796,"3 - UTM10x10 + Elevation",110
213526,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13526",NA,"",NA,NA,"2003",-8.591556494,40.99117886,"3 - UTM10x10 + Elevation",90
213527,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13527",NA,"",NA,NA,"2003",-8.68699512,41.29796642,"3 - UTM10x10 + Elevation",70
213528,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13528",NA,"",NA,NA,"2003",-8.642655277,41.28215125,"3 - UTM10x10 + Elevation",100
213529,"Mesic ruderals (V39)",5,"V32","Allio triquetri-Urticetum membranaceae","Q-P13529",NA,"",NA,NA,"2003",-8.538011733,41.25844143,"3 - UTM10x10 + Elevation",145
213530,"Mesic ruderals (V39)",11,"V39","Allio triquetri-Urticetum membranaceae","Q-P13530",NA,"",NA,NA,"2003",-8.247836068,41.86085883,"3 - UTM10x10 + Elevation",100
214836,"Weeds (V15)",5,"V32","Associació-Desconeguda","Q-P14836",60,"",NA,80,"1994",-7.588419647,43.02898735,"4 - UTM10x10 + Centroid",453
214941,"Mesic ruderals (V39)",5,"V","Calendulo algarbiensis-Parietarietum diffusae","Q-P14941",90,"S",NA,20,"1989",-7,43,"5 - UTMs missing from DEM",NA
214942,"Mesic ruderals (V39)",5,"V","Calendulo algarbiensis-Parietarietum diffusae","Q-P14942",100,"SW",NA,15,"1989",-7,43,"5 - UTMs missing from DEM",NA
214944,"Mesic ruderals (V39)",5,"V","Calendulo algarbiensis-Parietarietum diffusae","Q-P14944",100,"S",NA,20,"1989",-7,43,"5 - UTMs missing from DEM",NA
214973,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14973",90,"SE",NA,15,"1982",-7.697423813,42.56180448,"3 - UTM10x10 + Elevation",390
214974,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14974",90,"NW",NA,20,"1982",-7.673543129,42.56818508,"3 - UTM10x10 + Elevation",380
214975,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14975",100,"E",NA,40,"1982",-7.720513206,42.60947055,"3 - UTM10x10 + Elevation",340
214976,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14976",100,"",NA,20,"1982",-7.706338961,42.61545689,"3 - UTM10x10 + Elevation",370
214977,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14977",65,"SW",NA,15,"1982",-7.697828016,42.53477826,"3 - UTM10x10 + Elevation",380
214978,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14978",70,"",NA,20,"1982",-7.705778309,42.44621971,"3 - UTM10x10 + Elevation",140
214979,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14979",100,"S",NA,30,"1982",-7.712649168,42.4729465,"3 - UTM10x10 + Elevation",235
214980,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14980",100,"",NA,25,"1982",-7.003685824,42.41712082,"3 - UTM10x10 + Elevation",300
214981,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14981",100,"E",NA,20,"1982",-8.138331873,42.38438722,"3 - UTM10x10 + Elevation",210
214982,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","Q-P14982",100,"",NA,10,"1982",-7.964200947,42.42448997,"3 - UTM10x10 + Elevation",290
214983,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14983",NA,"",NA,80,"1982",-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547
214984,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14984",NA,"",NA,30,"1982",-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547
214985,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14985",NA,"",NA,25,"1982",-6.873981065,42.38751452,"4 - UTM10x10 + Centroid",663
214986,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14986",65,"",NA,40,"1982",-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515
214987,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","Q-P14987",100,"E",NA,40,"1982",-8.003649301,42.37055361,"3 - UTM10x10 + Elevation",230
214988,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14988",100,"NE",NA,30,"1982",-7.85573292,42.31030624,"3 - UTM10x10 + Elevation",130
214989,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14989",100,"NE",NA,20,"1982",-7.839421323,42.35061128,"3 - UTM10x10 + Elevation",130
214990,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14990",90,"NE",NA,40,"1982",-7.891862858,42.30696634,"3 - UTM10x10 + Elevation",230
214991,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14991",95,"",NA,60,"1982",-7.443074562,41.96152318,"3 - UTM10x10 + Elevation",400
214992,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14992",70,"",NA,15,"1982",-7.430913896,41.85574815,"3 - UTM10x10 + Elevation",400
214993,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14993",50,"",NA,20,"1982",-7.428593106,41.89185351,"3 - UTM10x10 + Elevation",400
214995,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14995",80,"E",NA,25,"1982",-7.246860191,42.45517451,"3 - UTM10x10 + Elevation",240
214996,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14996",100,"E",NA,15,"1982",-7.219331678,42.44358772,"3 - UTM10x10 + Elevation",240
214997,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14997",45,"",NA,20,"1982",-7.140588407,42.39244102,"3 - UTM10x10 + Elevation",390
214998,"Weeds (V15)",5,"V32","Linario amethysteae-Calenduletum arvensis","Q-P14998",60,"NE",NA,NA,"1982",-7.099971775,42.40290722,"3 - UTM10x10 + Elevation",400
214999,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P14999",100,"+",NA,NA,"1982",-7.276212213,42.45768271,"3 - UTM10x10 + Elevation",320
215000,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","Q-P15000",90,"",NA,NA,"1982",-7.095006513,42.4012842,"3 - UTM10x10 + Elevation",360
307579,"Mesic ruderals (V39)",6,"V","Polygono-Chenopodion polyspermi","R-P07579",NA,"",NA,1,"1949",-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
307585,"Mesic ruderals (V39)",6,"V","Polygono-Chenopodion polyspermi","R-P07585",NA,"",NA,1,"1949",-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
307588,"Mesic ruderals (V39)",6,"V","Polygono-Chenopodion polyspermi","R-P07588",NA,"",NA,1,"1949",-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
307589,"Walls",11,"V39","Polypodion serrati","R-P07589",NA,"S",NA,2,"1949",-2.701623837,43.38536069,"4 - UTM10x10 + Centroid",149
309860,"Trampled (V35)",8,"V35","Polycarpion tetraphylli","R-P09860",90,"",NA,3,"2000",-2.963323257,43.31737687,"1 - UTM1x1 + Elevation",10
312717,"Mesic ruderals (V39)",11,"V39","Urtico dioicae-Sambucetum ebuli","R-P12717",NA,"",NA,10,"1997",-3.181335485,42.80935772,"3 - UTM10x10 + Elevation",1040
312727,"Mesic ruderals (V39)",10,"V38","Urtico dioicae-Sambucetum ebuli","R-P12727",NA,"",NA,50,"1997",-3.095655307,42.7680364,"3 - UTM10x10 + Elevation",550
312746,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","R-P12746",NA,"",NA,30,"1997",-3.044310574,42.75546012,"1 - UTM1x1 + Elevation",490
312749,"Mesic ruderals (V39)",6,"V33","Helmintio echioidis-Melilotetum albae","R-P12749",NA,"",NA,70,"1997",-3.144630223,42.79502702,"4 - UTM10x10 + Centroid",520
312755,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","R-P12755",NA,"",NA,20,"1997",-3.144630223,42.79502702,"4 - UTM10x10 + Centroid",510
312765,"Xeric ruderals (V38)",10,"V38","Carduo bourgeani-Sylibetum mariani","R-P12765",NA,"",NA,10,"1997",-3.139734232,42.80221172,"3 - UTM10x10 + Elevation",1000
312791,"Trampled (V35)",9,"V37","Kickxio spuriae-Nigelletum gallicae","R-P12791",NA,"",NA,60,"1997",-3.095658079,42.76983748,"3 - UTM10x10 + Elevation",550
312792,"Trampled (V35)",4,"V15","Kickxio spuriae-Nigelletum gallicae","R-P12792",NA,"",NA,80,"1997",-3.080971541,42.75544007,"3 - UTM10x10 + Elevation",550
312815,"Weeds (V15)",4,"V15","Kickxio spuriae-Nigelletum gallicae","R-P12815",NA,"",NA,10,"1997",-3.073637218,42.75364392,"3 - UTM10x10 + Elevation",520
312833,"Trampled (V35)",5,"V32","Sisymbrio officinalis-Hordeetum murini","R-P12833",NA,"",NA,6,"1997",-3.129894134,42.77520704,"3 - UTM10x10 + Elevation",1000
314772,"Mesic ruderals (V39)",5,"?","Elytrigio campestris-Brachypodietum phoenicoidis","R-P14772",NA,"",NA,60,"2004",-1.37336226,42.66818881,"4 - UTM10x10 + Centroid",420
314808,"Mesic ruderals (V39)",11,"?","Arundini-Convolvuletum sepium","R-P14808",NA,"",NA,NA,"2004",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390
314890,"Trampled (V35)",4,"V15","Xanthio italici-Polygonetum persicariae","R-P14890",NA,"",NA,50,"2004",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390
314896,"Weeds (V15)",5,"V","Xanthio italici-Polygonetum persicariae","R-P14896",NA,"",NA,10,"2004",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390
315005,"Weeds (V15)",4,"V15","Polygono hydropiperis-Bidentetum tripartitae","R-P15005",NA,"",NA,50,"2004",-1.668885488,43.18357301,"1 - UTM1x1 + Elevation",120
315102,"Walls",1,"?","Parietarietum judaicae","R-P15102",NA,"",NA,40,"1983",-2.402359147,43.17534852,"2 - UTM1x1 + Centroid",120
315103,"Walls",1,"?","Parietarietum judaicae","R-P15103",NA,"",NA,30,"1983",-2.401567201,43.25638684,"2 - UTM1x1 + Centroid",80
315104,"Walls",1,"?","Parietarietum judaicae","R-P15104",NA,"",NA,40,"1983",-2.417601822,43.12500012,"1 - UTM1x1 + Elevation",150
315106,"Walls",1,"?","Parietarietum judaicae","R-P15106",NA,"",NA,60,"1983",-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150
315109,"Walls",1,"?","Parietarietum judaicae","R-P15109",NA,"",NA,10,"1983",-2.364084359,43.30661043,"1 - UTM1x1 + Elevation",20
315110,"Walls",1,"?","Parietarietum judaicae","R-P15110",NA,"",NA,20,"1983",-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20
315111,"Walls",1,"?","Parietarietum judaicae","R-P15111",NA,"",NA,20,"1983",-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",20
315114,"Walls",1,"?","Parietarietum judaicae","R-P15114",NA,"",NA,30,"1983",-2.196456222,43.3019538,"1 - UTM1x1 + Elevation",10
315115,"Walls",1,"?","Centrantho-Hypericetum hircini","R-P15115",NA,"",NA,30,"1983",-2.259080326,43.22133494,"1 - UTM1x1 + Elevation",80
315118,"Walls",1,"?","Centrantho-Hypericetum hircini","R-P15118",NA,"",NA,20,"1983",-2.258883978,43.2375421,"1 - UTM1x1 + Elevation",50
315119,"Walls",1,"?","Cymbalario-Trachelietum caerulei","R-P15119",NA,"",NA,10,"1983",-2.415194685,43.11958492,"1 - UTM1x1 + Elevation",140
315120,"Walls",1,"?","Cymbalario-Trachelietum caerulei","R-P15120",NA,"",NA,15,"1983",-2.410295221,43.1177588,"1 - UTM1x1 + Elevation",150
315121,"Walls",1,"?","Cymbalario-Trachelietum caerulei","R-P15121",NA,"",NA,30,"1983",-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",150
