"Analysis.Names","heightmean","heightmax","floweringmin","floweringmax","floweringmean","floweringwidth","alien","bryophyte","chamaephyte","geophyte","hemicryptophyte","hydrophyte","therophyte","phanerophyte","repetido","EIVE1.M","EIVE1.N","EIVE1.R","EIVE1.L","EIVE1.T","Disturbance.Severity","Disturbance.Severity.herblayer","Disturbance.Frequency","Disturbance.Frequency.herblayer","Mowing.Frequency","Grazing.Pressure","Soil.Disturbance"
"Helleborus foetidus",20,80,12,18,3,7,0,0,1,0,0,0,0,0,0,3.5,3.5,8.2,4.7,4.8,0.66625,0.16348,0.09363,1.31599,0.03928,0.21214,0.11026
"Helleborus viridis",20,50,1,5,3,5,0,0,0,0,1,0,0,0,0,4.4,6.1,7.7,2.5,4.5,0.68213,0.13529,0.05052,1.3163,0.02224,0.20289,0.1017
"Helminthotheca echioides",100,100,4,7,5.5,4,0,0,0,0,0,0,1,0,0,4.1,6.5,7.1,7.6,5.9,0.72384,0.70508,1.39767,1.79207,0.73264,0.22395,0.40044
"Helosciadium nodiflorum",100,100,4,7,5.5,4,0,0,0,0,0,1,0,0,0,7.9,6.6,6.3,6.5,5.7,0.36596,0.33001,1.14165,1.73801,0.18255,0.20339,0.11368
"Hepatica nobilis",10,10,2,6,4,5,0,0,0,0,1,0,0,0,0,4,4.3,7.4,3.8,4.4,0.68466,0.12634,0.03786,1.28448,0.0102,0.19651,0.1011
"Heracleum sphondylium",280,280,6,9,7.5,4,0,0,0,0,1,0,0,0,0,4.4,7.6,6,6.4,3.7,0.56226,0.41637,0.61406,1.54846,0.46699,0.16075,0.26335
"Herniaria ciliolata",30,30,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.5,0.8,4.5,9.5,NA,0.37805,0.37805,2.29263,2.29263,0.10375,0.12143,0.62368
"Herniaria glabra",5,35,4,8,6,5,0,0,0,0,0,0,1,0,0,3.2,3.1,4.9,8.1,4.4,0.5503,0.53805,1.6668,2.00922,0.50104,0.3154,0.3619
"Herniaria hirsuta",20,20,4,9,6.5,6,0,0,0,0,0,0,1,0,0,2.8,3.4,4.4,8.8,5.3,0.68994,0.67505,1.50739,2.11522,0.40238,0.28768,0.44388
"Herniaria lusitanica",21,21,4,8,6,5,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herniaria scabrida",45,45,5,8,6.5,4,0,0,1,0,0,0,0,0,0,2.4,1.8,3.2,8.1,5.8,0.475,0.395,1.23284,1.92082,0.37263,0.35,0.27
"Hieracium sabaudum aggr.",40,80,7,10,8.5,4,0,0,0,0,1,0,0,0,0,3.8,3.4,3.8,5.3,4.6,0.66674,0.15908,0.07894,1.33791,0.05628,0.2049,0.12015
"Hirschfeldia incana",120,120,5,7,6,3,0,0,0,0,1,0,0,0,0,2.8,5.7,7.4,8.3,6.1,0.82555,0.76749,1.13521,1.94654,0.57045,0.21152,0.45838
"Hispidella hispanica",7,25,5,7,6,3,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0.30938,0.3,1.63973,2.05977,0.88273,0.30606,0.19429
"Holcus gayanus",13,60,4,8,6,5,0,0,0,0,0,0,1,0,0,2.1,1.2,2.7,8.8,5.3,0.34643,0.34138,2.15712,2.15712,0.68333,0.30357,0.20357
"Holcus lanatus",12,170,2,12,7,11,0,0,0,0,1,0,0,0,0,5,5,5.3,7.1,4.4,0.51067,0.4744,1.23473,1.90522,0.81709,0.28699,0.29055
"Holcus mollis",31,127,2,10,6,9,0,0,0,0,1,0,0,0,0,4.5,3.3,2.4,5.5,4.3,0.60707,0.34396,0.37559,1.48514,0.25265,0.20249,0.23387
"Holosteum umbellatum",3,20,2,7,4.5,6,0,0,0,0,0,0,1,0,0,2.8,3.7,6.3,8.2,4.9,0.59767,0.58608,1.62797,1.98612,0.36829,0.30695,0.43416
"Homalothecium sericeum",NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hordeum marinum",51,51,4,7,5.5,4,0,0,0,0,0,0,1,0,0,4.2,5.6,7,9,5.3,0.53981,0.51566,1.47585,1.83031,0.17204,0.30031,0.26738
"Hordeum murinum",60,60,3,7,5,5,0,0,0,0,0,0,1,0,0,3.4,6.5,6.8,8.1,5.7,0.80098,0.76713,1.29016,1.92909,0.75604,0.19458,0.52486
"Hornungia alpina",4,25,5,9,7,5,0,0,0,0,1,0,0,0,1,5.1,2.6,8.2,9.1,0.7,0.28944,0.288,1.40134,1.42104,0.01662,0.12984,0.17544
"Humulus lupulus",500,500,6,9,7.5,4,0,0,0,0,1,0,0,0,0,6.1,8,6.4,5.8,4.6,0.64654,0.34225,0.29153,1.40954,0.08123,0.18728,0.12294
"Hyacinthoides non-scripta",14,45,3,6,4.5,4,0,0,0,1,0,0,0,0,0,4.3,5.8,6,4.6,4.9,0.65235,0.17548,0.12498,1.32257,0.06017,0.1909,0.12357
"Hyoscyamus albus",80,80,1,12,6.5,12,0,0,0,0,1,0,1,0,0,2.8,9.3,7.6,8.2,6.4,0.80806,0.79825,1.35028,1.50282,0.83019,0.14068,0.59365
"Hyoscyamus niger",70,70,4,8,6,5,0,0,0,0,1,0,0,0,0,3.6,8.9,6.9,7.8,4.7,0.81266,0.79651,1.48377,1.88213,0.93229,0.13067,0.55628
"Hypecoum imberbe",5,40,2,7,4.5,6,0,0,0,0,0,0,1,0,0,2.5,5.4,5.6,8.6,6,0.83171,0.83171,2.11831,2.11492,0.56146,0.16585,0.7125
"Hypericum androsaemum",120,120,5,8,6.5,4,0,0,0,0,0,0,0,1,0,5.7,5.5,5.2,5,5.3,0.66845,0.19044,0.1396,1.3636,0.0212,0.19534,0.10359
"Hypericum hircinum",150,150,6,8,7,3,1,0,0,0,0,0,0,1,0,5.5,4.8,6,5.7,6.5,0.58931,0.30245,0.34443,1.36084,0.05061,0.20633,0.1025
"Hypericum humifusum",4,30,3,9,6,7,0,0,0,0,1,0,0,0,0,5.5,3.3,3.6,6.9,4.3,0.65185,0.56802,0.85812,1.75468,0.28845,0.25639,0.37893
"Hypericum linarifolium aggr.",30,80,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.5,1.5,2.1,6.8,5.3,0.44035,0.30182,0.88749,1.75112,0.18668,0.34138,0.25714
"Hypericum perforatum",110,110,4,10,7,7,0,0,0,0,1,0,0,0,0,3.7,4.3,5.9,6.9,4.6,0.55903,0.41538,0.65189,1.65181,0.43719,0.24279,0.21709
"Hypericum pulchrum",100,100,6,8,7,3,0,0,0,0,1,0,0,0,0,4.3,2.3,2.8,4.5,4.7,0.57041,0.23707,0.2758,1.41765,0.15874,0.23231,0.13231
"Hypericum richeri",50,50,6,9,7.5,4,0,0,0,0,1,0,0,0,0,4.9,4,7.2,6,2.5,0.3998,0.28693,0.64427,1.15705,0.09423,0.23156,0.08253
"Hypericum tetrapterum",120,120,5,9,7,5,0,0,0,0,1,0,0,0,0,6.4,5,6.1,7,4.1,0.49147,0.42227,0.90078,1.58386,0.5306,0.22728,0.13952
"Hypericum undulatum",120,120,7,9,8,3,0,0,0,0,1,0,0,0,0,6.4,2.9,4.2,8,4.3,0.44421,0.38725,1.13746,1.79721,0.32331,0.24167,0.14257
"Hypnum cupressiforme",NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypochaeris glabra",6,60,2,5,3.5,4,0,0,0,0,0,0,1,0,0,3,2,3.1,8.6,5.7,0.49702,0.46825,1.42549,1.99857,0.4756,0.32016,0.338
"Hypochaeris radicata",13,100,5,7,6,3,0,0,0,0,1,0,0,0,0,4.1,3.2,4.1,7.9,4.4,0.48868,0.46508,1.4426,2.04965,0.7278,0.33931,0.35628
"Iberis procumbens",15,30,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Illecebrum verticillatum",5,30,2,9,5.5,8,0,0,0,0,0,0,1,0,0,6,2.1,2.5,7.7,5.3,0.65797,0.64884,1.62482,1.95328,0.10379,0.19761,0.38726
"Inula conyzae",50,100,5,10,7.5,6,0,0,0,0,1,0,0,0,0,3.4,3.5,7.4,6.2,4.7,0.62429,0.25629,0.23446,1.41275,0.16264,0.23144,0.12545
"Inula montana",10,40,5,8,6.5,4,0,0,0,0,1,0,0,0,0,2.1,1.9,7.9,7.9,5.8,0.51578,0.39006,0.83297,1.7265,0.36601,0.40389,0.20698
"Ipomoea indica",1500,1500,2,10,6,9,1,0,0,1,1,0,0,0,0,5.3,7.2,7.1,7.5,8.1,NA,NA,NA,NA,NA,NA,NA
"Iris foetidissima",20,90,5,10,7.5,6,0,0,0,1,0,0,0,0,0,3.5,5.8,6.3,6.3,6.4,0.66674,0.20531,0.14165,1.33958,0.0291,0.20376,0.10957
"Iris latifolia",35,85,6,8,7,3,0,0,0,1,0,0,0,0,0,2.8,3.4,6.3,7.8,3.1,0.44599,0.40672,1.19438,1.84073,0.35082,0.34676,0.1708
"Iris pseudacorus",65,130,4,7,5.5,4,0,0,0,0,0,1,0,0,0,7.5,7.2,6.1,6.4,4.6,0.43652,0.30706,0.64261,1.53904,0.31288,0.16137,0.1152
"Isatis tinctoria",120,120,4,7,5.5,4,0,0,0,0,1,0,0,0,0,3,3.5,7.8,8.1,4.8,0.62073,0.55773,1.05738,1.76031,0.36863,0.23711,0.33892
"Jacobaea adonidifolia",30,70,6,9,7.5,4,0,0,0,0,1,0,0,0,0,2.9,2.1,4.2,7.7,3,0.45942,0.33882,0.71078,1.54827,0.23369,0.27115,0.14919
"Jacobaea aquatica",20,65,1,12,6.5,12,0,0,0,0,1,0,0,0,0,6.3,4.9,4.5,7.2,4.4,0.51855,0.49267,1.30349,2.00519,0.79441,0.34515,0.18391
"Jacobaea erratica",20,65,1,12,6.5,12,0,0,0,0,1,0,0,0,0,5.5,4.9,6.1,7.4,4.7,0.50455,0.46335,1.0504,1.79722,0.72327,0.3104,0.16017
"Jacobaea vulgaris",5,70,1,12,6.5,12,0,0,0,0,1,0,0,0,0,3.6,5.1,6.5,7.7,4.2,0.49579,0.46867,1.36306,1.85033,0.62791,0.29201,0.3217
"Jasione montana",5,60,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.8,1.8,3.2,7.3,4.6,0.44782,0.3493,0.82673,1.75079,0.32499,0.3099,0.30713
"Jasione sessiliflora",10,40,5,8,6.5,4,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juncus acutiflorus",19,118,5,10,7.5,6,0,0,0,0,1,0,0,0,0,6.6,3.5,4,8.3,4.2,0.45186,0.43436,1.56341,1.8543,0.82536,0.2779,0.16709
"Juncus articulatus",12,95,4,9,6.5,6,0,0,0,0,1,0,0,0,0,6.9,3.2,5.6,7.9,4.2,0.43858,0.43122,1.73217,1.90642,0.49253,0.35261,0.16045
"Juncus bufonius",1,45,3,9,6,7,0,0,0,0,0,0,1,0,0,5.7,4.3,4.2,7.2,4.3,NA,NA,NA,NA,NA,NA,NA
"Juncus bulbosus",3,35,3,9,6,7,0,0,0,0,1,0,0,0,0,7.4,2.9,3.8,7.1,4.3,0.23704,0.22334,1.32493,1.44568,0.13698,0.12985,0.14695
"Juncus capitatus",1.7,18,3,9,6,7,0,0,0,0,0,0,1,0,0,5.7,2.5,4.1,8.1,5.7,0.51397,0.50714,1.91512,2.06034,0.19538,0.22704,0.31317
"Juncus conglomeratus",45,75,5,9,7,5,0,0,0,0,1,0,0,0,0,6.2,3.9,4.1,7.5,4.1,0.49925,0.46208,1.22933,1.81698,0.75688,0.23816,0.16254
"Juncus effusus",25,128,6,9,7.5,4,0,0,0,0,1,0,0,0,0,6.3,4.3,4.1,6.9,4.3,0.50607,0.41411,0.8416,1.63395,0.47428,0.25096,0.15995
"Juncus inflexus",35,137,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6.2,4.8,7.5,7.6,4.5,0.47966,0.4556,1.28094,1.74859,0.76597,0.36154,0.12632
"Juncus subnodulosus",32,110,5,9,7,5,0,0,0,0,1,0,0,0,0,6.7,4.3,8.4,8.1,4.7,0.3431,0.32466,1.47797,1.65282,0.4407,0.17072,0.138
"Juncus tenageia",0.5,37,5,9,7,5,0,0,0,0,0,0,1,0,0,5.9,4.3,4,7.9,5.1,0.62683,0.61965,1.69354,1.89338,0.08741,0.20678,0.30595
"Kickxia elatine",60,60,6,11,8.5,6,0,0,0,0,0,0,1,0,0,3.8,5.1,6.7,7.4,5.3,0.81261,0.80387,1.64301,1.93454,0.52798,0.1794,0.72994
"Kickxia spuria",60,60,6,10,8,5,0,0,0,0,0,0,1,0,0,3.9,4.9,6.9,7.3,5.6,0.82685,0.82562,2.01491,2.02171,0.64495,0.17239,0.75038
"Klasea nudicaulis",60,60,5,7,6,3,0,0,0,0,1,0,0,0,0,2.9,2.2,8.6,8.4,3.8,0.49231,0.37051,0.99304,1.67316,0.27292,0.39193,0.18049
"Knautia arvensis",120,120,6,8,7,3,0,0,0,0,1,0,0,0,0,3.6,3.9,6.2,7.2,4.2,0.52269,0.47116,1.1242,1.93135,0.85876,0.19681,0.27698
"Knautia nevadensis",120,120,6,8,7,3,0,0,0,0,1,0,0,0,0,2.9,2.8,5.2,8.1,3.3,0.59425,0.35,0.39028,1.56019,0.28098,0.21818,0.15926
"Koeleria vallesiana",20.7,35.9,4,9,6.5,6,0,0,0,0,1,0,0,0,0,1.7,1.4,8.5,9.2,5.1,0.51032,0.40565,1.03868,1.75582,0.37519,0.40049,0.20785
"Lactuca saligna",20,95,6,9,7.5,4,0,0,0,0,0,0,1,0,0,3.2,5.7,7.6,8.6,6.1,0.65479,0.61702,1.26717,1.89608,0.53706,0.27004,0.39325
"Lactuca serriola",40,230,6,9,7.5,4,0,0,0,0,0,0,1,0,0,3.4,5.6,6.6,8.6,5.3,0.76525,0.73026,1.22636,1.78874,0.7034,0.16135,0.51807
"Lactuca tenerrima",10,65,5,8,6.5,4,0,0,1,0,0,0,0,0,0,2.6,4.7,7.7,8.8,6.1,NA,NA,NA,NA,NA,NA,NA
"Lactuca viminea",25,120,7,9,8,3,0,0,0,0,1,0,0,0,0,2.5,3.7,7,6.8,5.9,0.50821,0.39108,0.7011,1.46565,0.18266,0.2736,0.20625
"Lactuca virosa",30,250,6,9,7.5,4,0,0,0,0,1,0,1,0,0,3.2,7.4,7,7.5,5.7,0.71596,0.67692,1.05842,1.65087,0.71218,0.18565,0.41952
"Lagurus ovatus",2,93.5,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.4,4.7,6.1,8.3,6.9,0.61505,0.50532,0.90668,1.58834,0.18441,0.24714,0.36433
"Lamium album",20,40,5,9,7,5,0,0,0,0,1,0,0,0,0,4.4,8.7,6.1,6.3,4.1,0.6044,0.52396,0.8458,1.44474,0.64843,0.16995,0.28076
"Lamium amplexicaule",10,40,1,6,3.5,6,0,0,0,0,0,0,1,0,0,3.4,7.3,6.5,6.8,4.6,0.82332,0.81103,1.64432,2.05157,0.4633,0.168,0.75291
"Lamium galeobdolon aggr.",30,50,4,7,5.5,4,0,0,0,0,1,0,0,0,0,4.6,6,6.7,2,4.1,0.68851,0.1621,0.05682,1.30073,0.01259,0.1846,0.10299
"Lamium maculatum",18,50,2,10,6,9,0,0,0,0,1,0,0,0,0,5.1,7.8,6.9,5,4.3,0.65632,0.32528,0.25738,1.32526,0.12672,0.17802,0.13307
"Lamium purpureum aggr.",15,35,2,5,3.5,4,0,0,0,0,0,0,1,0,0,4.2,7.3,6.9,7.2,4.2,0.81299,0.76483,1.09209,1.84162,0.41616,0.14633,0.71443
"Laphangium luteoalbum",8,70,1,12,6.5,12,0,0,0,0,0,0,1,0,0,5.8,3.7,5,7.6,5.1,0.58863,0.56948,1.46587,1.88917,0.25747,0.27864,0.30762
"Lapsana communis",30,100,5,8,6.5,4,0,0,0,0,0,0,1,0,0,4.5,7.5,5.9,4.6,4.6,0.72781,0.47089,0.36365,1.47514,0.21383,0.17215,0.37071
"Laserpitium latifolium",80,100,6,7,6.5,2,0,0,0,0,1,0,0,0,0,4,4.3,7.7,6.2,3.9,0.55766,0.26402,0.32572,1.41434,0.17467,0.22393,0.11135
"Lathyrus angulatus",75,75,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.2,2.9,4.5,7.8,6.4,0.44694,0.39072,1.14388,1.92186,0.63004,0.3,0.2396
"Lathyrus aphaca",60,60,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.1,4.1,7.1,6.8,5.3,0.69324,0.47937,0.47498,1.61524,0.30006,0.21535,0.33927
"Lathyrus cicera",100,100,3,7,5,5,0,0,0,0,0,0,1,0,0,2.9,5.8,6.5,7.6,6.5,0.78618,0.71593,0.98516,1.64799,0.50002,0.22411,0.43722
"Lathyrus hirsutus",80,80,5,7,6,3,0,0,0,0,0,0,1,0,0,3.5,4.7,7.3,6.9,5.1,0.66182,0.59822,1.02192,1.76441,0.61441,0.23274,0.38821
"Lathyrus latifolius",200,200,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.2,4.1,8.3,7.1,6,0.59718,0.32987,0.37035,1.51813,0.3093,0.23598,0.14722
"Lathyrus linifolius",15,60,3,7,5,5,0,0,0,1,1,0,0,0,0,4.1,2.8,3.6,4.9,4.2,0.61908,0.21451,0.17806,1.40893,0.13006,0.21394,0.142
"Lathyrus nissolia",70,70,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.6,4.1,6.4,7.5,5.6,0.58174,0.52213,1.07167,1.9173,0.75982,0.26492,0.28153
"Lathyrus pratensis",70,70,5,9,7,5,0,0,0,0,1,0,0,0,0,5,5.8,6.6,6.6,4.2,0.5255,0.48932,1.2033,1.84675,0.96737,0.17488,0.26384
"Lathyrus sphaericus",50,50,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.2,3.1,6.8,7.2,6.2,0.64953,0.48279,0.60974,1.69504,0.34117,0.24387,0.29725
"Lathyrus sylvestris",200,200,7,8,7.5,2,0,0,0,0,1,0,0,0,0,3.7,3.3,6.7,6.6,4.7,0.61037,0.31591,0.33478,1.43703,0.23653,0.19977,0.16942
"Laurus nobilis",500,1000,2,4,3,3,0,0,0,0,0,0,0,1,0,4.2,4.2,5.6,4.3,6.3,0.68391,0.14543,0.0801,1.3317,0.00425,0.23391,0.10354
"Lavatera arborea",200,300,3,8,5.5,6,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lavatera cretica",20,200,3,7,5,5,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leersia oryzoides",50,170,7,16,11.5,10,0,0,0,0,1,0,0,0,0,8,7.9,6.3,7.7,4.5,0.46541,0.45127,1.35521,1.55716,0.14809,0.1082,0.19328
"Legousia hybrida",10,30,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.4,4.4,7.3,7.4,5.8,0.84331,0.78931,1.0445,1.96609,0.48671,0.19684,0.62025
"Legousia scabra",20,90,5,7,6,3,0,0,0,0,0,0,1,0,0,2.7,2.9,5.6,7.6,6.3,NA,NA,NA,NA,NA,NA,NA
"Leontodon hispidus",10,60,6,8,7,3,0,0,0,0,1,0,0,0,0,4.1,4.6,6.2,7.5,3.9,0.48652,0.45691,1.28523,1.85509,0.77703,0.22744,0.25197
"Leontodon saxatilis aggr.",6,30,3,11,7,9,0,0,0,0,1,0,1,0,0,5,5,6.3,7.9,4.9,0.47811,0.46357,1.62383,2.01314,0.46309,0.37339,0.32819
"Leontodon tingitanus",15,25,1,12,6.5,12,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leopoldia comosa",20,60,3,6,4.5,4,0,0,0,1,0,0,0,0,0,3,5.2,6.7,7.4,5.8,0.64448,0.47956,0.60096,1.65878,0.35645,0.25674,0.28756
"Lepidium campestre",20,50,4,7,5.5,4,0,0,0,0,0,0,1,0,0,3.4,5.8,7.1,7.4,4.4,0.63245,0.57236,0.98388,1.66659,0.56065,0.23159,0.33953
"Lepidium coronopus",30,30,4,9,6.5,6,0,0,0,0,1,0,1,0,1,4.3,7,6.8,8,5.5,0.75107,0.75107,2.35667,2.35667,0.96313,0.22755,0.52673
"Lepidium didymum",45,45,2,9,5.5,8,1,0,0,0,1,0,1,0,0,4.2,7,6.2,9,5.6,0.79179,0.78657,1.79526,2.03948,1.22867,0.16296,0.59037
"Lepidium draba",10,55,3,7,5,5,0,0,0,0,1,0,0,0,0,3,5.3,7.6,7.7,5.3,0.75184,0.72654,1.3537,1.85024,0.717,0.18024,0.48387
"Lepidium heterophyllum",15,45,4,6,5,3,0,0,0,0,1,0,0,0,0,4.1,5.5,5.6,7.8,5.2,0.49444,0.49,2.04354,2.05442,0.7571,0.3,0.41176
"Lepidium ruderale",10,30,5,8,6.5,4,0,0,0,0,0,0,1,0,0,3.5,6.4,6.7,8.6,4.9,0.77543,0.76911,1.83721,2.18343,0.97247,0.17553,0.52645
"Lepidium virginicum",30,50,5,7,6,3,1,0,0,0,1,0,1,0,0,3.5,5.9,6.2,8.1,5.2,0.75896,0.75896,1.97059,1.97059,1.19565,0.16061,0.49091
"Leucanthemopsis flaveola",5,36,5,8,6.5,4,0,0,0,0,1,0,0,0,0,2.3,1.2,2.7,7.8,3.6,NA,NA,NA,NA,NA,NA,NA
"Leucanthemopsis pulverulenta",10,30,4,6,5,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.275,0.25714,1.61465,1.61465,0.20761,0.31724,0.14
"Leucanthemum ircutianum aggr.",10,60,5,8,6.5,4,0,0,0,0,1,0,0,0,0,4,4.2,5.9,7.1,4.1,NA,NA,NA,NA,NA,NA,NA
"Leucanthemum pallens",25,60,6,8,7,3,0,0,0,0,1,0,0,0,0,3,1.7,7.9,7.7,5.3,0.6253,0.25982,0.26623,1.48705,0.17723,0.27515,0.14141
"Leucanthemum vulgare",15,70,6,8,7,3,0,0,0,0,1,0,0,0,0,4,4.3,6.1,7.4,4.1,NA,NA,NA,NA,NA,NA,NA
"Ligusticum lucidum",150,150,6,9,7.5,4,0,0,0,0,1,0,0,0,0,3.2,2.8,8.8,7,2.9,0.47213,0.32047,0.6351,1.45362,0.15984,0.25433,0.13333
"Lilium martagon",60,180,6,8,7,3,0,0,0,1,0,0,0,0,0,4.4,5.5,7.3,4,3.8,0.66606,0.14252,0.06579,1.27372,0.02245,0.19052,0.10146
"Linaria amethystea",3,38,2,9,5.5,8,0,0,0,0,0,0,1,0,0,2.4,6,5.2,8.1,5.2,0.405,0.405,2.27572,2.27572,0.71557,0.36,0.2619
"Linaria angustissima",35,90,5,10,7.5,6,0,0,0,0,1,0,0,0,0,2.6,3.8,7.8,8.5,5.4,0.4663,0.41395,1.01626,1.78527,0.28468,0.32442,0.20909
"Linaria badalii",6,40,4,8,6,5,0,0,0,0,0,0,1,0,0,2.4,2.8,7.1,8.1,3.9,0.60667,0.60667,1.53043,1.53043,0.26096,0.18667,0.43333
"Linaria bipunctata",1,25,4,7,5.5,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria elegans",15,45,4,8,6,5,0,0,0,0,0,0,1,0,0,2.1,1.8,3.2,8.8,4.2,0.36923,0.34231,1.36459,1.82591,0.40973,0.30741,0.23462
"Linaria polygalifolia",6,45,3,11,7,9,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linaria saxatilis",7,50,4,9,6.5,6,0,0,1,0,0,0,0,0,0,2.4,1.8,3.2,8.1,3.3,0.34706,0.31765,1.2448,1.53804,0.21614,0.28065,0.18286
"Linaria spartea",15,55,2,6,4,5,0,0,0,0,0,0,1,0,0,2.4,4.9,4.2,8.1,5.2,0.44353,0.37701,0.99368,1.85318,0.55275,0.29205,0.24118
"Linaria supina",5,30,3,9,6,7,0,0,0,0,1,0,1,0,0,2.6,2.3,5.8,8.1,5.2,0.55683,0.50913,1.14822,1.71186,0.30079,0.27269,0.34305
"Linaria triornithophora",50,130,3,9,6,7,0,0,0,0,1,0,0,0,0,3.6,2.3,2.7,7.8,5.3,0.67647,0.14545,0.0816,1.36862,0.01231,0.2,0.10278
"Lindernia dubia",5,25,6,9,7.5,4,1,0,0,0,0,0,1,0,0,6.7,6.9,6.4,9.1,5.5,0.82179,0.82179,1.87832,1.87832,0.03598,0.16282,0.45974
"Linum bienne",10,70,3,8,5.5,6,0,0,0,0,1,0,0,0,0,3.3,4.7,6.6,7.7,5.9,0.5661,0.53566,1.39375,1.95815,0.54749,0.28323,0.29891
"Linum catharticum",4,40,4,10,7,7,0,0,0,0,0,0,1,0,0,4.7,2.3,6.5,7,4.2,0.4704,0.45673,1.59559,1.93277,0.80267,0.29395,0.18426
"Linum strictum",7,45,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.3,2.8,7.2,8.9,6.8,NA,NA,NA,NA,NA,NA,NA
"Lipandra polysperma",10,60,7,10,8.5,4,0,0,0,0,0,0,1,0,1,4.9,8.3,6.1,6.8,4.5,0.78385,0.77662,1.62364,1.82775,0.50652,0.16602,0.65144
"Lithospermum officinale",90,90,4,6,5,3,0,0,0,0,1,0,0,0,0,4.1,5.6,7.7,5.8,4.4,0.57768,0.35191,0.46781,1.4459,0.2298,0.23027,0.1503
"Lolium multiflorum",120,120,3,6,4.5,4,0,0,0,0,0,0,1,0,0,4.3,7.4,6.7,7.4,5.3,0.68503,0.6731,1.58067,1.93559,0.76966,0.22465,0.52218
"Lolium perenne",60,60,4,9,6.5,6,0,0,0,0,1,0,0,0,0,4.2,6.7,6.2,7.9,4.3,0.56333,0.55394,1.72195,2.16326,1.07172,0.43309,0.38415
"Lolium rigidum",100,100,3,9,6,7,0,0,0,0,0,0,1,0,0,3,5.5,6.4,7.9,5.8,0.7887,0.74831,1.24428,1.88993,0.48175,0.20016,0.50409
"Lolium temulentum",100,100,3,6,4.5,4,0,0,0,0,0,0,1,0,0,4,5.7,7.6,7.1,5.3,0.84821,0.84112,1.8492,2.05439,0.44916,0.15417,0.78325
"Lonicera japonica",100,400,4,12,8,9,1,0,0,0,0,0,0,1,0,4.8,7.3,5.4,3.2,6.7,0.64444,0.26133,0.28657,1.37387,0.08553,0.18533,0.13243
"Lonicera periclymenum",300,500,6,7,6.5,2,0,0,0,0,0,0,0,1,0,4.7,4.6,3.3,5.3,4.1,0.67426,0.15507,0.09758,1.28522,0.01809,0.19605,0.11821
"Lotus corniculatus",50,50,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.8,3.5,6.6,7.2,3.9,0.4995,0.45471,1.13703,1.80119,0.66561,0.27734,0.25548
"Lotus glareosus",11,35,6,8,7,3,0,0,0,0,1,0,0,0,0,2.4,1.8,3.2,8.1,5.8,0.4598,0.33846,0.80095,1.7218,0.34789,0.39706,0.21313
"Lotus hispidus",40,40,3,10,6.5,8,0,0,0,0,0,0,1,0,0,2.4,1.8,2.2,8.1,4.6,0.50567,0.50049,1.7349,1.91366,0.28296,0.24794,0.28138
"Lotus parviflorus",30,30,4,6,5,3,0,0,0,0,0,0,1,0,0,3.7,3.7,5.7,9.2,6.8,0.47931,0.45778,1.66378,1.95295,0.33825,0.33298,0.26484
"Lotus pedunculatus",23,120,3,8,5.5,6,0,0,0,0,1,0,0,0,0,6.5,4.4,5.1,6.8,4.2,0.49939,0.48542,1.58941,1.9066,0.87022,0.26373,0.20082
"Lotus subbiflorus",60,60,5,9,7,5,0,0,0,0,0,0,1,0,0,2.6,2.3,4.8,8.6,6.3,NA,NA,NA,NA,NA,NA,NA
