"SIVIMID","Relevé.number","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Sintaxon","Alliance.original","Alliance.revised","Class.Mucina","Class.Twinspan","Semisupervised"
"T-P36766",1697,"V32","",0,6,1993,-7.547761139,42.58045993,"1 - UTM1x1 + Elevation",400,"Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P23994",236,"V39","",NA,2,1986,-7.023324777,42.38221689,"3 - UTM10x10 + Elevation",960,"Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P36765",942,"V32","E",10,8,1993,-7.611721567,42.48966563,"1 - UTM1x1 + Elevation",340,"Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P23997",238,"V39","W",70,1,1986,-6.831084897,42.3365878,"3 - UTM10x10 + Elevation",1040,"Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P12299",1516,"V15","",NA,20,1988,-6.405934069,42.95511277,"3 - UTM10x10 + Elevation",1150,"Aperetalia spicae-venti","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P12298",1515,"V11","",NA,25,1988,-6.397575147,42.89233314,"3 - UTM10x10 + Elevation",910,"Aperetalia spicae-venti","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P24011",1211,"V15","SE",3,40,1986,-6.900602278,42.40087127,"3 - UTM10x10 + Elevation",500,"Aphanion arvensis","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P21810",498,"V39","",NA,10,1981,-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100,"Arction","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P21812",499,"V39","",NA,30,1981,-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890,"Arction","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P20410",469,"V","SE",NA,20,1972,-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14821",172,"R55","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P20420",479,"V","S",NA,20,1972,-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14818",170,"R55","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P17226",850,"V","",NA,20,1975,-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17222",846,"V","",NA,20,1975,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20414",473,"V","S",NA,20,1972,-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20408",467,"V","N",NA,10,1972,-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20407",466,"V38","SW",NA,10,1972,-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17227",851,"R","",NA,20,1975,-8.678874459,42.29219622,"3 - UTM10x10 + Elevation",70,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17219",843,"V38","",NA,10,1975,-8.813848245,42.33582066,"3 - UTM10x10 + Elevation",20,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14814",169,"S32","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",370,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P14823",174,"R55","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P17229",853,"V38","",NA,20,1975,-8.80319532,42.32555992,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17228",852,"V39","",NA,20,1975,-8.716223267,42.3029373,"3 - UTM10x10 + Elevation",180,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14808",168,"?","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P20413",472,"R","NE",NA,20,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14820",171,"R55","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P14822",173,"R","",NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P20411",470,"V","NW",NA,20,1972,-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17223",847,"V","",NA,20,1975,-8.808852256,42.33427436,"3 - UTM10x10 + Elevation",70,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17230",854,"R55","",NA,20,1975,-8.797375012,42.31505309,"3 - UTM10x10 + Elevation",150,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20415",474,"R","SE",NA,20,1972,-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17225",849,"R55","",NA,20,1975,-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17220",844,"V","",NA,10,1975,-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17218",842,"V","",NA,20,1975,-8.654418308,42.42483896,"3 - UTM10x10 + Elevation",15,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20417",476,"V38","N",NA,20,1972,-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20418",477,"R55","SW",NA,20,1972,-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20409",468,"V15","E",NA,20,1972,-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20419",478,"R","SW",NA,15,1972,-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17232",856,"V39","",NA,20,1975,-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17224",848,"V39","",NA,20,1975,-8.805710967,42.30022692,"3 - UTM10x10 + Elevation",80,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P17221",845,"V","",NA,20,1975,-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20412",471,"V","W",NA,20,1972,-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20416",475,"V39","S",NA,20,1972,-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P20406",465,"V38","NE",NA,20,1972,-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P14816",1135,"R55",NA,NA,NA,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",383,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Paspalo-Agrostion semiverticillati","Bidentetea","Bidentetea",0
"T-P17231",855,"R55","",NA,15,1975,-8.730457271,42.21940638,"3 - UTM10x10 + Elevation",50,"Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P27823",1612,"V15","",NA,NA,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920,"Asociación Caucalis lappula-Neslia apiculata","Caucalidion","Scleranthion annui","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27824",1613,"V15","",NA,NA,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",950,"Asociación Caucalis lappula-Neslia apiculata","Caucalidion","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27802",1606,"V37","",NA,NA,1958,-6.609383,42.57610299,"3 - UTM10x10 + Elevation",500,"Asociación de Amaranthus hybridus-Chenopodium polyspermum","Oxalidion europaeae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P27792",1596,"V15","NW",NA,NA,1958,-7.102387365,43.54446253,"3 - UTM10x10 + Elevation",30,"Asociación de Chrysanthemum segetum-Oxalis violacea","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27793",1597,"V15","",NA,NA,1958,-7.035350671,43.54145038,"3 - UTM10x10 + Elevation",30,"Asociación de Chrysanthemum segetum-Oxalis violacea","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27789",1593,"V15","",NA,NA,1958,-6.447233707,43.51570587,"3 - UTM10x10 + Elevation",230,"Asociación de Chrysanthemum segetum-Oxalis violacea","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P27791",1595,"V15","",NA,NA,1958,-7.109184347,43.53521498,"3 - UTM10x10 + Elevation",30,"Asociación de Chrysanthemum segetum-Oxalis violacea","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27790",1594,"V15","",NA,NA,1958,-7.051431785,43.52287457,"3 - UTM10x10 + Elevation",30,"Asociación de Chrysanthemum segetum-Oxalis violacea","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P27785",904,"V37","",NA,NA,1958,-5.759650737,43.00404411,"4 - UTM10x10 + Centroid",1401,"Asociación de Hordeum murinum-Bromus sterilis","Hordeion murini","Sisymbrion officinalis","Sisymbrietea","Polygono-Poetea annuae",0
"T-P27856",527856,"R36","",NA,1,1958,-4.959616909,43.26997869,"3 - UTM10x10 + Elevation",1050,"Asociación de Juncus inflexus-Mentha longifolia","Mentho longifoliae-Juncion inflexi","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"T-P27801",1605,"V15","",NA,NA,1958,-5.821635631,43.04485809,"3 - UTM10x10 + Elevation",640,"Asociación de Lamium dissectum-Panicum crus-galli","Oxalidion europaeae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P27800",1604,"V15","S",2,NA,1958,-5.137193516,43.41446604,"3 - UTM10x10 + Elevation",215,"Asociación de Lamium dissectum-Panicum crus-galli","Oxalidion europaeae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P27799",1603,"V15","",NA,NA,1958,-5.122336609,43.34270979,"3 - UTM10x10 + Elevation",200,"Asociación de Lamium dissectum-Panicum crus-galli","Oxalidion europaeae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P27807",1607,"V15","S",2,NA,1958,-6.222917172,42.59484247,"3 - UTM10x10 + Elevation",1090,"Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Scleranthion annui","Papaveretea rhoeadis","Papaveretea rhoeadis",1
"T-P27808",1608,"V15","",NA,NA,1958,-6.282723413,42.5733329,"3 - UTM10x10 + Elevation",1070,"Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Scleranthion annui","Papaveretea rhoeadis","Papaveretea rhoeadis",1
"T-P27842",527842,"R36","",NA,1,1958,-5.027314478,43.30481564,"3 - UTM10x10 + Elevation",660,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"S-P18276",418276,"R36","",NA,20,1974,-5.876993334,43.28298755,"1 - UTM1x1 + Elevation",150,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"S-P18271",1961,"V35","",NA,20,1974,-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"S-P18272",1962,"V35","E",30,20,1974,-5.920125607,43.1540368,"1 - UTM1x1 + Elevation",850,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"T-P27838",2115,"V35","",NA,2,1958,-5.004129257,43.27460978,"3 - UTM10x10 + Elevation",1050,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"S-P18274",1963,"V35","",NA,30,1974,-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",540,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P27839",2116,"V35","",NA,1,1958,-6.715006681,43.56492917,"3 - UTM10x10 + Elevation",10,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P27837",2114,"V35","",NA,1,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"T-P27840",2117,"V35","",NA,NA,1958,-5.658685532,43.53317989,"3 - UTM10x10 + Elevation",20,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P30422",530422,"R36","",NA,NA,1968,-5.971810968,42.99787107,"4 - UTM10x10 + Centroid",1509,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"S-P18277",1964,"V37","N",20,25,1974,-5.969519298,43.15816686,"1 - UTM1x1 + Elevation",490,"Asociación de Lolium perenne-Plantago major","Potentillion anserinae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P27870",906,"V38","",NA,NA,1958,-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960,"Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P27869",905,"V38","",NA,NA,1958,-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950,"Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P27834",2113,"V34","",NA,1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"Asociación de Plantago coronopus-Trifolium fragiferum","Potentillion anserinae","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",1
"T-P27851",2118,"V35","",NA,NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Asociación de Spergularia rubra-Amaranthus deflexus","Scleranthion annui","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P27852",2119,"V35","",NA,NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Asociación de Spergularia rubra-Amaranthus deflexus","Scleranthion annui","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P11635",511635,"R57","N",36,50,1988,-5.733135038,42.93175151,"3 - UTM10x10 + Elevation",1540,"Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09654",509654,"R57","",NA,8,1987,-7.117789472,42.60035186,"3 - UTM10x10 + Elevation",1450,"Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P19748",419748,"R57","N",36,50,2001,-5.708021421,42.91794165,"3 - UTM10x10 + Elevation",1540,"Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24581",324581,"R57","NW",10,8,2012,-6.754985079,42.28148099,"1 - UTM1x1 + Elevation",1800,"Asphodelo arrondeaui-Epilobietum angustifolii","Epilobion angustifolii","Epilobion angustifolii","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P07852",1037,"V15","",NA,NA,1953,-4.116472128,42.87622565,"4 - UTM10x10 + Centroid",999.5,"Associació-Desconeguda","Unknown","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P33439",344,"V32","",NA,NA,2003,-2.527514949,42.57798446,"3 - UTM10x10 + Elevation",540,"Associació-Desconeguda","Unknown","Dauco-Melilotion","Artemisietea vulgaris","Epilobietea angustifolii",0
"R-P23786",215,"V39","W",30,100,1986,-6.748331028,42.25108404,"1 - UTM1x1 + Elevation",1480,"Associació-Desconeguda","Unknown","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P07768",207768,"R36","",NA,10,1953,-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Associació-Desconeguda","Unknown","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Poetea annuae",0
"Q-P07769",207769,"R36","",NA,10,1953,-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Associació-Desconeguda","Unknown","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Poetea annuae",0
"Q-P07770",207770,"R36","",NA,10,1953,-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Associació-Desconeguda","Unknown","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Poetea annuae",0
"Q-P07782",207782,"R55","",NA,25,1953,-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36,"Associació-Desconeguda","Unknown","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Poetea annuae",0
"Q-P07737",1028,"V15","",NA,NA,1953,-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40,"Associació-Desconeguda","Unknown","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
