SIVIMID,Relevé.number,NMDS1,NMDS2,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,EUNIS2020,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,Twinspan,Twinspan2,EUNIS_REVISED,PriorCluster
P-P22137,122137,-0.118900198,-0.045454158,Allio vineale-Ranunculetum sardoi,NA,NA,30TXP41,30TXP4917,6269,2,"France, Pyrenées-Atlantiques, Bidache, la Barthe",FR,ATL_COAST,N_DUNES,95,,0,1000,9215,"Lazare, J.J.",2005,Miscellanées phytosociologiques.,J. Bot. Soc. Bot. France 31:, R     ,No forest,-1.253257937,43.43190397,3 - UTM10x10 + Elevation,2,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,V15 Weeds of rich soils,V15 Winter weeds of rich soils,,0
Q-P02778,202778,0.529081405,-0.167148876,Oxalido-Parietarietum,137,14078,30TVP41,,6271,NA,Langre (Santander),,ATL_COAST,N_DUNES,NA,,NA,40,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02779,202779,0.289734753,-0.116940031,Oxalido-Parietarietum,145,12079,30TVP31,,6272,NA,Santander,,ATL_COAST,N_DUNES,NA,,NA,20,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-3.821186692,43.46727446,4 - UTM10x10 + Centroid,21,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02780,202780,0.149265397,-0.086034742,Oxalido-Parietarietum,140,13149,30TVP21,,6270,NA,Liengres (Santander),,ATL_COAST,N_DUNES,NA,,NA,20,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", H32d  ,No forest,-3.907740505,43.45562794,4 - UTM10x10 + Centroid,32,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02781,202781,0.55466416,-0.173511838,Oxalido-Parietarietum,139,13435,30TVP10,,6273,NA,Santillana del Mar (Santander),,ATL_COAST,N_DUNES,NA,,NA,50,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-4.047456892,43.39183754,4 - UTM10x10 + Centroid,49,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02782,202782,0.182947872,-0.149795557,Oxalido-Parietarietum,145,12079,30TVP31,,6274,NA,Playa del Sardinero (Santander),,ATL_COAST,N_DUNES,NA,,NA,10,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", V     ,No forest,-3.821186692,43.46727446,4 - UTM10x10 + Centroid,21,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02783,202783,0.175290149,-0.166587705,Oxalido-Parietarietum,102,11203,30TVN26,,6275,NA,Piquio (Santander),,ATL_COAST,N_DUNES,NA,,NA,10,93,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", V15   ,No forest,-3.919741838,43.03362154,4 - UTM10x10 + Centroid,839,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02785,202785,0.305299118,-0.023467616,Centrantho-Hypericetum hircini,122,15444,30TWN68,,6277,NA,Cestona (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,20,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-2.198835209,43.21460969,4 - UTM10x10 + Centroid,313,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02786,202786,0.299725917,-0.031528378,Centrantho-Hypericetum hircini,122,15444,30TWN68,,6278,NA,De Zumaya a Cestona (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,10,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-2.198835209,43.21460969,4 - UTM10x10 + Centroid,313,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02787,202787,0.515687091,-0.161873229,Centrantho-Hypericetum hircini,108,14945,30TWN58,,6279,NA,Arrona (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,10,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", Sa    ,No forest,-2.32194203,43.2154056,4 - UTM10x10 + Centroid,348,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02788,202788,0.337782025,0.004549994,Centrantho-Hypericetum hircini,138,16126,30TWN69,,6280,NA,Zarauz (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,10,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-2.204357764,43.28045619,4 - UTM10x10 + Centroid,82,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02789,202789,0.321244825,-0.02840481,Centrantho-Hypericetum hircini,138,16126,30TWN69,,6281,NA,Guetaria (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,10,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", H32d  ,No forest,-2.204357764,43.28045619,4 - UTM10x10 + Centroid,82,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02790,202790,0.399898555,-0.10195545,Centrantho-Hypericetum hircini,138,16126,30TWN69,,6282,NA,De Meagas a Zumaya (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,10,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.", H32d  ,No forest,-2.204357764,43.28045619,4 - UTM10x10 + Centroid,82,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02791,202791,0.300645312,-0.093111032,Centrantho-Hypericetum hircini,122,15444,30TWN68,,6283,NA,De Cestona a Aizarnazábal (Guipúzcoa),,ATL_COAST,N_DUNES,NA,,NA,20,772,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-2.198835209,43.21460969,4 - UTM10x10 + Centroid,313,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P02792,202792,0.410795566,-0.185242317,Cymbalario-Trachelietum caerulei,137,20371,29TNH24,,6284,NA,Catedral de Santiago de Compostela (Coruña),,ATL_COAST,N_DUNES,NA,,NA,50,1582,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-8.693960952,42.8571451,4 - UTM10x10 + Centroid,202,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,U37 Walls,U37 Walls,U37,3
Q-P02793,202793,0.490456325,-0.207392372,Cymbalario-Trachelietum caerulei,137,20371,29TNH24,,6285,NA,Facultad de Farmacia de Santiago de Compostela (Coruña),,ATL_COAST,N_DUNES,NA,,NA,50,1582,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-8.693960952,42.8571451,4 - UTM10x10 + Centroid,202,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,U37 Walls,U37 Walls,U37,3
Q-P02794,202794,0.20887102,-0.139605395,Cymbalario-Trachelietum caerulei,131,19441,29TNH25,,6286,NA,"Carretera de Portomouro, Santiago (Coruña)",,ATL_COAST,N_DUNES,NA,,NA,100,1582,"Rivas Martínez, S.",1969,Vegetatio Hispaniae. Notula I.," Publ. Inst. Biol. Apl., XLVI: 5-34.",      ?,No forest,-8.693537785,42.9471732,4 - UTM10x10 + Centroid,275,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,U37 Walls,U37 Walls,U37,3
Q-P07031,207031,0.232000561,-0.139018038,Parietarietum judaicae,140,12408,30TUP80,,27655,NA,La Barquera,ES,ATL_COAST,N_DUNES,NA,,NA,10,2048,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217,      ?,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P07039,207039,0.213384275,-0.085768385,Parietarietum judaicae,140,12408,30TUP80,,27656,NA,La Barquera,ES,ATL_COAST,N_DUNES,NA,,NA,10,2048,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217,      ?,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,U37 Walls,U37 Walls,U37,3
Q-P07041,207041,0.056115471,0.003079873,Sisymbrio officinalis-Hordeetum murini,140,12408,30TUP80,,27678,NA,El Rosal,ES,ATL_COAST,N_DUNES,NA,,NA,10,753,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, V32   ,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis,V37 Annual ruderals,V37 Annual ruderals,V37,7
Q-P07045,207045,-0.080976528,-0.356758449,Oxalidi latifoliae-Veronicetum persicae,140,12408,30TUP80,,27657,NA,Abaño,ES,ATL_COAST,N_DUNES,NA,,NA,20,2036,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, V37   ,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07112,207112,-0.115723441,0.075156712,Lolio-Plantaginetum majoris,142,12380,30TUP90,,27844,NA,Oyambre,ES,ATL_COAST,N_DUNES,NA,,NA,4,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R     ,No forest,-4.296413727,43.37119587,4 - UTM10x10 + Centroid,58,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P07114,207114,-0.15388073,0.058698675,Lolio-Plantaginetum majoris,142,12380,30TUP90,,27845,NA,Jerra,ES,ATL_COAST,N_DUNES,NA,,NA,1,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R36   ,No forest,-4.296413727,43.37119587,4 - UTM10x10 + Centroid,58,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P07115,207115,-0.15404708,0.074447745,Lolio-Plantaginetum majoris,142,12380,30TUP90,,27846,NA,Oyambre,ES,ATL_COAST,N_DUNES,NA,,NA,1,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R36   ,No forest,-4.296413727,43.37119587,4 - UTM10x10 + Centroid,58,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P07116,207116,-0.19900829,0.073655951,Lolio-Plantaginetum majoris,140,12408,30TUP80,,27847,NA,Abaño,ES,ATL_COAST,N_DUNES,NA,,NA,4,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R36   ,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,R36,1
Q-P07118,207118,-0.149406786,0.117681134,Lolio-Plantaginetum majoris,140,12408,30TUP80,,27848,NA,El Rosal,ES,ATL_COAST,N_DUNES,NA,,NA,2,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R     ,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P07119,207119,-0.124534738,0.071672885,Lolio-Plantaginetum majoris,140,12408,30TUP80,,27849,NA,El Rosal,ES,ATL_COAST,N_DUNES,NA,,NA,2,236,"Aedo Perez, Carlos",1985,Estudio de la flora y vegetación de la comarca de San Vicente de la Barquera (Cantabria)., Memoria de Licenciatura. Universidad de Oviedo. 217, R36   ,No forest,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P07736,207736,-0.184117566,-0.348045917,Associació-Desconeguda,132,11189,29TPJ52,,27721,NA,Zona de cereales de Castropol,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V     ,No forest,-7.089128404,43.53843902,4 - UTM10x10 + Centroid,40,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
Q-P07737,207737,-0.162842799,-0.127356621,Associació-Desconeguda,132,11189,29TPJ52,,27722,NA,Zona de cereales de Castropol,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V15   ,No forest,-7.089128404,43.53843902,4 - UTM10x10 + Centroid,40,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P07763,207763,-0.034532058,-0.055003149,Associació-Desconeguda,137,14078,30TVP41,,27610,NA,Carriazo,ES,ATL_COAST,N_DUNES,NA,,NA,100,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V37   ,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07764,207764,-0.010069147,-0.042597261,Associació-Desconeguda,137,14078,30TVP41,,27611,NA,Carriazo,ES,ATL_COAST,N_DUNES,NA,,NA,100,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V15   ,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07765,207765,-0.025778214,-0.023935648,Associació-Desconeguda,137,14078,30TVP41,,27612,NA,Carriazo,ES,ATL_COAST,N_DUNES,NA,,NA,100,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V37   ,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07766,207766,-0.028872903,-0.030605158,Associació-Desconeguda,137,14078,30TVP41,,27613,NA,Carriazo,ES,ATL_COAST,N_DUNES,NA,,NA,100,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V37   ,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07767,207767,-0.026652885,-0.038327654,Associació-Desconeguda,137,14078,30TVP41,,27614,NA,Carriazo,ES,ATL_COAST,N_DUNES,NA,,NA,100,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V37   ,No forest,-3.665204511,43.46129774,4 - UTM10x10 + Centroid,43,NA,NA,NA,NA,NA,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
Q-P07847,207847,-0.292635698,-0.244025778,Associació-Desconeguda,139,13435,30TVP10,,27746,NA,Estación de Torrelavega,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V     ,No forest,-4.047456892,43.39183754,4 - UTM10x10 + Centroid,49,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P07849,207849,-0.073066758,0.159993841,Associació-Desconeguda,94,7976,30TVN04,,27748,NA,Parte occidental de Mataporquera,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V15   ,No forest,-4.116472128,42.87622565,4 - UTM10x10 + Centroid,999.5,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P07850,207850,0.125000044,-0.1292837,Associació-Desconeguda,94,7976,30TVN04,,27704,NA,Parte occidental de Mataporquera,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V     ,No forest,-4.116472128,42.87622565,4 - UTM10x10 + Centroid,999.5,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P07851,207851,0.120106998,-0.112538592,Associació-Desconeguda,94,7976,30TVN04,,27705,NA,Parte occidental de Mataporquera,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V15   ,No forest,-4.116472128,42.87622565,4 - UTM10x10 + Centroid,999.5,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P07852,207852,0.170690049,-0.123103258,Associació-Desconeguda,94,7976,30TVN04,,27706,NA,Parte occidental de Mataporquera,ES,ATL_COAST,N_DUNES,NA,,NA,NA,0,"Guinea López, Emilio",1953,Geografia botánica de Santander., Publicaciones diputación provincial de Santander. 412, V15   ,No forest,-4.116472128,42.87622565,4 - UTM10x10 + Centroid,999.5,NA,NA,NA,NA,NA,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P08150,208150,-0.240722442,-0.063589061,Polycarpo tetraphylli-Coronopodetum squamati,145,NA,29TNF35,29TNF3853,6398,40,Miradouro do Garajau,PT,ATL_COAST,N_DUNES,NA,,NA,1,5639,"Costa, J.C.; Capelo, J.; Jardim, R.; Sequeira, M.; Espírito-Santo, D.; Lousã, M. ; Fontinha, S.; Aguiar, C. & Rivas-Martínez, S.",2004,Catálogo sintaxonómico e florístico das comunidades vegetais da Madeira e Porto Santo In A paisagem vegetal da Ilha da Madeira,"Quercetea, 6:", V35   ,No forest,-8.555662357,41.10094791,3 - UTM10x10 + Elevation,40,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,V35 Trampled,V35 Mesic trampled annuals,V34,5
Q-P08170,208170,0.127846711,-0.216532078,Chenopodio muralis-Malvetum parviflorae,145,11357,29TNF35,29TNF3853,6399,350,Miradouro da Fajã dos Padres,PT,ATL_COAST,N_DUNES,NA,S,NA,2,5630,"Costa, J.C.; Capelo, J.; Jardim, R.; Sequeira, M.; Espírito-Santo, D.; Lousã, M. ; Fontinha, S.; Aguiar, C. & Rivas-Martínez, S.",2004,Catálogo sintaxonómico e florístico das comunidades vegetais da Madeira e Porto Santo In A paisagem vegetal da Ilha da Madeira,"Quercetea, 6:", V32   ,No forest,-8.583023967,41.14560961,4 - UTM10x10 + Centroid,350,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V37,7
Q-P08361,208361,0.127846711,-0.216532078,Chenopodio muralis-Malvetum parviflorae,145,11357,29TNF35,29TNF3853,6412,350,Miradouro da Fajã dos Padres,PT,ATL_COAST,N_DUNES,NA,S,NA,2,5630,"Espírito-Santo, M.D.; Costa, J.C.; Jardim, R. & Sequeira, M.",2003,"2. Vegetação da Madeira VI: comunidades nitrófilas dos campos agrícolas, dos pousios e das suas margens. In Notas do Herbário do Estação Florestal Nacional (LISFA): Fasc. XVIII", Silva Lusitanita 11(2):, V32   ,No forest,-8.583023967,41.14560961,4 - UTM10x10 + Centroid,350,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V37,7
Q-P08687,208687,-0.003997324,0.164009564,Alliarion petiolatae,86,11634,30TUN65,,6843,1160,Santibañez de Resoba,ES,ATL_COAST,N_DUNES,100,,NA,15,L204,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., V32   ,No forest,-4.602567992,42.90454586,3 - UTM10x10 + Elevation,1160,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
Q-P08690,208690,-0.172480497,0.087656634,Lolio-Plantaginetum majoris,90,8892,30TUN74,,6591,1030,Cervera de Pisuerga,ES,ATL_COAST,N_DUNES,70,,NA,4,236,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., R     ,No forest,-4.497746484,42.82491991,3 - UTM10x10 + Elevation,1030,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,R36,1
Q-P08691,208691,-0.151875647,0.094061175,Lolio-Plantaginetum majoris,80,9706,30TUN55,,6592,1240,Camporredondo de Alba,ES,ATL_COAST,N_DUNES,80,,NA,8,236,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., R     ,No forest,-4.746847197,42.89523076,3 - UTM10x10 + Elevation,1240,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P08692,208692,-0.171460163,0.038928982,Lolio-Plantaginetum majoris,93,9676,30TUN64,,6593,1040,Cantoral de la Peña,ES,ATL_COAST,N_DUNES,80,,NA,10,236,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., R     ,No forest,-4.680596838,42.8007694,3 - UTM10x10 + Elevation,1040,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
Q-P08735,208735,0.094615493,-0.156285323,Centaureo cyani-Raphanetum microcarpae,91,8632,30TUN74,,6633,1090,Cantoral de la Peña,ES,ATL_COAST,N_DUNES,100,,NA,40,2890,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., V15   ,No forest,-4.490192325,42.81601335,3 - UTM10x10 + Elevation,1090,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
Q-P08736,208736,-0.143554671,-0.127363036,Centaureo cyani-Raphanetum microcarpae,91,8826,30TUN74,,6634,1040,Cantoral de la Peña,ES,ATL_COAST,N_DUNES,100,,NA,40,2890,"García González, M.E.",1990,Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia),Tesis Doct., V15   ,No forest,-4.509713355,42.81395656,3 - UTM10x10 + Elevation,1040,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
