Original.Taxon,SIVIMID,Analysis.Names,Cover,Cover.percent
Lamium maculatum,NEW-OMAR-PA68,Lamium maculatum,+,1
Lamium maculatum,NEW-OMAR-CO63,Lamium maculatum,+,1
Lapsana communis,NEW-OMAR-LF109,Lapsana communis,+,1
Lapsana communis,NEW-OMAR-BA05,Lapsana communis,+,1
Lapsana communis,NEW-OMAR-LF09,Lapsana communis,+,1
Lathraea clandestina,NEW-OMAR-LF09,Lathraea clandestina,+,1
Lathyrus linifolius,NEW-OMAR-BA19,Lathyrus linifolius,+,1
Leontodon gr. taraxacoides,NEW-OMAR-BA33,Leontodon saxatilis,+,1
Leontodon gr. taraxacoides,NEW-OMAR-PA48,Leontodon saxatilis,+,1
Leontodon gr. taraxacoides,NEW-OMAR-PA30,Leontodon saxatilis,+,1
Leontodon gr. taraxacoides,NEW-OMAR-LF51,Leontodon saxatilis,+,1
Salix elaeagnos subsp. angustifolia,NEW-OMAR-BA04,Salix eleagnos,1,5
Salix elaeagnos subsp. angustifolia,NEW-OMAR-BA03,Salix eleagnos,1,5
Salix elaeagnos subsp. angustifolia,NEW-OMAR-LF105,Salix eleagnos,1,5
Salix × erythroclados,NEW-OMAR-BA02,Salix x eriophora,+,1
Salix × rubens,NEW-OMAR-BA04,Salix x fragilis f. fragilis,+,1
Limniris pseudacorus,NEW-OMAR-CO62,Iris pseudacorus,+,1
Limniris pseudacorus,NEW-OMAR-BA80,Iris pseudacorus,+,1
Limniris pseudacorus,NEW-OMAR-LF105,Iris pseudacorus,+,1
Limniris pseudacorus,NEW-OMAR-BA41,Iris pseudacorus,+,1
Linaria triornithophora,NEW-OMAR-PA16,Linaria triornithophora,+,1
Linaria triornithophora,NEW-OMAR-PA67,Linaria triornithophora,+,1
Linaria triornithophora,NEW-OMAR-PA50,Linaria triornithophora,+,1
Linaria triornithophora,NEW-OMAR-PA96,Linaria triornithophora,+,1
Linum bienne ,NEW-OMAR-LF11,Linum bienne,+,1
Linum bienne ,NEW-OMAR-BA53,Linum bienne,+,1
Linum catharticum,NEW-OMAR-BA53,Linum catharticum,+,1
Lolium multiflorum,NEW-OMAR-BA03,Lolium multiflorum,+,1
Lolium perenne ,NEW-OMAR-BA58,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-BA42,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-BA04,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-PA35,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-BA13,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-LF11,Lolium perenne,+,1
Lolium perenne ,NEW-OMAR-LF09,Lolium perenne,+,1
Lonicera periclymenum,NEW-OMAR-PA45,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-PA96,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-PA55,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-CC25,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-CC89,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-BA33,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-LNA73,Lonicera periclymenum,+,1
Lonicera periclymenum,NEW-OMAR-RE28,Lonicera periclymenum,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-BA14,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-LNA75,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-PA104,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-BA04,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-PA68,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-PA16,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-CO61,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-BA02,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-LF11,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-LF52,Lotus corniculatus,+,1
Lotus corniculatus subsp. corniculatus,NEW-OMAR-LF105,Lotus corniculatus,+,1
Lotus pedunculatus,NEW-OMAR-BA85,Lotus pedunculatus,+,1
Luzula campestris,NEW-OMAR-PA46,Luzula campestris,+,1
Luzula campestris,NEW-OMAR-PA17,Luzula campestris,+,1
Luzula campestris,NEW-OMAR-TU91,Luzula campestris,+,1
Lycopersicon esculentum,NEW-OMAR-LF105,Lycopersicon esculentum,+,1
Lycopersicon esculentum,NEW-OMAR-BA04,Lycopersicon esculentum,+,1
Lycopus europaeus,NEW-OMAR-BA03,Lycopus europaeus,+,1
Lycopus europaeus,NEW-OMAR-BA83,Lycopus europaeus,+,1
Lycopus europaeus,NEW-OMAR-LF09,Lycopus europaeus,+,1
Lysimachia nemorum,NEW-OMAR-LF09,Lysimachia nemorum,+,1
Lythrum junceum,NEW-OMAR-BA53,Lythrum junceum,+,1
Lythrum salicaria,NEW-OMAR-BA107,Lythrum salicaria,+,1
Lythrum salicaria,NEW-OMAR-LF09,Lythrum salicaria,+,1
Malva multiflora,NEW-OMAR-BA06,Malva multiflora,+,1
Malva multiflora,NEW-OMAR-BA38,Malva multiflora,+,1
Malva multiflora,NEW-OMAR-LF95,Malva multiflora,+,1
Malva multiflora,NEW-OMAR-PA98,Malva multiflora,+,1
Medicago lupulina,NEW-OMAR-BA04,Medicago lupulina,+,1
Melampyrum pratense,NEW-OMAR-LNA75,Melampyrum pratense,+,1
Melilotus albus,NEW-OMAR-BA02,Melilotus albus,+,1
Melilotus albus,NEW-OMAR-LF105,Melilotus albus,+,1
Melissa officinalis,NEW-OMAR-PA16,Melissa officinalis,+,1
Melissa officinalis,NEW-OMAR-BA34,Melissa officinalis,+,1
Scrophularia auriculata subsp. auriculata,NEW-OMAR-BA02,Scrophularia auriculata,2,15
Mentha aquatica,NEW-OMAR-BA03,Mentha aquatica,+,1
Mentha aquatica,NEW-OMAR-LF09,Mentha aquatica,+,1
Mentha aquatica,NEW-OMAR-BA83,Mentha aquatica,+,1
Mentha pulegium,NEW-OMAR-BA34,Mentha pulegium,+,1
Mentha suaveolens,NEW-OMAR-BA15,Mentha suaveolens,+,1
Mentha suaveolens,NEW-OMAR-LF105,Mentha suaveolens,+,1
Mercurialis annua,NEW-OMAR-BA38,Mercurialis annua,+,1
Myosotis martini,NEW-OMAR-LF09,Myosotis martini,+,1
Ochlopoa annua,NEW-OMAR-LF09,Ochlopoa annua,+,1
Oenanthe crocata,NEW-OMAR-LF09,Oenanthe crocata,+,1
Scrophularia auriculata subsp. auriculata,NEW-OMAR-LF105,Scrophularia auriculata,+,1
Oxalis acetosella,NEW-OMAR-BA19,Oxalis acetosella,+,1
Oxalis corniculata,NEW-OMAR-BA05,Oxalis corniculata,+,1
Oxalis corniculata,NEW-OMAR-BA38,Oxalis corniculata,+,1
Oxalis corniculata,NEW-OMAR-BA42,Oxalis corniculata,+,1
Oxalis corniculata,NEW-OMAR-BA13,Oxalis corniculata,+,1
Papaver rhoeas,NEW-OMAR-BA58,Papaver rhoeas,+,1
Paspalum distichum,NEW-OMAR-BA34,Paspalum distichum,+,1
Scrophularia auriculata subsp. auriculata,NEW-OMAR-CO63,Scrophularia auriculata,+,1
Scrophularia auriculata subsp. auriculata,NEW-OMAR-LF09,Scrophularia auriculata,+,1
Senecio bayonensis,NEW-OMAR-LF09,Senecio bayonnensis,+,1
Persicaria lapathifolia,NEW-OMAR-TU91,Persicaria lapathifolia,+,1
Persicaria lapathifolia,NEW-OMAR-BA15,Persicaria lapathifolia,+,1
Persicaria maculosa,NEW-OMAR-PA104,Persicaria maculosa,+,1
Persicaria maculosa,NEW-OMAR-BA34,Persicaria maculosa,+,1
Persicaria maculosa,NEW-OMAR-BA84,Persicaria maculosa,+,1
Persicaria maculosa,NEW-OMAR-BA108,Persicaria maculosa,+,1
Petasites pyrenaicus,NEW-OMAR-LF09,Petasites pyrenaicus,+,1
Petasites pyrenaicus,NEW-OMAR-LF09,Petasites pyrenaicus,+,1
Physospermum cornubiense,NEW-OMAR-CC22,Physospermum cornubiense,+,1
Physospermum cornubiense,NEW-OMAR-RE28,Physospermum cornubiense,+,1
Picris hieracioides,NEW-OMAR-LF95,Picris hieracioides,+,1
Picris hieracioides,NEW-OMAR-PA104,Picris hieracioides,+,1
Picris hieracioides,NEW-OMAR-BA85,Picris hieracioides,+,1
Picris hieracioides,NEW-OMAR-RE29,Picris hieracioides,+,1
Pilosella officinarum,NEW-OMAR-BA33,Pilosella officinarum,+,1
Pilosella officinarum,NEW-OMAR-PA16,Pilosella officinarum,+,1
Pilosella officinarum,NEW-OMAR-CO66,Pilosella officinarum,+,1
Piptatherum miliaceum ,NEW-OMAR-BA58,Piptatherum miliaceum,+,1
Piptatherum miliaceum ,NEW-OMAR-PA102,Piptatherum miliaceum,+,1
Piptatherum miliaceum ,NEW-OMAR-LF95,Piptatherum miliaceum,+,1
Plantago lanceolata ,NEW-OMAR-LF95,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-PA99,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-CO61,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-TU91,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-PA104,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-PA70,Plantago lanceolata,+,1
Plantago lanceolata ,NEW-OMAR-LF105,Plantago lanceolata,+,1
Plantago major,NEW-OMAR-BA03,Plantago major,+,1
Plantago major,NEW-OMAR-PA30,Plantago major,+,1
Plantago major,NEW-OMAR-CO66,Plantago major,+,1
Plantago major,NEW-OMAR-PA97,Plantago major,+,1
Plantago major,NEW-OMAR-BA12,Plantago major,+,1
Plantago media,NEW-OMAR-LF11,Plantago media,+,1
Plantago media,NEW-OMAR-BA85,Plantago media,+,1
Poa pratensis,NEW-OMAR-BA14,Poa pratensis,+,1
Poa trivialis,NEW-OMAR-LF105,Poa trivialis,+,1
Poa trivialis,NEW-OMAR-CO63,Poa trivialis,+,1
Poa trivialis,NEW-OMAR-LF95,Poa trivialis,+,1
Poa trivialis,NEW-OMAR-CO62,Poa trivialis,+,1
Poa trivialis,NEW-OMAR-BA53,Poa trivialis,+,1
Poa trivialis,NEW-OMAR-LF11,Poa trivialis,+,1
Polycarpon tetraphyllum,NEW-OMAR-BA34,Polycarpon tetraphyllum,+,1
Polygala vulgaris,NEW-OMAR-TU91,Polygala vulgaris,+,1
Polygala vulgaris,NEW-OMAR-LC77,Polygala vulgaris,+,1
Polygala vulgaris,NEW-OMAR-LNA76,Polygala vulgaris,+,1
Polygala vulgaris,NEW-OMAR-PA17,Polygala vulgaris,+,1
Polygala vulgaris,NEW-OMAR-LT54,Polygala vulgaris,+,1
Serratula tinctoria subsp. seoanei,NEW-OMAR-PA47,Serratula tinctoria,+,1
Polygonum aviculare,NEW-OMAR-BA108,Polygonum aviculare,+,1
Polypogon monspeliensis,NEW-OMAR-BA15,Polypogon monspeliensis,+,1
Polypogon monspeliensis,NEW-OMAR-BA12,Polypogon monspeliensis,+,1
Polypogon viridis,NEW-OMAR-BA03,Polypogon viridis,+,1
Polypogon viridis,NEW-OMAR-BA05,Polypogon viridis,+,1
Polypogon viridis,NEW-OMAR-BA15,Polypogon viridis,+,1
Polystichum setiferum,NEW-OMAR-PA68,Polystichum setiferum,+,1
Polystichum setiferum,NEW-OMAR-LF09,Polystichum setiferum,+,1
Polystichum setiferum,NEW-OMAR-CC25,Polystichum setiferum,+,1
Polystichum setiferum,NEW-OMAR-PA16,Polystichum setiferum,+,1
Polystichum setiferum,NEW-OMAR-CC88,Polystichum setiferum,+,1
Populus × canadensis,NEW-OMAR-LF105,Populus x canadensis,+,1
Populus × canadensis,NEW-OMAR-BA04,Populus x canadensis,+,1
Populus nigra,NEW-OMAR-LF105,Populus nigra,+,1
Populus nigra,NEW-OMAR-BA03,Populus nigra,+,1
Potentilla erecta,NEW-OMAR-LT54,Potentilla erecta,+,1
Potentilla erecta,NEW-OMAR-PA45,Potentilla erecta,+,1
Potentilla montana,NEW-OMAR-RI72,Potentilla montana,+,1
Potentilla montana,NEW-OMAR-PA50,Potentilla montana,+,1
Potentilla montana,NEW-OMAR-PA70,Potentilla montana,+,1
Potentilla montana,NEW-OMAR-LNA75,Potentilla montana,+,1
Potentilla reptans,NEW-OMAR-BA53,Potentilla reptans,+,1
Potentilla reptans,NEW-OMAR-LF09,Potentilla reptans,+,1
Potentilla reptans,NEW-OMAR-RE28,Potentilla reptans,+,1
Potentilla sterilis,NEW-OMAR-BA19,Potentilla sterilis,+,1
Potentilla sterilis,NEW-OMAR-PA96,Potentilla sterilis,+,1
Potentilla sterilis,NEW-OMAR-LT54,Potentilla sterilis,+,1
Potentilla sterilis,NEW-OMAR-BA14,Potentilla sterilis,+,1
Prunella vulgaris ,NEW-OMAR-BA19,Prunella vulgaris,+,1
Prunella vulgaris ,NEW-OMAR-CO66,Prunella vulgaris,+,1
Prunella vulgaris ,NEW-OMAR-PA16,Prunella vulgaris,+,1
Prunella vulgaris ,NEW-OMAR-LF09,Prunella vulgaris,+,1
Prunella vulgaris ,NEW-OMAR-LT54,Prunella vulgaris,+,1
Prunella vulgaris ,NEW-OMAR-CC23,Prunella vulgaris,+,1
Prunus avium,NEW-OMAR-BA19,Prunus avium,+,1
Prunus spinosa,NEW-OMAR-LNA76,Prunus spinosa,+,1
Pseudarrhenatherum longifolium,NEW-OMAR-TU92,Pseudarrhenatherum longifolium,+,1
Pseudarrhenatherum longifolium,NEW-OMAR-PA31,Pseudarrhenatherum longifolium,+,1
Pseudarrhenatherum longifolium,NEW-OMAR-LF51,Pseudarrhenatherum longifolium,+,1
Pteridium aquilinum,NEW-OMAR-PA68,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-PA35,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-PA70,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-LC77,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-LF09,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-CC88,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-CC22,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-LNA73,Pteridium aquilinum,+,1
Pteridium aquilinum,NEW-OMAR-CC89,Pteridium aquilinum,+,1
Pulicaria dysenterica,NEW-OMAR-BA15,Pulicaria dysenterica,+,1
Pulicaria dysenterica,NEW-OMAR-CO66,Pulicaria dysenterica,+,1
Pulmonaria longifolia,NEW-OMAR-CO63,Pulmonaria longifolia,+,1
Pycreus flavescens,NEW-OMAR-LF105,Cyperus flavescens,+,1
Pycreus flavescens,NEW-OMAR-BA85,Cyperus flavescens,+,1
Pycreus flavescens,NEW-OMAR-BA03,Cyperus flavescens,+,1
Quercus robur,NEW-OMAR-PA69,Quercus robur,+,1
Quercus robur,NEW-OMAR-CC87,Quercus robur,+,1
Quercus robur,NEW-OMAR-BA08,Quercus robur,+,1
Quercus robur,NEW-OMAR-PA17,Quercus robur,+,1
Quercus robur,NEW-OMAR-RE36,Quercus robur,+,1
Quercus robur,NEW-OMAR-PA32,Quercus robur,+,1
Quercus robur,NEW-OMAR-PA99,Quercus robur,+,1
Ranunculus bulbosus,NEW-OMAR-CO66,Ranunculus bulbosus,+,1
Ranunculus bulbosus,NEW-OMAR-BA38,Ranunculus bulbosus,+,1
Ranunculus bulbosus,NEW-OMAR-LNA73,Ranunculus bulbosus,+,1
Ranunculus bulbosus,NEW-OMAR-LF11,Ranunculus bulbosus,+,1
Ranunculus ficaria,NEW-OMAR-LF09,Ficaria verna,+,1
Ranunculus flammula,NEW-OMAR-LF51,Ranunculus flammula,+,1
Ranunculus repens,NEW-OMAR-BA03,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-BA08,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-BA53,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-LF51,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-BA06,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-LNA76,Ranunculus repens,+,1
Ranunculus repens,NEW-OMAR-RE27,Ranunculus repens,+,1
Serratula tinctoria subsp. seoanei,NEW-OMAR-TU91,Serratula tinctoria,+,1
Setaria verticillata,NEW-OMAR-BA04,Setaria verticilliformis,+,1
Rhinanthus angustifolius,NEW-OMAR-CO66,Rhinanthus angustifolius,+,1
Robinia pseudoacacia ,NEW-OMAR-BA15,Robinia pseudoacacia,+,1
Robinia pseudoacacia ,NEW-OMAR-PA55,Robinia pseudoacacia,+,1
Robinia pseudoacacia ,NEW-OMAR-PA17,Robinia pseudoacacia,+,1
Setaria verticillata,NEW-OMAR-BA03,Setaria verticilliformis,+,1
Taraxacum gr. officinale,NEW-OMAR-BA53,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-LF10,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-BA03,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-RE27,Taraxacum,1,5
Rubia peregrina,NEW-OMAR-PA48,Rubia peregrina,+,1
Rubus caesius,NEW-OMAR-LF105,Rubus caesius,+,1
Rubus caesius,NEW-OMAR-BA03,Rubus caesius,+,1
Rubus caesius,NEW-OMAR-BA15,Rubus caesius,+,1
Taraxacum gr. officinale,NEW-OMAR-BA05,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-BA14,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-BA38,Taraxacum,1,5
Taraxacum gr. officinale,NEW-OMAR-BA42,Taraxacum,2,15
Taraxacum gr. officinale,NEW-OMAR-BA06,Taraxacum,+,1
Rubus ulmifolius ,NEW-OMAR-PA45,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-CC87,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-BA12,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-BA80,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-BA13,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-PA98,Rubus ulmifolius,+,1
Rubus ulmifolius ,NEW-OMAR-RI72,Rubus ulmifolius,+,1
Rumex acetosa,NEW-OMAR-LF51,Rumex acetosa,+,1
Rumex acetosa,NEW-OMAR-LF11,Rumex acetosa,+,1
Rumex acetosa,NEW-OMAR-LNA76,Rumex acetosa,+,1
Rumex acetosa,NEW-OMAR-LF52,Rumex acetosa,+,1
Rumex acetosa,NEW-OMAR-PA69,Rumex acetosa,+,1
Rumex conglomeratus,NEW-OMAR-BA41,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA80,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA39,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA40,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA107,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA81,Rumex conglomeratus,+,1
Rumex conglomeratus,NEW-OMAR-BA03,Rumex conglomeratus,+,1
Rumex crispus,NEW-OMAR-BA03,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA53,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA04,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA15,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA02,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA12,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA82,Rumex crispus,+,1
Rumex crispus,NEW-OMAR-BA43,Rumex crispus,+,1
Rumex obtusifolius,NEW-OMAR-LF109,Rumex obtusifolius,+,1
Rumex obtusifolius,NEW-OMAR-BA42,Rumex obtusifolius,+,1
Taraxacum gr. officinale,NEW-OMAR-BA04,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-LF09,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-BA20,Taraxacum,+,1
Salix alba,NEW-OMAR-BA04,Salix alba,+,1
Salix alba,NEW-OMAR-PA16,Salix alba,+,1
Salix atrocinerea,NEW-OMAR-PA99,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-RE36,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-BA03,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-BA02,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-LF105,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-PA49,Salix cinerea subsp. oleifolia,+,1
Salix atrocinerea,NEW-OMAR-PA48,Salix cinerea subsp. oleifolia,+,1
Salix caprea,NEW-OMAR-PA31,Salix caprea,+,1
Salix caprea,NEW-OMAR-LNA75,Salix caprea,+,1
Salix caprea,NEW-OMAR-BA18,Salix caprea,+,1
Salix caprea,NEW-OMAR-BA80,Salix caprea,+,1
Salix caprea,NEW-OMAR-CO62,Salix caprea,+,1
Salix caprea,NEW-OMAR-LF105,Salix caprea,+,1
Salix caprea,NEW-OMAR-LF51,Salix caprea,+,1
Salix caprea,NEW-OMAR-PA50,Salix caprea,+,1
Salix caprea,NEW-OMAR-PA69,Salix caprea,+,1
Salix caprea,NEW-OMAR-RI71,Salix caprea,+,1
Salix euxina,NEW-OMAR-LF105,Salix euxina,+,1
Sambucus nigra,NEW-OMAR-CC88,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-BA19,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-RE29,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-LF105,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-CC25,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-CC22,Sambucus nigra,+,1
Sambucus nigra,NEW-OMAR-LF09,Sambucus nigra,+,1
Saponaria officinalis,NEW-OMAR-LF105,Saponaria officinalis,+,1
Saponaria officinalis,NEW-OMAR-BA58,Saponaria officinalis,+,1
Schedonorus arundinaceus,NEW-OMAR-BA53,Schedonorus arundinaceus,+,1
Schedonorus pratensis,NEW-OMAR-LF11,Schedonorus pratensis,+,1
Scilla verna,NEW-OMAR-PA45,Scilla verna,+,1
Taraxacum gr. officinale,NEW-OMAR-LF95,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA16,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-CC86,Taraxacum,+,1
Sedum album ,NEW-OMAR-PA68,Sedum album,+,1
Taraxacum gr. officinale,NEW-OMAR-LF105,Taraxacum,+,1
Senecio nemorensis,NEW-OMAR-BA19,Senecio nemorensis,+,1
Senecio nemorensis,NEW-OMAR-CC22,Senecio nemorensis,+,1
Senecio nemorensis,NEW-OMAR-PA96,Senecio nemorensis,+,1
Senecio sylvaticus,NEW-OMAR-PA102,Senecio sylvaticus,+,1
Senecio sylvaticus,NEW-OMAR-AC78,Senecio sylvaticus,+,1
Senecio vulgaris,NEW-OMAR-PA30,Senecio vulgaris,+,1
Taraxacum gr. officinale,NEW-OMAR-BA34,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA47,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-PA97,Taraxacum,+,1
Taraxacum gr. officinale,NEW-OMAR-LF51,Taraxacum,+,1
Silene vulgaris,NEW-OMAR-BA13,Silene vulgaris,+,1
Sinapis arvensis,NEW-OMAR-PA35,Sinapis arvensis,+,1
Sisymbrium officinale,NEW-OMAR-PA47,Sisymbrium officinale,+,1
Sisymbrium officinale,NEW-OMAR-LF105,Sisymbrium officinale,+,1
Solanum dulcamara,NEW-OMAR-BA08,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA80,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA81,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA83,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA82,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA13,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-PA55,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA03,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA02,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-LF105,Solanum dulcamara,+,1
Solanum dulcamara,NEW-OMAR-BA18,Solanum dulcamara,+,1
Solanum nigrum,NEW-OMAR-BA33,Solanum nigrum,+,1
Solanum tuberosum,NEW-OMAR-BA34,Solanum tuberosum,+,1
Solanum tuberosum,NEW-OMAR-BA06,Solanum tuberosum,+,1
Solidago virgaurea,NEW-OMAR-LNA75,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-BA58,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-PA16,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-CC90,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-PA96,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-PA67,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-BA19,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-BA33,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-TU91,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-PA32,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-CO62,Solidago virgaurea,+,1
Solidago virgaurea,NEW-OMAR-CC88,Solidago virgaurea,+,1
Sonchus asper,NEW-OMAR-CC86,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-BA85,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-LF52,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-RE29,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-PA102,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-PA69,Sonchus asper,+,1
Sonchus asper,NEW-OMAR-BA81,Sonchus asper,+,1
Sonchus oleraceus,NEW-OMAR-BA34,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-BA58,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-RE27,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-BA03,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-LF105,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-BA108,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-PA98,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-BA02,Sonchus oleraceus,+,1
Sonchus oleraceus,NEW-OMAR-PA97,Sonchus oleraceus,+,1
Stachys arvensis,NEW-OMAR-LF51,Stachys arvensis,+,1
Stachys sylvatica,NEW-OMAR-BA33,Stachys sylvatica,+,1
Stachys sylvatica,NEW-OMAR-LF105,Stachys sylvatica,+,1
Stachys sylvatica,NEW-OMAR-LF09,Stachys sylvatica,+,1
Stellaria holostea,NEW-OMAR-PA68,Stellaria holostea,+,1
Stellaria holostea,NEW-OMAR-PA48,Stellaria holostea,+,1
Stellaria holostea,NEW-OMAR-LF09,Stellaria holostea,+,1
Stellaria holostea,NEW-OMAR-LNA73,Stellaria holostea,+,1
Stellaria media,NEW-OMAR-LF51,Stellaria media,+,1
Stellaria media,NEW-OMAR-BA20,Stellaria media,+,1
Stellaria media,NEW-OMAR-BA13,Stellaria media,+,1
