"SIVIMID","Revised.sintaxon","Relevé.number","CODE","EUNIS_REVISED","EUNIS2020","EUNISL1","EUNISL2","EUNISL3","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Class","Order","Alliance","Sintaxon","SS"
"Q-P08740","Geranio pusilli-Anthriscion caucalidis",45,"V39d","V15","V15","Ruderal","V37","V39","",NA,20,"1990",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",970,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Centaureo cyani-Raphanetum microcarpae",0
"Q-P08741","Oxalidion europaeae",1045,"V33","V15","V15","Weed","V15B","V33","",NA,20,"1990",-4.61429613,42.88457007,"3 - UTM10x10 + Elevation",1130,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Centaureo cyani-Raphanetum microcarpae",0
"Q-P08742","Sisymbrion officinalis",46,"V37","V37","V37","Ruderal","V37","V37","",NA,20,"1990",-4.646560297,42.80846808,"3 - UTM10x10 + Elevation",1120,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"Q-P08743","Sisymbrion officinalis",47,"V37","V37","V37","Ruderal","V37","V37","",NA,12,"1990",-4.741715289,42.79985585,"3 - UTM10x10 + Elevation",1100,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"Q-P08744","Sisymbrion officinalis",48,"V37","V37","V37","Ruderal","V37","V37","",NA,18,"1990",-4.946753488,42.86499029,"3 - UTM10x10 + Elevation",1200,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"Q-P08747","Balloto-Conion maculati",49,"V39c","V39","V","Ruderal","V39","V39","",NA,20,"1990",-4.504036138,42.88246998,"3 - UTM10x10 + Elevation",1000,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"Q-P08748","Balloto-Conion maculati",50,"V39d","V39","R57","Ruderal","V39","V39","",NA,40,"1990",-4.690827121,42.90687801,"3 - UTM10x10 + Elevation",1250,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"Q-P08749","Balloto-Conion maculati",51,"V39c","V39","R57","Ruderal","V39","V39","",NA,20,"1990",-4.512128657,42.91298042,"3 - UTM10x10 + Elevation",1070,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"Q-P08750","Geo urbani-Alliarion officinalis",52,"V39d","V39","V39","Ruderal","V39","V39","S",10,40,"1990",-4.514005163,42.88954259,"3 - UTM10x10 + Elevation",1000,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"Q-P08751","Balloto-Conion maculati",53,"V39d","V39","V39","Ruderal","V39","V39","",NA,12,"1990",-4.534039347,42.90728585,"3 - UTM10x10 + Elevation",1070,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"Q-P08752","Geo urbani-Alliarion officinalis",54,"V39a","V39","V39","Ruderal","V39","V39","",NA,20,"1990",-4.67882657,42.91605961,"3 - UTM10x10 + Elevation",1300,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"Q-P08753","Geo urbani-Alliarion officinalis",55,"V39e","V39","R55","Ruderal","V39","V39","",NA,12,"1990",-4.487894143,42.92410402,"3 - UTM10x10 + Elevation",1080,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"Q-P08754","Cirsion richterano-chodati",56,"V38b","V38","V38","Ruderal","V38","V38","N",5,20,NA,-4.666943542,42.83879034,"3 - UTM10x10 + Elevation",1250,NA,NA,NA,"",0
"Q-P08755","Cirsion richterano-chodati",57,"V38b","V38","V38","Ruderal","V38","V38","",NA,70,NA,-4.749295633,42.89519337,"3 - UTM10x10 + Elevation",1240,NA,NA,NA,"",0
"Q-P08756","Cirsion richterano-chodati",58,"V38b","V38","V38","Ruderal","V38","V38","N",5,350,NA,-4.677118412,42.85304978,"3 - UTM10x10 + Elevation",1330,NA,NA,NA,"",0
"Q-P08758","Cirsion richterano-chodati",59,"V38b","V38","V38","Ruderal","V38","V38","",NA,100,"1990",-4.66851798,42.80634914,"3 - UTM10x10 + Elevation",1130,"Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Onopordetum acanthii",0
"Q-P08760","Cirsion richterano-chodati",60,"V38b","V38","V38","Ruderal","V38","V38","",NA,50,"1990",-4.498878138,42.87173158,"3 - UTM10x10 + Elevation",1000,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08761","Cirsion richterano-chodati",61,"V38b","V38","V38","Ruderal","V38","V38","",NA,40,"1990",-4.550416473,42.87644814,"3 - UTM10x10 + Elevation",1050,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08762","Cirsion richterano-chodati",62,"V38b","V38","V38","Ruderal","V38","V38","",NA,20,"1990",-4.543611372,42.89815216,"3 - UTM10x10 + Elevation",1070,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08763","Cirsion richterano-chodati",63,"V38b","V38","V38","Ruderal","V38","V38","",NA,10,"1990",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",970,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08764","Cirsion richterano-chodati",64,"V38b","V38","V38","Ruderal","V38","V38","",NA,100,"1990",-4.527275081,42.83173387,"3 - UTM10x10 + Elevation",1100,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08765","Cirsion richterano-chodati",65,"V38b","V38","V38","Ruderal","V38","V38","",NA,100,"1990",-4.69316451,42.81319133,"3 - UTM10x10 + Elevation",1080,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08766","Cirsion richterano-chodati",66,"V38b","V38","V38","Ruderal","V38","V38","",NA,50,"1990",-4.648957603,42.80663255,"3 - UTM10x10 + Elevation",1120,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08767","Cirsion richterano-chodati",67,"V38b","V38","V38","Ruderal","V38","V38","",NA,40,"1990",-4.668372809,42.80094819,"3 - UTM10x10 + Elevation",1120,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08768","Cirsion richterano-chodati",68,"V38b","V38","V38","Ruderal","V38","V38","",NA,60,"1990",-4.491578057,42.87362795,"3 - UTM10x10 + Elevation",1020,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Cirsium richterianum",1
"Q-P08769","Polygono-Coronopodion",1793,"V31","V35","V35","Trampled","V35","V31","",NA,1,"1990",-4.575170475,42.88691619,"3 - UTM10x10 + Elevation",1030,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"Q-P08770","Polygono-Coronopodion",1794,"V31","V35","V35","Trampled","V35","V31","",NA,8,"1990",-4.761486489,42.8932054,"3 - UTM10x10 + Elevation",1240,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"Q-P08771","Polygono-Coronopodion",1795,"V31","V35","V35","Trampled","V35","V31","",NA,4,"1990",-4.609727536,42.8972414,"3 - UTM10x10 + Elevation",1300,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"Q-P08772","Polygono-Coronopodion",1796,"V31","V35","V35","Trampled","V35","V31","",NA,10,"1990",-4.550506646,42.88004893,"3 - UTM10x10 + Elevation",1040,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"Q-P08773","Polygono-Coronopodion",1797,"V31","V35","V35","Trampled","V35","V31","",NA,2,"1990",-4.805345737,42.88531803,"3 - UTM10x10 + Elevation",1330,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",1
"Q-P08774","Saginion procumbentis",1798,"V35","V35","V35","Trampled","V35","V35","",NA,5,"1990",-4.518195682,42.86067093,"3 - UTM10x10 + Elevation",990,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis",0
"Q-P09152","Arction lappae",69,"V39b","V39","V39","Ruderal","V39","V39","",NA,NA,"2004",-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",1
"Q-P09153","Balloto-Conion maculati",70,"V39a","V39","V","Ruderal","V39","V39","",NA,NA,"2004",-8.125972742,41.84117573,"2 - UTM1x1 + Centroid",1120,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09154","Arction lappae",71,"V39a","V39","V38","Ruderal","V39","V39","",NA,NA,"2004",-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",1
"Q-P09155","Balloto-Conion maculati",72,"V39c","V39","V38","Ruderal","V39","V39","",NA,NA,"2004",-8.062724337,42.07805993,"3 - UTM10x10 + Elevation",990,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09156","Balloto-Conion maculati",73,"V39e","V39","V39","Ruderal","V39","V39","",NA,NA,"2004",-7.906153316,41.9282218,"3 - UTM10x10 + Elevation",850,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09157","Balloto-Conion maculati",74,"V39a","V39","V39","Ruderal","V39","V39","",NA,NA,"2004",-7.890158938,41.81366373,"3 - UTM10x10 + Elevation",980,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09158","Balloto-Conion maculati",75,"V39c","V39","R57","Ruderal","V39","V39","",NA,NA,"2004",-8.223140863,41.76475744,"3 - UTM10x10 + Elevation",650,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09159","Balloto-Conion maculati",76,"V39f","V39","V39","Ruderal","V39","V39","",NA,NA,"2004",-8.109776323,41.06042424,"3 - UTM10x10 + Elevation",550,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09160","Balloto-Conion maculati",77,"V39c","V39","V38","Ruderal","V39","V39","",NA,NA,"2004",-8.043883733,42.08429349,"3 - UTM10x10 + Elevation",1000,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Geranio lusitanici-Scrophularietum herminii",0
"Q-P09505","Dauco-Melilotion",78,"V38c","V38","V38","Ruderal","V39","V38","",NA,NA,"2002",-8.843430513,41.81580832,"3 - UTM10x10 + Elevation",30,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09506","Dauco-Melilotion",79,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.290880571,41.59419853,"3 - UTM10x10 + Elevation",190,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09507","Dauco-Melilotion",80,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.19947904,41.65059694,"3 - UTM10x10 + Elevation",170,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09508","Dauco-Melilotion",81,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.642217634,41.77188901,"3 - UTM10x10 + Elevation",10,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09509","Dauco-Melilotion",82,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.86443276,41.78232801,"3 - UTM10x10 + Elevation",10,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09510","Dauco-Melilotion",83,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.559760071,41.14936218,"3 - UTM10x10 + Elevation",70,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09511","Dauco-Melilotion",84,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.625035142,41.1605866,"3 - UTM10x10 + Elevation",80,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09512","Dauco-Melilotion",85,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.637550131,41.22298792,"3 - UTM10x10 + Elevation",70,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09513","Dauco-Melilotion",86,"V38c","V38","V38","Ruderal","V37","V38","",NA,NA,"2002",-8.631537195,42.06048304,"2 - UTM1x1 + Centroid",70,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Echio rosulati-Picridetum echioisia",0
"Q-P09810","Oxalidion europaeae",1046,"V1b","R55","V","Weed","V15B","V1","",NA,4,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580,"Bidentetea","Bidentetalia","Bidention tripartitae","Bidenti tripartitae-Polygonetum lapathifolii",0
"Q-P09917","Geo urbani-Alliarion officinalis",2169,"V39a","V39","V","Walls","U37","V39","SE",90,4,"2000",-6.614058215,41.93663371,"1 - UTM1x1 + Elevation",750,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","Cymbalarietum muralis",0
"Q-P09918","Cymbalario-Asplenion",2170,"W2","U37","?","Walls","U37","J2.5","W",90,3,"2000",-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","Cymbalarietum muralis",1
"Q-P09919","Cymbalario-Asplenion",2171,"W2","U37","?","Walls","U37","J2.5","NW",90,2,"2000",-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","Cymbalarietum muralis",1
"Q-P09920","Cymbalario-Asplenion",2172,"W2","U37","V","Walls","U37","J2.5","NW",90,2,"2000",-6.883145708,41.79997091,"3 - UTM10x10 + Elevation",840,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","Cymbalarietum muralis",1
"Q-P09921","Cymbalario-Asplenion",2173,"W2","U37","V","Walls","U37","J2.5","S",90,1,"2000",-6.860724682,41.86736218,"3 - UTM10x10 + Elevation",850,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"Q-P09946","Sisymbrion officinalis",87,"V38d","V37","V32","Ruderal","V37","V38","",NA,6,"2000",-6.830072255,41.71711066,"3 - UTM10x10 + Elevation",900,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Carduus carpetanus",0
"Q-P09947","Scleranthion annui",1047,"V1a","V38","V38","Weed","V15C","V1","",NA,8,"2000",-6.7732351,41.89548738,"3 - UTM10x10 + Elevation",990,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Carduus carpetanus",0
"Q-P09948","Scleranthion annui",1048,"V1a","V37","V32","Weed","V15C","V1","S",9,10,"2000",-6.611594935,41.85026448,"3 - UTM10x10 + Elevation",870,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Carduus carpetanus",0
"Q-P09949","Scleranthion annui",1049,"V1a","V39","R1R","Weed","V15C","V1","",NA,4,"2000",-6.833092387,41.84847887,"3 - UTM10x10 + Elevation",910,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Carduus carpetanus",0
"Q-P09950","Scleranthion annui",1050,"V1a","V38","V38","Weed","V15C","V1","",NA,12,"2000",-7.079603721,41.89940303,"3 - UTM10x10 + Elevation",780,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Comunidad de Carduus carpetanus",0
"Q-P09951","Scleranthion annui",1051,"V1a","V38","V33","Weed","V15C","V1","W",54,4,"2000",-6.80628046,41.80254728,"3 - UTM10x10 + Elevation",680,"Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Carlino corymbosae-Carthametum lanati",0
"Q-P09952","Dauco-Melilotion",88,"V38c","V38","V33","Ruderal","V37","V38","",NA,10,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",560,"Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Carlino corymbosae-Carthametum lanati",0
"Q-P09953","Dauco-Melilotion",89,"V38c","V38","V38","Ruderal","V37","V38","SE",36,6,"2000",-7.018834242,41.85292547,"3 - UTM10x10 + Elevation",760,"Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Carlino corymbosae-Carthametum lanati",0
"Q-P09954","Dauco-Melilotion",1052,"V38c","V38","V33","Weed","V15C","V38","S",4.5,4,"2000",-6.607392805,41.86120262,"3 - UTM10x10 + Elevation",790,"Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Carlino corymbosae-Carthametum lanati",0
"Q-P09967","Sisymbrion officinalis",90,"V38d","V37","V32","Ruderal","V37","V38","SW",9,16,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Comunidad de Silybum marianum y Carduus tenuiflorus",0
"Q-P09968","Sisymbrion officinalis",91,"V38d","V37","V32","Ruderal","V37","V38","",NA,6,"2000",-6.788335231,41.82475275,"3 - UTM10x10 + Elevation",640,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Comunidad de Silybum marianum y Carduus tenuiflorus",0
"Q-P09982","Polygono-Coronopodion",1799,"V31","V35","V35","Trampled","V35","V31","",NA,4,"2000",-7.182960705,41.96578556,"2 - UTM1x1 + Centroid",750,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum avicularis",1
"Q-P09983","Polygono-Coronopodion",1800,"V31","V35","V35","Trampled","V35","V31","",NA,5,"2000",-7.053959534,41.87510045,"3 - UTM10x10 + Elevation",790,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum avicularis",1
"Q-P09984","Polygono-Coronopodion",1801,"V31","V35","V35","Trampled","V35","V31","SE",9,1,"2000",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum avicularis",1
"Q-P09985","Polygono-Coronopodion",1802,"V31","V35","V35","Trampled","V35","V31","",NA,2,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",620,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum avicularis",1
"Q-P09996","Polygono-Coronopodion",1813,"V31","V34","V35","Trampled","V35","V31","",NA,4,"2000",-7.056833538,41.84438384,"3 - UTM10x10 + Elevation",750,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae",0
"Q-P09997","Polygono-Coronopodion",1814,"V31","V34","V35","Trampled","V35","V31","",NA,2,"2000",-6.755024052,41.87267286,"3 - UTM10x10 + Elevation",640,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae",0
"Q-P10021","Polygono-Coronopodion",1822,"V31","V37","V37","Trampled","V35","V31","",NA,8,"2000",-6.928752015,41.95509681,"3 - UTM10x10 + Elevation",800,"Chenopodietea","Chenopodietalia","Chenopodion muralis","Urtico urentis-Malvetum neglectae",0
"Q-P10022","Polygono-Coronopodion",1823,"V31","V37","R","Trampled","V35","V31","NE",9,8,"2000",-6.961072646,41.77569525,"3 - UTM10x10 + Elevation",820,"Chenopodietea","Chenopodietalia","Chenopodion muralis","Urtico urentis-Malvetum neglectae",0
"Q-P10023","Polygono-Coronopodion",1824,"V31","V37","V37","Trampled","V35","V31","",NA,4,"2000",-7.006255233,41.84436117,"3 - UTM10x10 + Elevation",720,"Chenopodietea","Chenopodietalia","Chenopodion muralis","Urtico urentis-Malvetum neglectae",0
"Q-P10024","Sisymbrion officinalis",1825,"V37","V37","V37","Trampled","V35","V37","",NA,4,"2000",-6.761816739,41.86524646,"3 - UTM10x10 + Elevation",650,"Chenopodietea","Chenopodietalia","Chenopodion muralis","Urtico urentis-Malvetum neglectae",0
"Q-P10027","Sisymbrion officinalis",92,"V38d","V37","V32","Ruderal","V37","V38","SE",25,6,"2000",-6.725117844,41.89706054,"3 - UTM10x10 + Elevation",660,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",1
"Q-P10028","Oxalidion europaeae",93,"V33","V37","V32","Ruderal","V37","V33","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",520,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",0
"Q-P10029","Sisymbrion officinalis",94,"V37","V37","V37","Ruderal","V37","V37","",NA,2,"2000",-6.803064813,41.91071034,"3 - UTM10x10 + Elevation",1000,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",1
"Q-P10030","Sisymbrion officinalis",95,"V37","V37","V37","Ruderal","V37","V37","",NA,5,"2000",-6.695830527,41.89080433,"3 - UTM10x10 + Elevation",660,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",1
"Q-P10031","Sisymbrion officinalis",96,"V38d","V37","V32","Ruderal","V37","V38","",NA,8,"2000",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Comunidad de Sisymbrium officinalis y Hordeum murinum supbs. leporinum",1
